year,series,module,code,variant,identical_across_variants,indicator,era,era_start,era_end,domain,setting,unit,measure,month,aggregation_rule,total,total_dedup,n_reporting_establishments,n_establishments_value_gt0,n_rows,n_rows_value,n_rows_zero,n_rows_empty,n_rows_exact_duplicate,months_covered,n_stable_panel_establishments,stable_panel_total,comparability_warning,note,source_file,script
2023,A,A27,29101566,single_code,True,Counselling in screening context: number of M-CHAT-R/F,2023–2025,2023,2025,screening_support,APS,interventions,annual_sum,01-12,sum of months; COL01,2380.0,2380.0,150,150,641,641,0,0,0,12,87,1498.0,Counts interventions not unique children,,REM/SerieA/SerieA_2023.csv,study/pipeline/02_rem_pathway.py
2024,A,A27,29101566,single_code,True,Counselling in screening context: number of M-CHAT-R/F,2023–2025,2023,2025,screening_support,APS,interventions,annual_sum,01-12,sum of months; COL01,3874.0,3874.0,180,180,883,883,0,0,0,12,87,2317.0,Counts interventions not unique children,,REM/SerieA/SerieA_2024.csv,study/pipeline/02_rem_pathway.py
2025,A,A27,29101566,single_code,True,Counselling in screening context: number of M-CHAT-R/F,2023–2025,2023,2025,screening_support,APS,interventions,annual_sum,01-12,sum of months; COL01,3026.0,3026.0,169,169,859,859,0,0,0,12,87,1815.0,Counts interventions not unique children,,REM/SerieA/SerieA_2025.csv,study/pipeline/02_rem_pathway.py
2023,A,A27,29101574,single_code,True,Assisted referral in screening context: number of M-CHAT-R/F,2023–2025,2023,2025,assisted_referral,APS,interventions,annual_sum,01-12,sum of months; COL01,672.0,672.0,98,98,366,366,0,0,0,12,57,451.0,Counts interventions not unique children; earlier assisted-referral codes concern alcohol/drugs,,REM/SerieA/SerieA_2023.csv,study/pipeline/02_rem_pathway.py
2024,A,A27,29101574,single_code,True,Assisted referral in screening context: number of M-CHAT-R/F,2023–2025,2023,2025,assisted_referral,APS,interventions,annual_sum,01-12,sum of months; COL01,1068.0,1068.0,118,118,481,481,0,0,0,12,57,642.0,Counts interventions not unique children; earlier assisted-referral codes concern alcohol/drugs,,REM/SerieA/SerieA_2024.csv,study/pipeline/02_rem_pathway.py
2025,A,A27,29101574,single_code,True,Assisted referral in screening context: number of M-CHAT-R/F,2023–2025,2023,2025,assisted_referral,APS,interventions,annual_sum,01-12,sum of months; COL01,878.0,878.0,114,114,453,453,0,0,0,12,57,514.0,Counts interventions not unique children; earlier assisted-referral codes concern alcohol/drugs,,REM/SerieA/SerieA_2025.csv,study/pipeline/02_rem_pathway.py
2023,A,A28,29101629,single_code,True,Entry to primary-level rehabilitation by health condition: autism,2023–2025,2023,2025,rehabilitation,primary_care,entries reported,annual_sum,01-12,sum of months; COL01,3962.0,3962.0,264,264,978,975,3,0,0,12,97,2220.0,New from 2023; not person-linked to A05 or P2/P6,,REM/SerieA/SerieA_2023.csv,study/pipeline/02_rem_pathway.py
2024,A,A28,29101629,single_code,True,Entry to primary-level rehabilitation by health condition: autism,2023–2025,2023,2025,rehabilitation,primary_care,entries reported,annual_sum,01-12,sum of months; COL01,7033.0,7033.0,313,313,1196,1195,1,0,0,12,97,3741.0,New from 2023; not person-linked to A05 or P2/P6,,REM/SerieA/SerieA_2024.csv,study/pipeline/02_rem_pathway.py
2025,A,A28,29101629,single_code,True,Entry to primary-level rehabilitation by health condition: autism,2023–2025,2023,2025,rehabilitation,primary_care,entries reported,annual_sum,01-12,sum of months; COL01,15859.0,15859.0,359,359,1748,1747,0,1,0,12,97,7267.0,New from 2023; not person-linked to A05 or P2/P6,,REM/SerieA/SerieA_2025.csv,study/pipeline/02_rem_pathway.py
2023,A,A28,29101651,single_code,True,Entry to hospital-level rehabilitation by health condition: autism,2023–2025,2023,2025,rehabilitation,hospital,entries reported,annual_sum,01-12,sum of months; COL01,731.0,731.0,39,39,155,155,0,0,0,12,25,653.0,New from 2023; not person-linked to GRD,,REM/SerieA/SerieA_2023.csv,study/pipeline/02_rem_pathway.py
2024,A,A28,29101651,single_code,True,Entry to hospital-level rehabilitation by health condition: autism,2023–2025,2023,2025,rehabilitation,hospital,entries reported,annual_sum,01-12,sum of months; COL01,1045.0,1045.0,50,50,218,218,0,0,0,12,25,923.0,New from 2023; not person-linked to GRD,,REM/SerieA/SerieA_2024.csv,study/pipeline/02_rem_pathway.py
2025,A,A28,29101651,single_code,True,Entry to hospital-level rehabilitation by health condition: autism,2023–2025,2023,2025,rehabilitation,hospital,entries reported,annual_sum,01-12,sum of months; COL01,1740.0,1740.0,43,43,218,218,0,0,0,12,25,1485.0,New from 2023; not person-linked to GRD,,REM/SerieA/SerieA_2025.csv,study/pipeline/02_rem_pathway.py
2019,P,P2,P2500500,single_code,True,Autism spectrum disorder population under control,2019–2025,2019,2025,follow_up,NANEAS,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,1854.0,1854.0,460,460,460,460,0,0,0,1,193,1040.0,Semiannual stock; changes in reporting establishments affect totals,,REM/SerieP/SerieP_2019.csv,study/pipeline/02_rem_pathway.py
2020,P,P2,P2500500,single_code,True,Autism spectrum disorder population under control,2019–2025,2019,2025,follow_up,NANEAS,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,1919.0,1919.0,400,400,400,400,0,0,0,1,193,1154.0,Semiannual stock; changes in reporting establishments affect totals,,REM/SerieP/SerieP_2020.csv,study/pipeline/02_rem_pathway.py
2021,P,P2,P2500500,single_code,True,Autism spectrum disorder population under control,2019–2025,2019,2025,follow_up,NANEAS,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,3853.0,3853.0,640,640,640,640,0,0,0,1,193,1748.0,Semiannual stock; changes in reporting establishments affect totals,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P2,P2500500,single_code,True,Autism spectrum disorder population under control,2019–2025,2019,2025,follow_up,NANEAS,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,7923.0,7923.0,897,897,897,897,0,0,0,1,193,2997.0,Semiannual stock; changes in reporting establishments affect totals,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P2,P2500500,single_code,True,Autism spectrum disorder population under control,2019–2025,2019,2025,follow_up,NANEAS,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,13190.0,13190.0,1012,1012,1012,1012,0,0,0,1,193,4711.0,Semiannual stock; changes in reporting establishments affect totals,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P2,P2500500,single_code,True,Autism spectrum disorder population under control,2019–2025,2019,2025,follow_up,NANEAS,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,21737.0,21737.0,1218,1218,1218,1218,0,0,0,1,193,6849.0,Semiannual stock; changes in reporting establishments affect totals,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P2,P2500500,single_code,True,Autism spectrum disorder population under control,2019–2025,2019,2025,follow_up,NANEAS,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,29974.0,29974.0,1325,1325,1325,1325,0,0,0,1,193,9128.0,Semiannual stock; changes in reporting establishments affect totals,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2019,P,P2,P2500500,single_code,True,Autism spectrum disorder population under control,2019–2025,2019,2025,follow_up,NANEAS,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,1502.0,1502.0,374,374,374,374,0,0,0,1,13,102.0,Semiannual stock; changes in reporting establishments affect totals,,REM/SerieP/SerieP_2019.csv,study/pipeline/02_rem_pathway.py
2020,P,P2,P2500500,single_code,True,Autism spectrum disorder population under control,2019–2025,2019,2025,follow_up,NANEAS,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,172.0,172.0,28,28,28,28,0,0,0,1,13,122.0,Semiannual stock; changes in reporting establishments affect totals,,REM/SerieP/SerieP_2020.csv,study/pipeline/02_rem_pathway.py
2021,P,P2,P2500500,single_code,True,Autism spectrum disorder population under control,2019–2025,2019,2025,follow_up,NANEAS,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,2434.0,2434.0,475,475,475,475,0,0,0,1,13,138.0,Semiannual stock; changes in reporting establishments affect totals,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P2,P2500500,single_code,True,Autism spectrum disorder population under control,2019–2025,2019,2025,follow_up,NANEAS,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,5364.0,5364.0,765,765,765,765,0,0,0,1,13,260.0,Semiannual stock; changes in reporting establishments affect totals,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P2,P2500500,single_code,True,Autism spectrum disorder population under control,2019–2025,2019,2025,follow_up,NANEAS,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,10523.0,10523.0,980,979,980,979,0,1,0,1,13,487.0,Semiannual stock; changes in reporting establishments affect totals,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P2,P2500500,single_code,True,Autism spectrum disorder population under control,2019–2025,2019,2025,follow_up,NANEAS,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,17743.0,17743.0,1168,1168,1168,1168,0,0,0,1,13,582.0,Semiannual stock; changes in reporting establishments affect totals,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P2,P2500500,single_code,True,Autism spectrum disorder population under control,2019–2025,2019,2025,follow_up,NANEAS,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,26195.0,26195.0,1256,1256,1256,1256,0,0,0,1,13,1373.0,Semiannual stock; changes in reporting establishments affect totals,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2023,P,P2,P2501878,single_code,True,Total NANEAS population under control,2023–2025,2023,2025,follow_up,NANEAS,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,59907.0,59907.0,1187,1187,1187,1187,0,0,0,1,907,52901.0,Introduced in December 2023; not a denominator before then,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P2,P2501878,single_code,True,Total NANEAS population under control,2023–2025,2023,2025,follow_up,NANEAS,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,77081.0,77081.0,1293,1293,1293,1293,0,0,0,1,907,67127.0,Introduced in December 2023; not a denominator before then,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P2,P2501878,single_code,True,Total NANEAS population under control,2023–2025,2023,2025,follow_up,NANEAS,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,100789.0,100789.0,1394,1393,1394,1393,1,0,0,1,907,84833.0,Introduced in December 2023; not a denominator before then,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2023,P,P2,P2501878,single_code,True,Total NANEAS population under control,2023–2025,2023,2025,follow_up,NANEAS,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,,,0,0,0,0,0,0,0,0,0,,Introduced in December 2023; not a denominator before then,no rows reported for this code-year,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P2,P2501878,single_code,True,Total NANEAS population under control,2023–2025,2023,2025,follow_up,NANEAS,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,64833.0,64833.0,1261,1261,1261,1261,0,0,0,1,0,,Introduced in December 2023; not a denominator before then,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P2,P2501878,single_code,True,Total NANEAS population under control,2023–2025,2023,2025,follow_up,NANEAS,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,84281.0,84281.0,1342,1342,1342,1342,0,0,0,1,0,,Introduced in December 2023; not a denominator before then,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2019,P,P6,P6223000,broad_pre2021,True,P6 población bajo control en APS: TGD amplio (pre-2021),2019–2020,2019,2020,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,5520.0,5520.0,727,727,727,727,0,0,0,1,594,4837.0,Family sum over separately reported categories; establishments counted once if they report any family code; broad pre-2021 category cannot isolate autism,,REM/SerieP/SerieP_2019.csv,study/pipeline/02_rem_pathway.py
2020,P,P6,P6223000,broad_pre2021,True,P6 población bajo control en APS: TGD amplio (pre-2021),2019–2020,2019,2020,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,5185.0,5185.0,695,694,695,694,1,0,0,1,594,4752.0,Family sum over separately reported categories; establishments counted once if they report any family code; broad pre-2021 category cannot isolate autism,,REM/SerieP/SerieP_2020.csv,study/pipeline/02_rem_pathway.py
2019,P,P6,P6223000,broad_pre2021,True,P6 población bajo control en APS: TGD amplio (pre-2021),2019–2020,2019,2020,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,4864.0,4864.0,707,707,707,707,0,0,0,1,44,614.0,Family sum over separately reported categories; establishments counted once if they report any family code; broad pre-2021 category cannot isolate autism,,REM/SerieP/SerieP_2019.csv,study/pipeline/02_rem_pathway.py
2020,P,P6,P6223000,broad_pre2021,True,P6 población bajo control en APS: TGD amplio (pre-2021),2019–2020,2019,2020,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,725.0,725.0,53,53,53,53,0,0,0,1,44,656.0,Family sum over separately reported categories; establishments counted once if they report any family code; broad pre-2021 category cannot isolate autism,,REM/SerieP/SerieP_2020.csv,study/pipeline/02_rem_pathway.py
2019,P,P6,P6223380,broad_pre2021,True,P6 población bajo control en especialidad: TGD amplio (pre-2021),2019–2020,2019,2020,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,6624.0,6624.0,111,111,111,111,0,0,0,1,104,6087.0,Family sum over separately reported categories; establishments counted once if they report any family code; broad pre-2021 category cannot isolate autism,,REM/SerieP/SerieP_2019.csv,study/pipeline/02_rem_pathway.py
2020,P,P6,P6223380,broad_pre2021,True,P6 población bajo control en especialidad: TGD amplio (pre-2021),2019–2020,2019,2020,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,6905.0,6905.0,121,121,121,121,0,0,0,1,104,6250.0,Family sum over separately reported categories; establishments counted once if they report any family code; broad pre-2021 category cannot isolate autism,,REM/SerieP/SerieP_2020.csv,study/pipeline/02_rem_pathway.py
2019,P,P6,P6223380,broad_pre2021,True,P6 población bajo control en especialidad: TGD amplio (pre-2021),2019–2020,2019,2020,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,6221.0,6221.0,109,109,109,109,0,0,0,1,91,5118.0,Family sum over separately reported categories; establishments counted once if they report any family code; broad pre-2021 category cannot isolate autism,,REM/SerieP/SerieP_2019.csv,study/pipeline/02_rem_pathway.py
2020,P,P6,P6223380,broad_pre2021,True,P6 población bajo control en especialidad: TGD amplio (pre-2021),2019–2020,2019,2020,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,5543.0,5543.0,105,105,105,105,0,0,0,1,91,5042.0,Family sum over separately reported categories; establishments counted once if they report any family code; broad pre-2021 category cannot isolate autism,,REM/SerieP/SerieP_2020.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241010+P6241020+P6241030+P6241040+P6241050,con_rett,False,P6 población bajo control en APS: familia TGD (F84 completo (incluye síndrome de Rett)),2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,6745.0,6744.0,823,820,1347,1326,21,0,1,1,621,5897.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P6,P6241010+P6241020+P6241030+P6241040+P6241050,con_rett,False,P6 población bajo control en APS: familia TGD (F84 completo (incluye síndrome de Rett)),2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,10723.0,10723.0,952,952,1647,1641,6,0,0,1,621,9039.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241010+P6241020+P6241030+P6241040+P6241050,con_rett,False,P6 población bajo control en APS: familia TGD (F84 completo (incluye síndrome de Rett)),2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,15129.0,15129.0,1105,1105,1923,1921,2,0,0,1,621,12636.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241010+P6241020+P6241030+P6241040+P6241050,con_rett,False,P6 población bajo control en APS: familia TGD (F84 completo (incluye síndrome de Rett)),2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,21163.0,21163.0,1258,1257,2100,2093,7,0,0,1,621,16734.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241010+P6241020+P6241030+P6241040+P6241050,con_rett,False,P6 población bajo control en APS: familia TGD (F84 completo (incluye síndrome de Rett)),2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,27469.0,27469.0,1344,1343,2144,2142,0,2,0,1,621,21293.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241010+P6241020+P6241030+P6241040+P6241050,con_rett,False,P6 población bajo control en APS: familia TGD (F84 completo (incluye síndrome de Rett)),2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,7228.0,7228.0,747,745,1127,1114,13,0,0,1,534,4751.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P6,P6241010+P6241020+P6241030+P6241040+P6241050,con_rett,False,P6 población bajo control en APS: familia TGD (F84 completo (incluye síndrome de Rett)),2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,7772.0,7772.0,866,862,1487,1472,15,0,0,1,534,6343.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241010+P6241020+P6241030+P6241040+P6241050,con_rett,False,P6 población bajo control en APS: familia TGD (F84 completo (incluye síndrome de Rett)),2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,12181.0,12181.0,1021,1020,1796,1792,4,0,0,1,534,9261.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241010+P6241020+P6241030+P6241040+P6241050,con_rett,False,P6 población bajo control en APS: familia TGD (F84 completo (incluye síndrome de Rett)),2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,19896.0,19896.0,1182,1181,2010,2005,5,0,0,1,534,13429.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241010+P6241020+P6241030+P6241040+P6241050,con_rett,False,P6 población bajo control en APS: familia TGD (F84 completo (incluye síndrome de Rett)),2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,23467.0,23467.0,1280,1280,2064,2064,0,0,0,1,534,15640.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241060+P6241070+P6241080+P6241090+P6241100,con_rett,False,P6 población bajo control en especialidad: familia TGD (F84 completo (incluye síndrome de Rett)),2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,9169.0,9169.0,132,131,302,295,7,0,0,1,105,7175.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P6,P6241060+P6241070+P6241080+P6241090+P6241100,con_rett,False,P6 población bajo control en especialidad: familia TGD (F84 completo (incluye síndrome de Rett)),2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,10731.0,10731.0,134,134,325,322,3,0,0,1,105,9124.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241060+P6241070+P6241080+P6241090+P6241100,con_rett,False,P6 población bajo control en especialidad: familia TGD (F84 completo (incluye síndrome de Rett)),2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,13660.0,13660.0,148,148,351,351,0,0,0,1,105,11105.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241060+P6241070+P6241080+P6241090+P6241100,con_rett,False,P6 población bajo control en especialidad: familia TGD (F84 completo (incluye síndrome de Rett)),2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,15311.0,15311.0,158,158,371,371,0,0,0,1,105,11164.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241060+P6241070+P6241080+P6241090+P6241100,con_rett,False,P6 población bajo control en especialidad: familia TGD (F84 completo (incluye síndrome de Rett)),2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,20371.0,20371.0,169,169,380,380,0,0,0,1,105,14953.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241060+P6241070+P6241080+P6241090+P6241100,con_rett,False,P6 población bajo control en especialidad: familia TGD (F84 completo (incluye síndrome de Rett)),2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,8973.0,8973.0,126,126,269,266,3,0,0,1,95,6587.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P6,P6241060+P6241070+P6241080+P6241090+P6241100,con_rett,False,P6 población bajo control en especialidad: familia TGD (F84 completo (incluye síndrome de Rett)),2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,9619.0,9619.0,127,127,297,297,0,0,0,1,95,7107.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241060+P6241070+P6241080+P6241090+P6241100,con_rett,False,P6 población bajo control en especialidad: familia TGD (F84 completo (incluye síndrome de Rett)),2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,12710.0,12710.0,144,144,338,338,0,0,0,1,95,9399.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241060+P6241070+P6241080+P6241090+P6241100,con_rett,False,P6 población bajo control en especialidad: familia TGD (F84 completo (incluye síndrome de Rett)),2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,15786.0,15786.0,157,157,379,379,0,0,0,1,95,11177.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241060+P6241070+P6241080+P6241090+P6241100,con_rett,False,P6 población bajo control en especialidad: familia TGD (F84 completo (incluye síndrome de Rett)),2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,16124.0,16124.0,159,159,361,361,0,0,0,1,95,10713.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241010+P6241020+P6241040+P6241050,sin_rett,False,P6 población bajo control en APS: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,6237.0,6236.0,815,813,1306,1291,15,0,1,1,619,5532.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P6,P6241010+P6241020+P6241040+P6241050,sin_rett,False,P6 población bajo control en APS: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,10298.0,10298.0,948,948,1616,1611,5,0,0,1,619,8685.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241010+P6241020+P6241040+P6241050,sin_rett,False,P6 población bajo control en APS: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,14895.0,14895.0,1103,1103,1892,1891,1,0,0,1,619,12425.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241010+P6241020+P6241040+P6241050,sin_rett,False,P6 población bajo control en APS: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,20911.0,20911.0,1258,1257,2064,2060,4,0,0,1,619,16515.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241010+P6241020+P6241040+P6241050,sin_rett,False,P6 población bajo control en APS: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,27319.0,27319.0,1344,1343,2111,2109,0,2,0,1,619,21144.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241010+P6241020+P6241040+P6241050,sin_rett,False,P6 población bajo control en APS: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,5623.0,5623.0,734,734,1082,1073,9,0,0,1,529,4331.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
