year,series,sheet,code,in_era,era,indicator,found_in_dictionary,label,section,col01_meaning,col02_meaning,col03_meaning,col04_meaning,col37_meaning,n_col_tokens,age_columns,layout_check,dictionary_file,excel_row
2020,A,A05,05225000,True,2019–2020,Clinical discharge: pervasive developmental disorders,True,TRASTORNO GENERALIZADOS DEL DESARROLLO,SECCIÓN O: EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 | Hombres,80 y más | Mujeres,46.0,0 - 4; 5 - 9; 10 - 14; 15 - 19; 20 - 24; 25 a 29; 30 a 34; 35 a 39; 40 a 44; 45 a 49; 50 a 54; 55 a 59; 60 a 64; 65 a 69; 70 a 74; 75 a 79; 80 y más,ok,REM/SerieA/metadata/diccionarios/2020/SA_20_V1.2-CODIGOS.xlsx,229.0
2021,A,A05,05225000,False,2019–2020,Clinical discharge: pervasive developmental disorders,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2021/SA_21_V1.2-CODIGOS.xlsm,
2022,A,A05,05225000,False,2019–2020,Clinical discharge: pervasive developmental disorders,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2022/SA_22_V1.1-CODIGOS.xlsm,
2023,A,A05,05225000,False,2019–2020,Clinical discharge: pervasive developmental disorders,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2023/DICCIONARIO CODIGOS SA_23_V1.4.xlsm,
2024,A,A05,05225000,False,2019–2020,Clinical discharge: pervasive developmental disorders,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2024/DICCIONARIO CODIGOS SA_24_V1.1.xlsm,
2025,A,A05,05225000,False,2019–2020,Clinical discharge: pervasive developmental disorders,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2025/DICCIONARIO CODIGOS SA_25_V1.5.xlsm,
2019,A,A05,05990022,False,2021–2025,Entry: autism,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2019/SA_19_V1.3-CODIGOS.xlsm,
2020,A,A05,05990022,False,2021–2025,Entry: autism,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2020/SA_20_V1.2-CODIGOS.xlsx,
2021,A,A05,05990022,True,2021–2025,Entry: autism,True,TRASTORNO GENERALIZADOS DEL DESARROLLO | AUTISMO,SECCIÓN N: INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 | Hombres,80 y más | Mujeres,43.0,0 - 4; 5 - 9; 10 - 14; 15 - 19; 20 - 24; 25 a 29; 30 a 34; 35 a 39; 40 a 44; 45 a 49; 50 a 54; 55 a 59; 60 a 64; 65 a 69; 70 a 74; 75 a 79; 80 y más,ok,REM/SerieA/metadata/diccionarios/2021/SA_21_V1.2-CODIGOS.xlsm,213.0
2022,A,A05,05990022,True,2021–2025,Entry: autism,True,TRASTORNO GENERALIZADOS DEL DESARROLLO | AUTISMO,SECCIÓN N: INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 | Hombres,80 y más | Mujeres,43.0,0 - 4; 5 - 9; 10 - 14; 15 - 19; 20 - 24; 25 a 29; 30 a 34; 35 a 39; 40 a 44; 45 a 49; 50 a 54; 55 a 59; 60 a 64; 65 a 69; 70 a 74; 75 a 79; 80 y más,ok,REM/SerieA/metadata/diccionarios/2022/SA_22_V1.1-CODIGOS.xlsm,213.0
2023,A,A05,05990022,True,2021–2025,Entry: autism,True,TRASTORNO GENERALIZADOS DEL DESARROLLO | AUTISMO,SECCIÓN N: INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,47.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2023/DICCIONARIO CODIGOS SA_23_V1.4.xlsm,221.0
2024,A,A05,05990022,True,2021–2025,Entry: autism,True,Trastorno Generalizados del Desarrollo | Autismo,SECCIÓN N: INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,47.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 - 29 años; 30 - 34 años; 35 - 39 años; 40 - 44 años; 45 - 49 años; 50 - 54 años; 55 - 59 años; 60 - 64 años; 65 - 69 años; 70 - 74 años; 75 - 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2024/DICCIONARIO CODIGOS SA_24_V1.1.xlsm,224.0
2025,A,A05,05990022,True,2021–2025,Entry: autism,True,Trastorno Generalizados del Desarrollo | Autismo,SECCIÓN N: INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,48.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 - 29 años; 30 - 34 años; 35 - 39 años; 40 - 44 años; 45 - 49 años; 50 - 54 años; 55 - 59 años; 60 - 64 años; 65 - 69 años; 70 - 74 años; 75 - 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2025/DICCIONARIO CODIGOS SA_25_V1.5.xlsm,235.0
2019,A,A05,05990023,False,2021–2025,Entry: Asperger,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2019/SA_19_V1.3-CODIGOS.xlsm,
2020,A,A05,05990023,False,2021–2025,Entry: Asperger,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2020/SA_20_V1.2-CODIGOS.xlsx,
2021,A,A05,05990023,True,2021–2025,Entry: Asperger,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] ASPERGER,SECCIÓN N: INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 | Hombres,80 y más | Mujeres,43.0,0 - 4; 5 - 9; 10 - 14; 15 - 19; 20 - 24; 25 a 29; 30 a 34; 35 a 39; 40 a 44; 45 a 49; 50 a 54; 55 a 59; 60 a 64; 65 a 69; 70 a 74; 75 a 79; 80 y más,ok,REM/SerieA/metadata/diccionarios/2021/SA_21_V1.2-CODIGOS.xlsm,214.0
2022,A,A05,05990023,True,2021–2025,Entry: Asperger,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] ASPERGER,SECCIÓN N: INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 | Hombres,80 y más | Mujeres,43.0,0 - 4; 5 - 9; 10 - 14; 15 - 19; 20 - 24; 25 a 29; 30 a 34; 35 a 39; 40 a 44; 45 a 49; 50 a 54; 55 a 59; 60 a 64; 65 a 69; 70 a 74; 75 a 79; 80 y más,ok,REM/SerieA/metadata/diccionarios/2022/SA_22_V1.1-CODIGOS.xlsm,214.0
2023,A,A05,05990023,True,2021–2025,Entry: Asperger,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] ASPERGER,SECCIÓN N: INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,47.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2023/DICCIONARIO CODIGOS SA_23_V1.4.xlsm,222.0
2024,A,A05,05990023,True,2021–2025,Entry: Asperger,True,[Trastorno Generalizados del Desarrollo] Asperger,SECCIÓN N: INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,47.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 - 29 años; 30 - 34 años; 35 - 39 años; 40 - 44 años; 45 - 49 años; 50 - 54 años; 55 - 59 años; 60 - 64 años; 65 - 69 años; 70 - 74 años; 75 - 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2024/DICCIONARIO CODIGOS SA_24_V1.1.xlsm,225.0
2025,A,A05,05990023,True,2021–2025,Entry: Asperger,True,[Trastorno Generalizados del Desarrollo] Asperger,SECCIÓN N: INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,48.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 - 29 años; 30 - 34 años; 35 - 39 años; 40 - 44 años; 45 - 49 años; 50 - 54 años; 55 - 59 años; 60 - 64 años; 65 - 69 años; 70 - 74 años; 75 - 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2025/DICCIONARIO CODIGOS SA_25_V1.5.xlsm,236.0
2019,A,A05,05990024,False,2021–2025,Entry: Rett syndrome,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2019/SA_19_V1.3-CODIGOS.xlsm,
2020,A,A05,05990024,False,2021–2025,Entry: Rett syndrome,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2020/SA_20_V1.2-CODIGOS.xlsx,
2021,A,A05,05990024,True,2021–2025,Entry: Rett syndrome,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] SÍNDROME DE RETT,SECCIÓN N: INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 | Hombres,80 y más | Mujeres,43.0,0 - 4; 5 - 9; 10 - 14; 15 - 19; 20 - 24; 25 a 29; 30 a 34; 35 a 39; 40 a 44; 45 a 49; 50 a 54; 55 a 59; 60 a 64; 65 a 69; 70 a 74; 75 a 79; 80 y más,ok,REM/SerieA/metadata/diccionarios/2021/SA_21_V1.2-CODIGOS.xlsm,215.0
2022,A,A05,05990024,True,2021–2025,Entry: Rett syndrome,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] SÍNDROME DE RETT,SECCIÓN N: INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 | Hombres,80 y más | Mujeres,43.0,0 - 4; 5 - 9; 10 - 14; 15 - 19; 20 - 24; 25 a 29; 30 a 34; 35 a 39; 40 a 44; 45 a 49; 50 a 54; 55 a 59; 60 a 64; 65 a 69; 70 a 74; 75 a 79; 80 y más,ok,REM/SerieA/metadata/diccionarios/2022/SA_22_V1.1-CODIGOS.xlsm,215.0
2023,A,A05,05990024,True,2021–2025,Entry: Rett syndrome,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] SÍNDROME DE RETT,SECCIÓN N: INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,47.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2023/DICCIONARIO CODIGOS SA_23_V1.4.xlsm,223.0
2024,A,A05,05990024,True,2021–2025,Entry: Rett syndrome,True,[Trastorno Generalizados del Desarrollo] Síndrome de Rett,SECCIÓN N: INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,47.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 - 29 años; 30 - 34 años; 35 - 39 años; 40 - 44 años; 45 - 49 años; 50 - 54 años; 55 - 59 años; 60 - 64 años; 65 - 69 años; 70 - 74 años; 75 - 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2024/DICCIONARIO CODIGOS SA_24_V1.1.xlsm,226.0
2025,A,A05,05990024,True,2021–2025,Entry: Rett syndrome,True,[Trastorno Generalizados del Desarrollo] Síndrome de Rett,SECCIÓN N: INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,48.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 - 29 años; 30 - 34 años; 35 - 39 años; 40 - 44 años; 45 - 49 años; 50 - 54 años; 55 - 59 años; 60 - 64 años; 65 - 69 años; 70 - 74 años; 75 - 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2025/DICCIONARIO CODIGOS SA_25_V1.5.xlsm,237.0
2019,A,A05,05990025,False,2021–2025,Entry: childhood disintegrative disorder,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2019/SA_19_V1.3-CODIGOS.xlsm,
2020,A,A05,05990025,False,2021–2025,Entry: childhood disintegrative disorder,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2020/SA_20_V1.2-CODIGOS.xlsx,
2021,A,A05,05990025,True,2021–2025,Entry: childhood disintegrative disorder,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] TRASTORNO DESINTEGRATIVO DE LA INFANCIA,SECCIÓN N: INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 | Hombres,80 y más | Mujeres,43.0,0 - 4; 5 - 9; 10 - 14; 15 - 19; 20 - 24; 25 a 29; 30 a 34; 35 a 39; 40 a 44; 45 a 49; 50 a 54; 55 a 59; 60 a 64; 65 a 69; 70 a 74; 75 a 79; 80 y más,ok,REM/SerieA/metadata/diccionarios/2021/SA_21_V1.2-CODIGOS.xlsm,216.0
2022,A,A05,05990025,True,2021–2025,Entry: childhood disintegrative disorder,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] TRASTORNO DESINTEGRATIVO DE LA INFANCIA,SECCIÓN N: INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 | Hombres,80 y más | Mujeres,43.0,0 - 4; 5 - 9; 10 - 14; 15 - 19; 20 - 24; 25 a 29; 30 a 34; 35 a 39; 40 a 44; 45 a 49; 50 a 54; 55 a 59; 60 a 64; 65 a 69; 70 a 74; 75 a 79; 80 y más,ok,REM/SerieA/metadata/diccionarios/2022/SA_22_V1.1-CODIGOS.xlsm,216.0
2023,A,A05,05990025,True,2021–2025,Entry: childhood disintegrative disorder,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] TRASTORNO DESINTEGRATIVO DE LA INFANCIA,SECCIÓN N: INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,47.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2023/DICCIONARIO CODIGOS SA_23_V1.4.xlsm,224.0
2024,A,A05,05990025,True,2021–2025,Entry: childhood disintegrative disorder,True,[Trastorno Generalizados del Desarrollo] Trastorno Desintegrativo de la Infancia,SECCIÓN N: INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,47.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 - 29 años; 30 - 34 años; 35 - 39 años; 40 - 44 años; 45 - 49 años; 50 - 54 años; 55 - 59 años; 60 - 64 años; 65 - 69 años; 70 - 74 años; 75 - 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2024/DICCIONARIO CODIGOS SA_24_V1.1.xlsm,227.0
2025,A,A05,05990025,True,2021–2025,Entry: childhood disintegrative disorder,True,[Trastorno Generalizados del Desarrollo] Trastorno Desintegrativo de la Infancia,SECCIÓN N: INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,48.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 - 29 años; 30 - 34 años; 35 - 39 años; 40 - 44 años; 45 - 49 años; 50 - 54 años; 55 - 59 años; 60 - 64 años; 65 - 69 años; 70 - 74 años; 75 - 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2025/DICCIONARIO CODIGOS SA_25_V1.5.xlsm,238.0
2019,A,A05,05990026,False,2021–2025,Entry: pervasive developmental disorder unspecified,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2019/SA_19_V1.3-CODIGOS.xlsm,
2020,A,A05,05990026,False,2021–2025,Entry: pervasive developmental disorder unspecified,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2020/SA_20_V1.2-CODIGOS.xlsx,
2021,A,A05,05990026,True,2021–2025,Entry: pervasive developmental disorder unspecified,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] TRASTONO GENERALIZADO DEL DESARROLLO NO ESPECÍFICO,SECCIÓN N: INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 | Hombres,80 y más | Mujeres,43.0,0 - 4; 5 - 9; 10 - 14; 15 - 19; 20 - 24; 25 a 29; 30 a 34; 35 a 39; 40 a 44; 45 a 49; 50 a 54; 55 a 59; 60 a 64; 65 a 69; 70 a 74; 75 a 79; 80 y más,ok,REM/SerieA/metadata/diccionarios/2021/SA_21_V1.2-CODIGOS.xlsm,217.0
2022,A,A05,05990026,True,2021–2025,Entry: pervasive developmental disorder unspecified,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] TRASTONO GENERALIZADO DEL DESARROLLO NO ESPECÍFICO,SECCIÓN N: INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 | Hombres,80 y más | Mujeres,43.0,0 - 4; 5 - 9; 10 - 14; 15 - 19; 20 - 24; 25 a 29; 30 a 34; 35 a 39; 40 a 44; 45 a 49; 50 a 54; 55 a 59; 60 a 64; 65 a 69; 70 a 74; 75 a 79; 80 y más,ok,REM/SerieA/metadata/diccionarios/2022/SA_22_V1.1-CODIGOS.xlsm,217.0
2023,A,A05,05990026,True,2021–2025,Entry: pervasive developmental disorder unspecified,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] TRASTONO GENERALIZADO DEL DESARROLLO NO ESPECÍFICO,SECCIÓN N: INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,47.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2023/DICCIONARIO CODIGOS SA_23_V1.4.xlsm,225.0
2024,A,A05,05990026,True,2021–2025,Entry: pervasive developmental disorder unspecified,True,[Trastorno Generalizados del Desarrollo] Trastorno Generalizado del Desarrollo no Específico,SECCIÓN N: INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,47.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 - 29 años; 30 - 34 años; 35 - 39 años; 40 - 44 años; 45 - 49 años; 50 - 54 años; 55 - 59 años; 60 - 64 años; 65 - 69 años; 70 - 74 años; 75 - 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2024/DICCIONARIO CODIGOS SA_24_V1.1.xlsm,228.0
2025,A,A05,05990026,True,2021–2025,Entry: pervasive developmental disorder unspecified,True,[Trastorno Generalizados del Desarrollo] Trastorno Generalizado del Desarrollo no Específico,SECCIÓN N: INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,48.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 - 29 años; 30 - 34 años; 35 - 39 años; 40 - 44 años; 45 - 49 años; 50 - 54 años; 55 - 59 años; 60 - 64 años; 65 - 69 años; 70 - 74 años; 75 - 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2025/DICCIONARIO CODIGOS SA_25_V1.5.xlsm,239.0
2019,A,A05,05990027,False,2021–2025,Clinical discharge: autism,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2019/SA_19_V1.3-CODIGOS.xlsm,
2020,A,A05,05990027,False,2021–2025,Clinical discharge: autism,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2020/SA_20_V1.2-CODIGOS.xlsx,
2021,A,A05,05990027,True,2021–2025,Clinical discharge: autism,True,TRASTORNO GENERALIZADOS DEL DESARROLLO | AUTISMO,SECCIÓN O: EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 | Hombres,80 y más | Mujeres,46.0,0 - 4; 5 - 9; 10 - 14; 15 - 19; 20 - 24; 25 a 29; 30 a 34; 35 a 39; 40 a 44; 45 a 49; 50 a 54; 55 a 59; 60 a 64; 65 a 69; 70 a 74; 75 a 79; 80 y más,ok,REM/SerieA/metadata/diccionarios/2021/SA_21_V1.2-CODIGOS.xlsm,259.0
2022,A,A05,05990027,True,2021–2025,Clinical discharge: autism,True,TRASTORNO GENERALIZADOS DEL DESARROLLO | AUTISMO,SECCIÓN O: EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 | Hombres,80 y más | Mujeres,46.0,0 - 4; 5 - 9; 10 - 14; 15 - 19; 20 - 24; 25 a 29; 30 a 34; 35 a 39; 40 a 44; 45 a 49; 50 a 54; 55 a 59; 60 a 64; 65 a 69; 70 a 74; 75 a 79; 80 y más,ok,REM/SerieA/metadata/diccionarios/2022/SA_22_V1.1-CODIGOS.xlsm,259.0
2023,A,A05,05990027,True,2021–2025,Clinical discharge: autism,True,TRASTORNO GENERALIZADOS DEL DESARROLLO | AUTISMO,SECCIÓN O: EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,48.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2023/DICCIONARIO CODIGOS SA_23_V1.4.xlsm,269.0
2024,A,A05,05990027,True,2021–2025,Clinical discharge: autism,True,Trastorno Generalizados del Desarrollo | Autismo,SECCIÓN O: EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,48.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 - 29 años; 30 - 34 años; 35 - 39 años; 40 - 44 años; 45 - 49 años; 50 - 54 años; 55 - 59 años; 60 - 64 años; 65 - 69 años; 70 - 74 años; 75 - 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2024/DICCIONARIO CODIGOS SA_24_V1.1.xlsm,272.0
2025,A,A05,05990027,True,2021–2025,Clinical discharge: autism,True,Trastorno Generalizados del Desarrollo | Autismo,SECCIÓN O: EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,48.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 - 29 años; 30 - 34 años; 35 - 39 años; 40 - 44 años; 45 - 49 años; 50 - 54 años; 55 - 59 años; 60 - 64 años; 65 - 69 años; 70 - 74 años; 75 - 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2025/DICCIONARIO CODIGOS SA_25_V1.5.xlsm,287.0
2019,A,A05,05990028,False,2021–2025,Clinical discharge: Asperger,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2019/SA_19_V1.3-CODIGOS.xlsm,
2020,A,A05,05990028,False,2021–2025,Clinical discharge: Asperger,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2020/SA_20_V1.2-CODIGOS.xlsx,
