year,series,sheet,code,in_era,era,indicator,found_in_dictionary,label,section,col01_meaning,col02_meaning,col03_meaning,col04_meaning,col37_meaning,n_col_tokens,age_columns,layout_check,dictionary_file,excel_row
2025,A,A28,29101651,True,2023–2025,Entry to hospital-level rehabilitation by health condition: autism,True,Trastorno espectro autista,SECCIÓN B.1: INGRESOS Y EGRESOS A REHABILITACIÓN INTEGRAL,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,RANGO ETARIO Y SEXO | 0 - 4 años | Hombres,RANGO ETARIO Y SEXO | 80 y más años | Mujeres,40.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25-29 años; 30-34 años; 35 - 39 años; 40 - 44 años; 45- 49 años; 50 - 54 años; 55 - 59 años; 60 - 64 años; 65 - 69 años; 70 - 74 años; 75 - 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2025/DICCIONARIO CODIGOS SA_25_V1.5.xlsm,176.0
2019,P,P2,P2500500,True,2019–2025,Autism spectrum disorder population under control,True,TRASTORNO DE ESPECTRO AUTISTA,SECCION H: POBLACIÓN INFANTIL SEGÚN DIAGNÓSTICO DE NANEAS (incluidas en sección A y A.1),TOTAL | Ambos sexos,TOTAL | Hombres,TOTAL | Mujeres,GRUPOS DE EDAD (en meses - años) Y SEXO | Menor de 1 mes | Hombres,GRUPOS DE EDAD (en meses - años) Y SEXO | 8 a 9 años | Mujeres,41.0,menor de 1 mes; 1 mes; 2 meses; 3 meses; 4 meses; 5 meses; 6 meses; 7 a 11 meses; 12 a 17 meses; 18 a 23 meses; 24 a 35 meses; 36 a 41 meses; 42 a 47 meses; 48 a 59 meses; 60 a 71 meses; 6 a 7 años; 8 a 9 años,ok,REM/SerieP/diccionarios/2019/SP_19_V1.1-CODIGOS.xlsm,133.0
2020,P,P2,P2500500,True,2019–2025,Autism spectrum disorder population under control,True,TRASTORNO DE ESPECTRO AUTISTA,SECCION H: POBLACIÓN INFANTIL SEGÚN DIAGNÓSTICO DE NANEAS (incluidas en sección A y A.1),TOTAL | Ambos sexos,TOTAL | Hombres,TOTAL | Mujeres,GRUPOS DE EDAD (en meses - años) Y SEXO | Menor de 1 mes | Hombres,GRUPOS DE EDAD (en meses - años) Y SEXO | 8 a 9 años | Mujeres,41.0,menor de 1 mes; 1 mes; 2 meses; 3 meses; 4 meses; 5 meses; 6 meses; 7 a 11 meses; 12 a 17 meses; 18 a 23 meses; 24 a 35 meses; 36 a 41 meses; 42 a 47 meses; 48 a 59 meses; 60 a 71 meses; 6 a 7 años; 8 a 9 años,ok,REM/SerieP/diccionarios/2020/SP_20_V1.0 CODIGOS.xlsm,133.0
2021,P,P2,P2500500,True,2019–2025,Autism spectrum disorder population under control,True,TRASTORNO DE ESPECTRO AUTISTA,"SECCION H: POBLACIÓN SEGÚN DIAGNÓSTICO DE NIÑOS, NIÑAS Y ADOLESCENTES CON NECESIDADES ESPECIALES DE ATENCIÓN EN SALUD (NANEAS) (incluidas en sección A y A.1)",TOTAL | Ambos sexos,TOTAL | Hombres,TOTAL | Mujeres,GRUPOS DE EDAD (en meses - años) Y SEXO | Menor de 1 mes | Hombres,GRUPOS DE EDAD (en meses - años) Y SEXO | 8 a 9 años | Mujeres,45.0,menor de 1 mes; 1 mes; 2 meses; 3 meses; 4 meses; 5 meses; 6 meses; 7 a 11 meses; 12 a 17 meses; 18 a 23 meses; 24 a 35 meses; 36 a 41 meses; 42 a 47 meses; 48 a 59 meses; 60 a 71 meses; 6 a 7 años; 8 a 9 años,ok,REM/SerieP/diccionarios/2021/SP_21_V1.1 CODIGOS.xlsm,133.0
2022,P,P2,P2500500,True,2019–2025,Autism spectrum disorder population under control,True,TRASTORNO DE ESPECTRO AUTISTA,"SECCION H: POBLACIÓN SEGÚN DIAGNÓSTICO DE NIÑOS, NIÑAS Y ADOLESCENTES CON NECESIDADES ESPECIALES DE ATENCIÓN EN SALUD (NANEAS) (incluidas en sección A y A.1)",TOTAL | Ambos sexos,TOTAL | Hombres,TOTAL | Mujeres,GRUPOS DE EDAD (en meses - años) Y SEXO | Menor de 1 mes | Hombres,GRUPOS DE EDAD (en meses - años) Y SEXO | 8 a 9 años | Mujeres,45.0,menor de 1 mes; 1 mes; 2 meses; 3 meses; 4 meses; 5 meses; 6 meses; 7 a 11 meses; 12 a 17 meses; 18 a 23 meses; 24 a 35 meses; 36 a 41 meses; 42 a 47 meses; 48 a 59 meses; 60 a 71 meses; 6 a 7 años; 8 a 9 años,ok,REM/SerieP/diccionarios/2022/SP_22_V1.0 CODIGOS.xlsm,133.0
2023,P,P2,P2500500,True,2019–2025,Autism spectrum disorder population under control,True,Trastorno del Espectro Autista | Trastorno del Espectro Autista,"SECCION H: POBLACIÓN SEGÚN DIAGNÓSTICO DE NIÑOS, NIÑAS Y ADOLESCENTES CON NECESIDADES ESPECIALES DE ATENCIÓN EN SALUD (NANEAS) (Incluida en sección A y A1)",TOTAL | Ambos sexos,TOTAL | Hombres,TOTAL | Mujeres,GRUPOS DE EDAD (en meses - años) Y SEXO | Menor de 1 mes | Hombres,GRUPOS DE EDAD (en meses - años) Y SEXO | 8 a 9 años | Mujeres,45.0,menor de 1 mes; 1 mes; 2 meses; 3 meses; 4 meses; 5 meses; 6 meses; 7 a 11 meses; 12 a 17 meses; 18 a 23 meses; 24 a 35 meses; 36 a 41 meses; 42 a 47 meses; 48 a 59 meses; 60 a 71 meses; 6 a 7 años; 8 a 9 años,ok,REM/SerieP/diccionarios/2023/DICCIONARIO CODIGOS SP_23_V1.2.xlsm,147.0
2024,P,P2,P2500500,True,2019–2025,Autism spectrum disorder population under control,True,Trastorno del Espectro Autista | Trastorno del Espectro Autista,"SECCION H: POBLACIÓN SEGÚN DIAGNÓSTICO DE NIÑOS, NIÑAS Y ADOLESCENTES CON NECESIDADES ESPECIALES DE ATENCIÓN EN SALUD (NANEAS) (Incluida en sección A y A1)",TOTAL | Ambos sexos,TOTAL | Hombres,TOTAL | Mujeres,GRUPOS DE EDAD (en meses - años) Y SEXO | Menor de 1 mes | Hombres,GRUPOS DE EDAD (en meses - años) Y SEXO | 8 a 9 años | Mujeres,45.0,menor de 1 mes; 1 mes; 2 meses; 3 meses; 4 meses; 5 meses; 6 meses; 7 a 11 meses; 12 a 17 meses; 18 a 23 meses; 24 a 35 meses; 36 a 41 meses; 42 a 47 meses; 48 a 59 meses; 60 a 71 meses; 6 a 7 años; 8 a 9 años,ok,REM/SerieP/diccionarios/2024/DICCIONARIO CODIGOS SP_24_V1.1.xlsm,147.0
2025,P,P2,P2500500,True,2019–2025,Autism spectrum disorder population under control,True,Trastorno del Espectro Autista | Trastorno del Espectro Autista,"SECCION H: POBLACIÓN SEGÚN DIAGNÓSTICO DE NIÑOS, NIÑAS Y ADOLESCENTES CON NECESIDADES ESPECIALES DE ATENCIÓN EN SALUD (NANEAS) (Incluida en sección A y A1)",TOTAL | Ambos sexos,TOTAL | Hombres,TOTAL | Mujeres,RANGO ETARIO (en meses - años) Y SEXO | Menor de 1 mes | Hombres,RANGO ETARIO (en meses - años) Y SEXO | 8 a 9 años | Mujeres,45.0,menor de 1 mes; 1 mes; 2 meses; 3 meses; 4 meses; 5 meses; 6 meses; 7 a 11 meses; 12 a 17 meses; 18 a 23 meses; 24 a 35 meses; 36 a 41 meses; 42 a 47 meses; 48 a 59 meses; 60 a 71 meses; 6 a 7 años; 8 a 9 años,ok,REM/SerieP/diccionarios/2025/DICCIONARIO CODIGOS SP_25_V1.2.xlsm,148.0
2019,P,P2,P2501878,False,2023–2025,Total NANEAS population under control,False,,,,,,,,,,,REM/SerieP/diccionarios/2019/SP_19_V1.1-CODIGOS.xlsm,
2020,P,P2,P2501878,False,2023–2025,Total NANEAS population under control,False,,,,,,,,,,,REM/SerieP/diccionarios/2020/SP_20_V1.0 CODIGOS.xlsm,
2021,P,P2,P2501878,False,2023–2025,Total NANEAS population under control,False,,,,,,,,,,,REM/SerieP/diccionarios/2021/SP_21_V1.1 CODIGOS.xlsm,
2022,P,P2,P2501878,False,2023–2025,Total NANEAS population under control,False,,,,,,,,,,,REM/SerieP/diccionarios/2022/SP_22_V1.0 CODIGOS.xlsm,
2023,P,P2,P2501878,True,2023–2025,Total NANEAS population under control,True,TOTAL POBLACIÓN NANEAS BAJO CONTROL,"SECCION H: POBLACIÓN SEGÚN DIAGNÓSTICO DE NIÑOS, NIÑAS Y ADOLESCENTES CON NECESIDADES ESPECIALES DE ATENCIÓN EN SALUD (NANEAS) (Incluida en sección A y A1)",TOTAL | Ambos sexos,TOTAL | Hombres,TOTAL | Mujeres,GRUPOS DE EDAD (en meses - años) Y SEXO | Menor de 1 mes | Hombres,GRUPOS DE EDAD (en meses - años) Y SEXO | 8 a 9 años | Mujeres,45.0,menor de 1 mes; 1 mes; 2 meses; 3 meses; 4 meses; 5 meses; 6 meses; 7 a 11 meses; 12 a 17 meses; 18 a 23 meses; 24 a 35 meses; 36 a 41 meses; 42 a 47 meses; 48 a 59 meses; 60 a 71 meses; 6 a 7 años; 8 a 9 años,ok,REM/SerieP/diccionarios/2023/DICCIONARIO CODIGOS SP_23_V1.2.xlsm,145.0
2024,P,P2,P2501878,True,2023–2025,Total NANEAS population under control,True,TOTAL POBLACIÓN NANEAS BAJO CONTROL,"SECCION H: POBLACIÓN SEGÚN DIAGNÓSTICO DE NIÑOS, NIÑAS Y ADOLESCENTES CON NECESIDADES ESPECIALES DE ATENCIÓN EN SALUD (NANEAS) (Incluida en sección A y A1)",TOTAL | Ambos sexos,TOTAL | Hombres,TOTAL | Mujeres,GRUPOS DE EDAD (en meses - años) Y SEXO | Menor de 1 mes | Hombres,GRUPOS DE EDAD (en meses - años) Y SEXO | 8 a 9 años | Mujeres,45.0,menor de 1 mes; 1 mes; 2 meses; 3 meses; 4 meses; 5 meses; 6 meses; 7 a 11 meses; 12 a 17 meses; 18 a 23 meses; 24 a 35 meses; 36 a 41 meses; 42 a 47 meses; 48 a 59 meses; 60 a 71 meses; 6 a 7 años; 8 a 9 años,ok,REM/SerieP/diccionarios/2024/DICCIONARIO CODIGOS SP_24_V1.1.xlsm,145.0
2025,P,P2,P2501878,True,2023–2025,Total NANEAS population under control,True,POBLACIÓN NANEAS BAJO CONTROL,"SECCION H: POBLACIÓN SEGÚN DIAGNÓSTICO DE NIÑOS, NIÑAS Y ADOLESCENTES CON NECESIDADES ESPECIALES DE ATENCIÓN EN SALUD (NANEAS) (Incluida en sección A y A1)",TOTAL | Ambos sexos,TOTAL | Hombres,TOTAL | Mujeres,RANGO ETARIO (en meses - años) Y SEXO | Menor de 1 mes | Hombres,RANGO ETARIO (en meses - años) Y SEXO | 8 a 9 años | Mujeres,45.0,menor de 1 mes; 1 mes; 2 meses; 3 meses; 4 meses; 5 meses; 6 meses; 7 a 11 meses; 12 a 17 meses; 18 a 23 meses; 24 a 35 meses; 36 a 41 meses; 42 a 47 meses; 48 a 59 meses; 60 a 71 meses; 6 a 7 años; 8 a 9 años,ok,REM/SerieP/diccionarios/2025/DICCIONARIO CODIGOS SP_25_V1.2.xlsm,146.0
2019,P,P6,P6223000,True,2019–2020,Pervasive developmental disorders under control in primary care,True,TRASTORNO GENERALIZADOS DEL DESARROLLO,SECCION A.1: POBLACIÓN EN CONTROL EN APS AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,44.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2019/SP_19_V1.1-CODIGOS.xlsm,49.0
2020,P,P6,P6223000,True,2019–2020,Pervasive developmental disorders under control in primary care,True,TRASTORNO GENERALIZADOS DEL DESARROLLO,SECCION A.1: POBLACIÓN EN CONTROL EN APS AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,45.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2020/SP_20_V1.0 CODIGOS.xlsm,47.0
2021,P,P6,P6223000,False,2019–2020,Pervasive developmental disorders under control in primary care,False,,,,,,,,,,,REM/SerieP/diccionarios/2021/SP_21_V1.1 CODIGOS.xlsm,
2022,P,P6,P6223000,False,2019–2020,Pervasive developmental disorders under control in primary care,False,,,,,,,,,,,REM/SerieP/diccionarios/2022/SP_22_V1.0 CODIGOS.xlsm,
2023,P,P6,P6223000,False,2019–2020,Pervasive developmental disorders under control in primary care,False,,,,,,,,,,,REM/SerieP/diccionarios/2023/DICCIONARIO CODIGOS SP_23_V1.2.xlsm,
2024,P,P6,P6223000,False,2019–2020,Pervasive developmental disorders under control in primary care,False,,,,,,,,,,,REM/SerieP/diccionarios/2024/DICCIONARIO CODIGOS SP_24_V1.1.xlsm,
2025,P,P6,P6223000,False,2019–2020,Pervasive developmental disorders under control in primary care,False,,,,,,,,,,,REM/SerieP/diccionarios/2025/DICCIONARIO CODIGOS SP_25_V1.2.xlsm,
2019,P,P6,P6223380,True,2019–2020,Pervasive developmental disorders under control in specialty care,True,TRASTORNO GENERALIZADOS DEL DESARROLLO,B. ATENCIÓN DE ESPECIALIDADES SECCION B.1: POBLACIÓN EN CONTROL EN ESPECIALIDAD AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,45.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2019/SP_19_V1.1-CODIGOS.xlsm,103.0
2020,P,P6,P6223380,True,2019–2020,Pervasive developmental disorders under control in specialty care,True,TRASTORNO GENERALIZADOS DEL DESARROLLO,B. ATENCIÓN DE ESPECIALIDADES SECCION B.1: POBLACIÓN EN CONTROL EN ESPECIALIDAD AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,45.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2020/SP_20_V1.0 CODIGOS.xlsm,99.0
2021,P,P6,P6223380,False,2019–2020,Pervasive developmental disorders under control in specialty care,False,,,,,,,,,,,REM/SerieP/diccionarios/2021/SP_21_V1.1 CODIGOS.xlsm,
2022,P,P6,P6223380,False,2019–2020,Pervasive developmental disorders under control in specialty care,False,,,,,,,,,,,REM/SerieP/diccionarios/2022/SP_22_V1.0 CODIGOS.xlsm,
2023,P,P6,P6223380,False,2019–2020,Pervasive developmental disorders under control in specialty care,False,,,,,,,,,,,REM/SerieP/diccionarios/2023/DICCIONARIO CODIGOS SP_23_V1.2.xlsm,
2024,P,P6,P6223380,False,2019–2020,Pervasive developmental disorders under control in specialty care,False,,,,,,,,,,,REM/SerieP/diccionarios/2024/DICCIONARIO CODIGOS SP_24_V1.1.xlsm,
2025,P,P6,P6223380,False,2019–2020,Pervasive developmental disorders under control in specialty care,False,,,,,,,,,,,REM/SerieP/diccionarios/2025/DICCIONARIO CODIGOS SP_25_V1.2.xlsm,
2019,P,P6,P6241010,False,2021–2025,Autism under control in primary care,False,,,,,,,,,,,REM/SerieP/diccionarios/2019/SP_19_V1.1-CODIGOS.xlsm,
2020,P,P6,P6241010,False,2021–2025,Autism under control in primary care,False,,,,,,,,,,,REM/SerieP/diccionarios/2020/SP_20_V1.0 CODIGOS.xlsm,
2021,P,P6,P6241010,True,2021–2025,Autism under control in primary care,True,TRASTORNO GENERALIZADOS DEL DESARROLLO | AUTISMO,SECCION A.1: POBLACIÓN EN CONTROL EN APS AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,45.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2021/SP_21_V1.1 CODIGOS.xlsm,47.0
2022,P,P6,P6241010,True,2021–2025,Autism under control in primary care,True,TRASTORNO GENERALIZADOS DEL DESARROLLO | AUTISMO,SECCION A.1: POBLACIÓN EN CONTROL EN APS AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,45.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2022/SP_22_V1.0 CODIGOS.xlsm,47.0
2023,P,P6,P6241010,True,2021–2025,Autism under control in primary care,True,TRASTORNO GENERALIZADOS DEL DESARROLLO | AUTISMO,SECCION A.1: POBLACIÓN EN CONTROL EN APS AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,48.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2023/DICCIONARIO CODIGOS SP_23_V1.2.xlsm,48.0
2024,P,P6,P6241010,True,2021–2025,Autism under control in primary care,True,TRASTORNO GENERALIZADOS DEL DESARROLLO | AUTISMO,SECCION A.1: POBLACIÓN EN CONTROL EN APS AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,48.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2024/DICCIONARIO CODIGOS SP_24_V1.1.xlsm,48.0
2025,P,P6,P6241010,True,2021–2025,Autism under control in primary care,True,Trastorno generalizados del desarrollo | Autismo,SECCION A.1: POBLACIÓN EN CONTROL EN APS AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,RANGO ETARIO Y SEXO | 0 a 4 años | Hombres,RANGO ETARIO Y SEXO | 80 y más años | Mujeres,48.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2025/DICCIONARIO CODIGOS SP_25_V1.2.xlsm,52.0
2019,P,P6,P6241020,False,2021–2025,Asperger under control in primary care,False,,,,,,,,,,,REM/SerieP/diccionarios/2019/SP_19_V1.1-CODIGOS.xlsm,
2020,P,P6,P6241020,False,2021–2025,Asperger under control in primary care,False,,,,,,,,,,,REM/SerieP/diccionarios/2020/SP_20_V1.0 CODIGOS.xlsm,
2021,P,P6,P6241020,True,2021–2025,Asperger under control in primary care,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] ASPERGER,SECCION A.1: POBLACIÓN EN CONTROL EN APS AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,45.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2021/SP_21_V1.1 CODIGOS.xlsm,48.0
2022,P,P6,P6241020,True,2021–2025,Asperger under control in primary care,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] ASPERGER,SECCION A.1: POBLACIÓN EN CONTROL EN APS AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,45.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2022/SP_22_V1.0 CODIGOS.xlsm,48.0
2023,P,P6,P6241020,True,2021–2025,Asperger under control in primary care,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] ASPERGER,SECCION A.1: POBLACIÓN EN CONTROL EN APS AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,48.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2023/DICCIONARIO CODIGOS SP_23_V1.2.xlsm,49.0
2024,P,P6,P6241020,True,2021–2025,Asperger under control in primary care,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] ASPERGER,SECCION A.1: POBLACIÓN EN CONTROL EN APS AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,48.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2024/DICCIONARIO CODIGOS SP_24_V1.1.xlsm,49.0
2025,P,P6,P6241020,True,2021–2025,Asperger under control in primary care,True,[Trastorno generalizados del desarrollo] Asperger,SECCION A.1: POBLACIÓN EN CONTROL EN APS AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,RANGO ETARIO Y SEXO | 0 a 4 años | Hombres,RANGO ETARIO Y SEXO | 80 y más años | Mujeres,48.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2025/DICCIONARIO CODIGOS SP_25_V1.2.xlsm,53.0
2019,P,P6,P6241030,False,2021–2025,Rett syndrome under control in primary care,False,,,,,,,,,,,REM/SerieP/diccionarios/2019/SP_19_V1.1-CODIGOS.xlsm,
2020,P,P6,P6241030,False,2021–2025,Rett syndrome under control in primary care,False,,,,,,,,,,,REM/SerieP/diccionarios/2020/SP_20_V1.0 CODIGOS.xlsm,
2021,P,P6,P6241030,True,2021–2025,Rett syndrome under control in primary care,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] SÍNDROME DE RETT,SECCION A.1: POBLACIÓN EN CONTROL EN APS AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,45.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2021/SP_21_V1.1 CODIGOS.xlsm,49.0
2022,P,P6,P6241030,True,2021–2025,Rett syndrome under control in primary care,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] SÍNDROME DE RETT,SECCION A.1: POBLACIÓN EN CONTROL EN APS AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,45.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2022/SP_22_V1.0 CODIGOS.xlsm,49.0
2023,P,P6,P6241030,True,2021–2025,Rett syndrome under control in primary care,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] SÍNDROME DE RETT,SECCION A.1: POBLACIÓN EN CONTROL EN APS AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,48.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2023/DICCIONARIO CODIGOS SP_23_V1.2.xlsm,50.0
