metropolitan,GRD,GRD_count,A05,A05_count,P2,P2_count
False,13.337334533693442,8.0,,,25.00750225067521,15.0
False,38.82364359895176,8.0,,,,
False,,,,,,
False,11.600591630173138,8.0,,,71.05362373481047,49.0
True,38.704620057811965,158.0,38.45965410807898,157.0,32.09053941502131,131.0
False,16.152953787867663,33.0,30.34797378326652,62.0,56.78007998159543,116.0
False,25.091035423395137,39.0,99.07742192827826,154.0,52.11215049474375,81.0
False,18.01910024626104,15.0,7.207640098504415,6.0,120.12733497507358,100.0
False,,,,,,
False,17.23517774713746,23.0,,,47.95875547029554,64.0
False,13.485267345425124,34.0,9.122386733669936,23.0,,
True,27.20584404684036,94.0,26.626996301162908,92.0,86.53773797877943,299.0
False,21.96921341309543,74.0,28.50060118455624,96.0,86.39244734068609,291.0
False,15.894539728898756,32.0,62.584750182538855,126.0,,
False,0.0,0.0,,,,
False,33.793959697029806,46.0,76.40373496719782,104.0,31.590005803745253,43.0
False,42.15209433638712,440.0,49.04970977325047,512.0,62.07853893177013,648.0
False,20.67792975630677,27.0,,,116.40908603550476,152.0
False,42.24233583220218,375.0,29.513311968098588,262.0,85.72378018214894,761.0
False,37.01677020632826,23.0,65.98641645475907,41.0,,
False,19.65707248987505,189.0,50.65076350565686,487.0,79.56434103044663,765.0
False,17.397860063212224,6.0,,,89.88894365992984,31.0
False,21.462236479506423,150.0,138.35988450455142,967.0,87.42284325985618,611.0
False,23.62948960302457,6.0,,,98.45620667926906,25.0
False,38.523345147159176,35.0,50.63068219340921,46.0,205.8247297862505,187.0
False,,,,,,
False,18.56275826446281,23.0,15.334452479338845,19.0,172.71435950413223,214.0
True,27.6836703871469,450.0,44.478430422016025,723.0,102.6756575025515,1669.0
False,,,,,63.122457567681295,36.0
False,,,28.660412327798685,15.0,,
False,0.0,0.0,,,,
True,21.223196460168257,86.0,37.757547190764456,153.0,42.446392920336514,172.0
False,0.0,0.0,,,,
False,20.90087412100213,45.0,24.152121206491348,52.0,115.6515034695451,249.0
True,11.452813216546453,48.0,6.203607158962662,26.0,29.34783386740028,123.0
True,17.23867732330356,187.0,8.204504180609716,89.0,,
False,17.05299828251946,14.0,,,56.03128007113536,46.0
False,12.949653596766288,14.0,32.37413399191572,35.0,46.24876284559388,50.0
False,0.0,0.0,,,,
False,,,,,70.89433199815674,20.0
True,16.47404703974047,91.0,23.53435291391496,130.0,41.27563434132777,228.0
