model_id,estimand,source,variant,outcome,denominator_offset,panel,activity,position,covariates,sex,years,n_obs,df_resid,apc,apc_lo,apc_hi,p_value,beta,se,dispersion,durbin_watson,dw_check,model_family,converged,note_keys,note,hospitals_first,hospitals_last,depth_coef,re_sd,re_sd_lo,re_sd_hi,stable_panel_n,script,label_note
p2_dec:estab_disruption:2019-2025,est_p2,src_p2,both,out_stock,off_estab,panel_all_estab,act_na,pos_na,cov_disruption,,2019-2025,7,4,34.38243140200474,30.679047201696097,38.19076781025173,2.0022493018684927e-95,0.2955195148214355,0.01425812178358072,24.977200310114565,2.115849445206561,"deviance residuals, chronological",fam_qp_stock,True,stock|not_causal_law|estab_offset|disruption|dw_weak,"December semi-annual stock; June is never summed; descriptive log-linear growth. No specification estimates an effect of Law 21.545. Offset log(reporting establishments): per-establishment rate, not population coverage. The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
p2_dec:stable:2019-2025,est_p2,src_p2,both,out_stock_stable,off_none,panel_stable,act_na,pos_na,cov_none,,2019-2025,7,5,48.0080263587219,42.480751428445295,53.7497216078737,1.153917279354801e-90,0.39209631845904,0.01941851577762121,29.43134402335493,1.608157142637974,"deviance residuals, chronological",fam_qp_stock,True,stock|not_causal_law|stable_panel|dw_weak,"December semi-annual stock; June is never summed; descriptive log-linear growth. No specification estimates an effect of Law 21.545. Stable panel: establishments with a row for the code in every year of the era. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,193.0,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
p2_jun:none_disruption:2019-2025,est_p2_june,src_p2,both,out_stock_june,off_none,panel_all_estab,act_na,pos_na,cov_disruption,,2019-2025,7,4,64.81581036936237,46.88165943755615,84.93970895840788,1.8816219596179024e-17,0.49965836359294435,0.0587772661986265,332.6241309274475,3.143854550181241,"deviance residuals, chronological",fam_qp_stock,True,stock|not_causal_law|june|disruption|dw_weak,"December semi-annual stock; June is never summed; descriptive log-linear growth. No specification estimates an effect of Law 21.545. Sensitivity with the June stock (2020 with 28 establishments: disruption). The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
p2_jun:estab:2021-2025,est_p2_june,src_p2,both,out_stock_june,off_estab,panel_all_estab,act_na,pos_na,cov_none,,2021-2025,5,3,42.11680090560404,38.92611119811724,45.38077057984196,3.6173069022325408e-202,0.3514790750999867,0.011585439113356013,10.923643321130236,2.2261040845074067,"deviance residuals, chronological",fam_qp_stock,True,stock|not_causal_law|june|estab_offset|dw_weak,"December semi-annual stock; June is never summed; descriptive log-linear growth. No specification estimates an effect of Law 21.545. Sensitivity with the June stock (2020 with 28 establishments: disruption). Offset log(reporting establishments): per-establishment rate, not population coverage. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
p2_dec:naneas:2023-2025,est_p2_naneas,src_p2,both,out_stock,off_naneas,panel_all_estab,act_na,pos_na,cov_none,,2023-2025,3,1,14.670973788446728,2.613718583961533,28.14497331398613,0.01572838804919605,0.13689674412030595,0.05668231548691789,128.94331005719354,2.972386738470776,"deviance residuals, chronological",fam_qp_stock,True,df1|stock|not_causal_law|naneas|dw_weak,"One residual degree of freedom: dispersion very unstable. December semi-annual stock; June is never summed; descriptive log-linear growth. No specification estimates an effect of Law 21.545. Total NANEAS available only from December 2023: 3 points. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
p6_primary:strict_autism:none:2021-2025,est_p6_primary,src_p6,strict_autism,out_stock,off_none,panel_all_estab,act_na,pos_na,cov_none,,2021-2025,5,3,65.77388787175585,48.90912771722362,84.5486728812453,2.6137536222796915e-20,0.5054545525835366,0.05474003635680548,241.87588048399786,1.4238168428220288,"deviance residuals, chronological",fam_qp_stock,True,stock|not_causal_law|a05_era|strict_identical|dw_weak,"December semi-annual stock; June is never summed; descriptive log-linear growth. No specification estimates an effect of Law 21.545. Era 2021–2025 (autism codes); broad PDD 2019–2020 not modelled (different era). Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
p6_primary:strict_autism:estab:2021-2025,est_p6_primary,src_p6,strict_autism,out_stock,off_estab,panel_all_estab,act_na,pos_na,cov_none,,2021-2025,5,3,34.73111296751088,28.928149669969194,40.79526346985474,3.3887866949619727e-40,0.2981108504707801,0.022462538555619246,37.914398840622106,1.4500035483429654,"deviance residuals, chronological",fam_qp_stock,True,stock|not_causal_law|a05_era|strict_identical|estab_offset|dw_weak,"December semi-annual stock; June is never summed; descriptive log-linear growth. No specification estimates an effect of Law 21.545. Era 2021–2025 (autism codes); broad PDD 2019–2020 not modelled (different era). Series identical in both variants. Offset log(reporting establishments): per-establishment rate, not population coverage. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
p6_primary:strict_autism:stable:2021-2025,est_p6_primary,src_p6,strict_autism,out_stock_stable,off_none,panel_stable,act_na,pos_na,cov_none,,2021-2025,5,3,51.49695295135572,37.52501493981419,66.88837855127375,3.954270422483207e-17,0.41539532622676734,0.04936809328290122,129.25695722591334,1.3619996835828334,"deviance residuals, chronological",fam_qp_stock,True,stock|not_causal_law|a05_era|strict_identical|stable_panel|dw_weak,"December semi-annual stock; June is never summed; descriptive log-linear growth. No specification estimates an effect of Law 21.545. Era 2021–2025 (autism codes); broad PDD 2019–2020 not modelled (different era). Series identical in both variants. Stable panel: establishments with a row for the code in every year of the era. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,353.0,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
p6_primary:con_rett:none:2021-2025,est_p6_primary,src_p6,con_rett,out_stock,off_none,panel_all_estab,act_na,pos_na,cov_none,,2021-2025,5,3,39.74033815906719,34.449409359647085,45.239478565320404,9.504522200673705e-65,0.3346157870493236,0.01969321051194043,54.76266323371101,1.5835170770010984,"deviance residuals, chronological",fam_qp_stock,True,stock|not_causal_law|a05_era|dw_weak,"December semi-annual stock; June is never summed; descriptive log-linear growth. No specification estimates an effect of Law 21.545. Era 2021–2025 (autism codes); broad PDD 2019–2020 not modelled (different era). Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
p6_primary:con_rett:estab:2021-2025,est_p6_primary,src_p6,con_rett,out_stock,off_estab,panel_all_estab,act_na,pos_na,cov_none,,2021-2025,5,3,23.999712095866865,21.257872610308382,26.803549071590194,2.6459153349595517e-79,0.2151090578067248,0.011408264394939433,17.99643638867737,1.8425126185912313,"deviance residuals, chronological",fam_qp_stock,True,stock|not_causal_law|a05_era|estab_offset|dw_weak,"December semi-annual stock; June is never summed; descriptive log-linear growth. No specification estimates an effect of Law 21.545. Era 2021–2025 (autism codes); broad PDD 2019–2020 not modelled (different era). Offset log(reporting establishments): per-establishment rate, not population coverage. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
p6_primary:con_rett:stable:2021-2025,est_p6_primary,src_p6,con_rett,out_stock_stable,off_none,panel_stable,act_na,pos_na,cov_none,,2021-2025,5,3,35.66264108127295,30.473224493162256,41.058460512799,5.069442920249935e-53,0.3050010377265433,0.019899954595432444,46.20913614765163,1.3996589222796065,"deviance residuals, chronological",fam_qp_stock,True,stock|not_causal_law|a05_era|stable_panel|dw_weak,"December semi-annual stock; June is never summed; descriptive log-linear growth. No specification estimates an effect of Law 21.545. Era 2021–2025 (autism codes); broad PDD 2019–2020 not modelled (different era). Stable panel: establishments with a row for the code in every year of the era. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,621.0,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
p6_primary:sin_rett:none:2021-2025,est_p6_primary,src_p6,sin_rett,out_stock,off_none,panel_all_estab,act_na,pos_na,cov_none,,2021-2025,5,3,41.6727996354195,35.376632051516175,48.26179269181286,5.515975405298053e-51,0.34834998487530155,0.023194002640497636,73.66010672539498,1.4932520132460665,"deviance residuals, chronological",fam_qp_stock,True,stock|not_causal_law|a05_era|dw_weak,"December semi-annual stock; June is never summed; descriptive log-linear growth. No specification estimates an effect of Law 21.545. Era 2021–2025 (autism codes); broad PDD 2019–2020 not modelled (different era). Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
