era,definition,sex,age_group,comuna_norm,persons
2021-2024,TEA_operacional,HOMBRE,10-14,FLORIDA,1
2021-2024,TEA_operacional,HOMBRE,10-14,FREIRE,1
2021-2024,TEA_operacional,HOMBRE,10-14,FRUTILLAR,4
2021-2024,TEA_operacional,HOMBRE,10-14,FUTRONO,1
2021-2024,TEA_operacional,HOMBRE,10-14,GORBEA,2
2021-2024,TEA_operacional,HOMBRE,10-14,GRANEROS,1
2021-2024,TEA_operacional,HOMBRE,10-14,HIJUELAS,1
2021-2024,TEA_operacional,HOMBRE,10-14,HUALAIHUE,1
2021-2024,TEA_operacional,HOMBRE,10-14,HUALANE,1
2021-2024,TEA_operacional,HOMBRE,10-14,HUALPEN,28
2021-2024,TEA_operacional,HOMBRE,10-14,HUALQUI,3
2021-2024,TEA_operacional,HOMBRE,10-14,HUASCO,2
2021-2024,TEA_operacional,HOMBRE,10-14,HUECHURABA,12
2021-2024,TEA_operacional,HOMBRE,10-14,ILLAPEL,1
2021-2024,TEA_operacional,HOMBRE,10-14,INDEPENDENCIA,12
2021-2024,TEA_operacional,HOMBRE,10-14,IQUIQUE,23
2021-2024,TEA_operacional,HOMBRE,10-14,ISLA DE MAIPO,1
2021-2024,TEA_operacional,HOMBRE,10-14,ISLA DE PASCUA,1
2021-2024,TEA_operacional,HOMBRE,10-14,LA CISTERNA,7
2021-2024,TEA_operacional,HOMBRE,10-14,LA CRUZ,4
2021-2024,TEA_operacional,HOMBRE,10-14,LA FLORIDA,48
2021-2024,TEA_operacional,HOMBRE,10-14,LA GRANJA,15
2021-2024,TEA_operacional,HOMBRE,10-14,LA LIGUA,4
2021-2024,TEA_operacional,HOMBRE,10-14,LA PINTANA,23
2021-2024,TEA_operacional,HOMBRE,10-14,LA REINA,4
2021-2024,TEA_operacional,HOMBRE,10-14,LA SERENA,45
2021-2024,TEA_operacional,HOMBRE,10-14,LA UNION,2
2021-2024,TEA_operacional,HOMBRE,10-14,LAJA,3
2021-2024,TEA_operacional,HOMBRE,10-14,LAMPA,17
2021-2024,TEA_operacional,HOMBRE,10-14,LANCO,2
2021-2024,TEA_operacional,HOMBRE,10-14,LAS CABRAS,1
2021-2024,TEA_operacional,HOMBRE,10-14,LAS CONDES,7
2021-2024,TEA_operacional,HOMBRE,10-14,LAUTARO,10
2021-2024,TEA_operacional,HOMBRE,10-14,LEBU,4
2021-2024,TEA_operacional,HOMBRE,10-14,LIMACHE,4
2021-2024,TEA_operacional,HOMBRE,10-14,LINARES,14
2021-2024,TEA_operacional,HOMBRE,10-14,LITUECHE,1
2021-2024,TEA_operacional,HOMBRE,10-14,LLAILLAY,2
2021-2024,TEA_operacional,HOMBRE,10-14,LLANQUIHUE,3
2021-2024,TEA_operacional,HOMBRE,10-14,LO BARNECHEA,5
2021-2024,TEA_operacional,HOMBRE,10-14,LO ESPEJO,10
2021-2024,TEA_operacional,HOMBRE,10-14,LO PRADO,7
2021-2024,TEA_operacional,HOMBRE,10-14,LONCOCHE,1
2021-2024,TEA_operacional,HOMBRE,10-14,LONGAVI,3
2021-2024,TEA_operacional,HOMBRE,10-14,LONQUIMAY,1
2021-2024,TEA_operacional,HOMBRE,10-14,LOS ALAMOS,3
2021-2024,TEA_operacional,HOMBRE,10-14,LOS ANDES,2
2021-2024,TEA_operacional,HOMBRE,10-14,LOS ANGELES,52
2021-2024,TEA_operacional,HOMBRE,10-14,LOS LAGOS,1
2021-2024,TEA_operacional,HOMBRE,10-14,LOS MUERMOS,1
2021-2024,TEA_operacional,HOMBRE,10-14,LOS VILOS,1
2021-2024,TEA_operacional,HOMBRE,10-14,LOTA,10
2021-2024,TEA_operacional,HOMBRE,10-14,MACHALI,4
2021-2024,TEA_operacional,HOMBRE,10-14,MACUL,12
2021-2024,TEA_operacional,HOMBRE,10-14,MAIPU,34
2021-2024,TEA_operacional,HOMBRE,10-14,MARCHIHUE,2
2021-2024,TEA_operacional,HOMBRE,10-14,MARIA PINTO,2
2021-2024,TEA_operacional,HOMBRE,10-14,MARIQUINA,2
2021-2024,TEA_operacional,HOMBRE,10-14,MAULE,8
2021-2024,TEA_operacional,HOMBRE,10-14,MAULLIN,1
2021-2024,TEA_operacional,HOMBRE,10-14,MEJILLONES,1
2021-2024,TEA_operacional,HOMBRE,10-14,MELIPILLA,10
2021-2024,TEA_operacional,HOMBRE,10-14,MOLINA,9
2021-2024,TEA_operacional,HOMBRE,10-14,MONTE PATRIA,4
2021-2024,TEA_operacional,HOMBRE,10-14,MOSTAZAL,2
2021-2024,TEA_operacional,HOMBRE,10-14,MULCHEN,3
2021-2024,TEA_operacional,HOMBRE,10-14,NACIMIENTO,2
2021-2024,TEA_operacional,HOMBRE,10-14,NANCAGUA,3
2021-2024,TEA_operacional,HOMBRE,10-14,NATALES,4
2021-2024,TEA_operacional,HOMBRE,10-14,NAVIDAD,1
2021-2024,TEA_operacional,HOMBRE,10-14,NEGRETE,1
2021-2024,TEA_operacional,HOMBRE,10-14,NINHUE,1
2021-2024,TEA_operacional,HOMBRE,10-14,NIQUEN,2
2021-2024,TEA_operacional,HOMBRE,10-14,NOGALES,3
2021-2024,TEA_operacional,HOMBRE,10-14,NUEVA IMPERIAL,6
2021-2024,TEA_operacional,HOMBRE,10-14,NUNOA,15
2021-2024,TEA_operacional,HOMBRE,10-14,OLMUE,3
2021-2024,TEA_operacional,HOMBRE,10-14,OSORNO,39
2021-2024,TEA_operacional,HOMBRE,10-14,OVALLE,27
2021-2024,TEA_operacional,HOMBRE,10-14,PADRE HURTADO,4
2021-2024,TEA_operacional,HOMBRE,10-14,PADRE LAS CASAS,8
2021-2024,TEA_operacional,HOMBRE,10-14,PAILLACO,2
2021-2024,TEA_operacional,HOMBRE,10-14,PAINE,14
2021-2024,TEA_operacional,HOMBRE,10-14,PALMILLA,3
2021-2024,TEA_operacional,HOMBRE,10-14,PANGUIPULLI,2
2021-2024,TEA_operacional,HOMBRE,10-14,PAPUDO,2
2021-2024,TEA_operacional,HOMBRE,10-14,PAREDONES,1
2021-2024,TEA_operacional,HOMBRE,10-14,PARRAL,10
2021-2024,TEA_operacional,HOMBRE,10-14,PEDRO AGUIRRE CERDA,18
2021-2024,TEA_operacional,HOMBRE,10-14,PELARCO,1
2021-2024,TEA_operacional,HOMBRE,10-14,PELLUHUE,1
2021-2024,TEA_operacional,HOMBRE,10-14,PEMUCO,1
2021-2024,TEA_operacional,HOMBRE,10-14,PENAFLOR,8
2021-2024,TEA_operacional,HOMBRE,10-14,PENALOLEN,22
2021-2024,TEA_operacional,HOMBRE,10-14,PENCO,13
2021-2024,TEA_operacional,HOMBRE,10-14,PERALILLO,1
2021-2024,TEA_operacional,HOMBRE,10-14,PETORCA,1
2021-2024,TEA_operacional,HOMBRE,10-14,PEUMO,1
2021-2024,TEA_operacional,HOMBRE,10-14,PICA,4
2021-2024,TEA_operacional,HOMBRE,10-14,PICHIDEGUA,1
2021-2024,TEA_operacional,HOMBRE,10-14,PICHILEMU,4
2021-2024,TEA_operacional,HOMBRE,10-14,PINTO,2
2021-2024,TEA_operacional,HOMBRE,10-14,PIRQUE,1
2021-2024,TEA_operacional,HOMBRE,10-14,PITRUFQUEN,2
2021-2024,TEA_operacional,HOMBRE,10-14,PORTEZUELO,2
2021-2024,TEA_operacional,HOMBRE,10-14,PORVENIR,2
2021-2024,TEA_operacional,HOMBRE,10-14,POZO ALMONTE,2
2021-2024,TEA_operacional,HOMBRE,10-14,PROVIDENCIA,10
2021-2024,TEA_operacional,HOMBRE,10-14,PUCHUNCAVI,1
2021-2024,TEA_operacional,HOMBRE,10-14,PUCON,1
2021-2024,TEA_operacional,HOMBRE,10-14,PUDAHUEL,21
2021-2024,TEA_operacional,HOMBRE,10-14,PUENTE ALTO,135
2021-2024,TEA_operacional,HOMBRE,10-14,PUERTO MONTT,32
2021-2024,TEA_operacional,HOMBRE,10-14,PUERTO OCTAY,2
2021-2024,TEA_operacional,HOMBRE,10-14,PUERTO VARAS,4
2021-2024,TEA_operacional,HOMBRE,10-14,PUNTA ARENAS,27
2021-2024,TEA_operacional,HOMBRE,10-14,PUREN,3
2021-2024,TEA_operacional,HOMBRE,10-14,PURRANQUE,3
2021-2024,TEA_operacional,HOMBRE,10-14,PUTAENDO,1
2021-2024,TEA_operacional,HOMBRE,10-14,PUYEHUE,3
2021-2024,TEA_operacional,HOMBRE,10-14,QUELLON,2
2021-2024,TEA_operacional,HOMBRE,10-14,QUEMCHI,1
2021-2024,TEA_operacional,HOMBRE,10-14,QUILICURA,17
2021-2024,TEA_operacional,HOMBRE,10-14,QUILLECO,2
2021-2024,TEA_operacional,HOMBRE,10-14,QUILLON,1
2021-2024,TEA_operacional,HOMBRE,10-14,QUILLOTA,12
2021-2024,TEA_operacional,HOMBRE,10-14,QUILPUE,24
2021-2024,TEA_operacional,HOMBRE,10-14,QUINCHAO,2
2021-2024,TEA_operacional,HOMBRE,10-14,QUINTA NORMAL,9
2021-2024,TEA_operacional,HOMBRE,10-14,QUINTERO,7
2021-2024,TEA_operacional,HOMBRE,10-14,QUIRIHUE,3
2021-2024,TEA_operacional,HOMBRE,10-14,RANCAGUA,29
2021-2024,TEA_operacional,HOMBRE,10-14,RANQUIL,1
2021-2024,TEA_operacional,HOMBRE,10-14,RECOLETA,21
2021-2024,TEA_operacional,HOMBRE,10-14,RENCA,13
2021-2024,TEA_operacional,HOMBRE,10-14,RENGO,3
2021-2024,TEA_operacional,HOMBRE,10-14,REQUINOA,3
2021-2024,TEA_operacional,HOMBRE,10-14,RETIRO,3
2021-2024,TEA_operacional,HOMBRE,10-14,RINCONADA,1
2021-2024,TEA_operacional,HOMBRE,10-14,RIO BUENO,1
2021-2024,TEA_operacional,HOMBRE,10-14,RIO CLARO,1
2021-2024,TEA_operacional,HOMBRE,10-14,RIO NEGRO,3
2021-2024,TEA_operacional,HOMBRE,10-14,ROMERAL,1
2021-2024,TEA_operacional,HOMBRE,10-14,SAAVEDRA,3
2021-2024,TEA_operacional,HOMBRE,10-14,SAGRADA FAMILIA,1
2021-2024,TEA_operacional,HOMBRE,10-14,SALAMANCA,1
2021-2024,TEA_operacional,HOMBRE,10-14,SAN ANTONIO,7
2021-2024,TEA_operacional,HOMBRE,10-14,SAN BERNARDO,49
2021-2024,TEA_operacional,HOMBRE,10-14,SAN CARLOS,23
2021-2024,TEA_operacional,HOMBRE,10-14,SAN CLEMENTE,3
2021-2024,TEA_operacional,HOMBRE,10-14,SAN ESTEBAN,2
2021-2024,TEA_operacional,HOMBRE,10-14,SAN FABIAN,1
2021-2024,TEA_operacional,HOMBRE,10-14,SAN FELIPE,8
2021-2024,TEA_operacional,HOMBRE,10-14,SAN FERNANDO,7
2021-2024,TEA_operacional,HOMBRE,10-14,SAN IGNACIO,4
2021-2024,TEA_operacional,HOMBRE,10-14,SAN JAVIER,3
2021-2024,TEA_operacional,HOMBRE,10-14,SAN JOAQUIN,16
2021-2024,TEA_operacional,HOMBRE,10-14,SAN JOSE DE MAIPO,2
2021-2024,TEA_operacional,HOMBRE,10-14,SAN JUAN DE LA COSTA,1
2021-2024,TEA_operacional,HOMBRE,10-14,SAN MIGUEL,9
2021-2024,TEA_operacional,HOMBRE,10-14,SAN NICOLAS,4
2021-2024,TEA_operacional,HOMBRE,10-14,SAN PABLO,1
2021-2024,TEA_operacional,HOMBRE,10-14,SAN PEDRO DE ATACAMA,2
2021-2024,TEA_operacional,HOMBRE,10-14,SAN PEDRO DE LA PAZ,26
2021-2024,TEA_operacional,HOMBRE,10-14,SAN RAFAEL,1
2021-2024,TEA_operacional,HOMBRE,10-14,SAN RAMON,8
2021-2024,TEA_operacional,HOMBRE,10-14,SAN VICENTE,2
2021-2024,TEA_operacional,HOMBRE,10-14,SANTA BARBARA,2
2021-2024,TEA_operacional,HOMBRE,10-14,SANTA CRUZ,5
2021-2024,TEA_operacional,HOMBRE,10-14,SANTA JUANA,5
2021-2024,TEA_operacional,HOMBRE,10-14,SANTIAGO,36
2021-2024,TEA_operacional,HOMBRE,10-14,SANTO DOMINGO,3
2021-2024,TEA_operacional,HOMBRE,10-14,SIERRA GORDA,1
2021-2024,TEA_operacional,HOMBRE,10-14,TALAGANTE,7
2021-2024,TEA_operacional,HOMBRE,10-14,TALCA,21
2021-2024,TEA_operacional,HOMBRE,10-14,TALCAHUANO,40
2021-2024,TEA_operacional,HOMBRE,10-14,TEMUCO,46
2021-2024,TEA_operacional,HOMBRE,10-14,TENO,3
2021-2024,TEA_operacional,HOMBRE,10-14,TEODORO SCHMIDT,1
2021-2024,TEA_operacional,HOMBRE,10-14,TIERRA AMARILLA,1
2021-2024,TEA_operacional,HOMBRE,10-14,TOCOPILLA,6
2021-2024,TEA_operacional,HOMBRE,10-14,TOLTEN,2
2021-2024,TEA_operacional,HOMBRE,10-14,TOME,14
2021-2024,TEA_operacional,HOMBRE,10-14,TRAIGUEN,2
2021-2024,TEA_operacional,HOMBRE,10-14,TREGUACO,1
2021-2024,TEA_operacional,HOMBRE,10-14,TUCAPEL,2
2021-2024,TEA_operacional,HOMBRE,10-14,VALDIVIA,21
2021-2024,TEA_operacional,HOMBRE,10-14,VALLENAR,10
2021-2024,TEA_operacional,HOMBRE,10-14,VALPARAISO,55
2021-2024,TEA_operacional,HOMBRE,10-14,VICTORIA,4
2021-2024,TEA_operacional,HOMBRE,10-14,VICUNA,2
2021-2024,TEA_operacional,HOMBRE,10-14,VILCUN,3
2021-2024,TEA_operacional,HOMBRE,10-14,VILLA ALEGRE,2
2021-2024,TEA_operacional,HOMBRE,10-14,VILLA ALEMANA,27
2021-2024,TEA_operacional,HOMBRE,10-14,VILLARRICA,8
2021-2024,TEA_operacional,HOMBRE,10-14,VINA DEL MAR,58
2021-2024,TEA_operacional,HOMBRE,10-14,YERBAS BUENAS,1
2021-2024,TEA_operacional,HOMBRE,10-14,YUMBEL,3
2021-2024,TEA_operacional,HOMBRE,10-14,YUNGAY,5
2021-2024,TEA_operacional,HOMBRE,15-19,AISEN,4
2021-2024,TEA_operacional,HOMBRE,15-19,ALTO HOSPICIO,15
2021-2024,TEA_operacional,HOMBRE,15-19,ANCUD,1
2021-2024,TEA_operacional,HOMBRE,15-19,ANGOL,8
2021-2024,TEA_operacional,HOMBRE,15-19,ANTOFAGASTA,37
2021-2024,TEA_operacional,HOMBRE,15-19,ANTUCO,1
2021-2024,TEA_operacional,HOMBRE,15-19,ARAUCO,2
2021-2024,TEA_operacional,HOMBRE,15-19,ARICA,34
2021-2024,TEA_operacional,HOMBRE,15-19,BUIN,5
2021-2024,TEA_operacional,HOMBRE,15-19,BULNES,4
2021-2024,TEA_operacional,HOMBRE,15-19,CABRERO,1
2021-2024,TEA_operacional,HOMBRE,15-19,CALAMA,20
2021-2024,TEA_operacional,HOMBRE,15-19,CALBUCO,4
2021-2024,TEA_operacional,HOMBRE,15-19,CALERA,2
2021-2024,TEA_operacional,HOMBRE,15-19,CANETE,1
2021-2024,TEA_operacional,HOMBRE,15-19,CARAHUE,2
2021-2024,TEA_operacional,HOMBRE,15-19,CARTAGENA,2
2021-2024,TEA_operacional,HOMBRE,15-19,CASTRO,4
2021-2024,TEA_operacional,HOMBRE,15-19,CATEMU,1
2021-2024,TEA_operacional,HOMBRE,15-19,CAUQUENES,1
2021-2024,TEA_operacional,HOMBRE,15-19,CERRILLOS,1
2021-2024,TEA_operacional,HOMBRE,15-19,CERRO NAVIA,1
2021-2024,TEA_operacional,HOMBRE,15-19,CHANCO,1
2021-2024,TEA_operacional,HOMBRE,15-19,CHEPICA,1
2021-2024,TEA_operacional,HOMBRE,15-19,CHIGUAYANTE,9
2021-2024,TEA_operacional,HOMBRE,15-19,CHILLAN,19
2021-2024,TEA_operacional,HOMBRE,15-19,CHILLAN VIEJO,2
2021-2024,TEA_operacional,HOMBRE,15-19,CHIMBARONGO,1
2021-2024,TEA_operacional,HOMBRE,15-19,CHONCHI,1
2021-2024,TEA_operacional,HOMBRE,15-19,COELEMU,2
2021-2024,TEA_operacional,HOMBRE,15-19,COIHAIQUE,10
2021-2024,TEA_operacional,HOMBRE,15-19,COLBUN,4
2021-2024,TEA_operacional,HOMBRE,15-19,COLINA,4
2021-2024,TEA_operacional,HOMBRE,15-19,CON CON,1
2021-2024,TEA_operacional,HOMBRE,15-19,CONCEPCION,24
2021-2024,TEA_operacional,HOMBRE,15-19,CONCHALI,4
2021-2024,TEA_operacional,HOMBRE,15-19,CONSTITUCION,3
2021-2024,TEA_operacional,HOMBRE,15-19,COPIAPO,4
2021-2024,TEA_operacional,HOMBRE,15-19,COQUIMBO,24
2021-2024,TEA_operacional,HOMBRE,15-19,CORONEL,14
2021-2024,TEA_operacional,HOMBRE,15-19,CUNCO,1
2021-2024,TEA_operacional,HOMBRE,15-19,CURACAVI,1
2021-2024,TEA_operacional,HOMBRE,15-19,CURACO DE VELEZ,1
2021-2024,TEA_operacional,HOMBRE,15-19,CURICO,9
2021-2024,TEA_operacional,HOMBRE,15-19,DALCAHUE,2
2021-2024,TEA_operacional,HOMBRE,15-19,DONIHUE,1
2021-2024,TEA_operacional,HOMBRE,15-19,EL BOSQUE,10
2021-2024,TEA_operacional,HOMBRE,15-19,EL MONTE,1
2021-2024,TEA_operacional,HOMBRE,15-19,EL QUISCO,4
2021-2024,TEA_operacional,HOMBRE,15-19,EL TABO,1
2021-2024,TEA_operacional,HOMBRE,15-19,ERCILLA,1
2021-2024,TEA_operacional,HOMBRE,15-19,ESTACION CENTRAL,7
2021-2024,TEA_operacional,HOMBRE,15-19,FLORIDA,1
2021-2024,TEA_operacional,HOMBRE,15-19,FRESIA,1
2021-2024,TEA_operacional,HOMBRE,15-19,FRUTILLAR,2
2021-2024,TEA_operacional,HOMBRE,15-19,FUTALEUFU,1
2021-2024,TEA_operacional,HOMBRE,15-19,GORBEA,1
2021-2024,TEA_operacional,HOMBRE,15-19,GRANEROS,1
2021-2024,TEA_operacional,HOMBRE,15-19,HUALAIHUE,2
2021-2024,TEA_operacional,HOMBRE,15-19,HUALPEN,10
2021-2024,TEA_operacional,HOMBRE,15-19,HUALQUI,4
2021-2024,TEA_operacional,HOMBRE,15-19,IQUIQUE,22
2021-2024,TEA_operacional,HOMBRE,15-19,ISLA DE MAIPO,2
2021-2024,TEA_operacional,HOMBRE,15-19,LA CISTERNA,5
2021-2024,TEA_operacional,HOMBRE,15-19,LA FLORIDA,34
2021-2024,TEA_operacional,HOMBRE,15-19,LA GRANJA,7
2021-2024,TEA_operacional,HOMBRE,15-19,LA PINTANA,16
2021-2024,TEA_operacional,HOMBRE,15-19,LA REINA,2
2021-2024,TEA_operacional,HOMBRE,15-19,LA SERENA,11
2021-2024,TEA_operacional,HOMBRE,15-19,LAJA,2
2021-2024,TEA_operacional,HOMBRE,15-19,LAMPA,5
2021-2024,TEA_operacional,HOMBRE,15-19,LAS CABRAS,2
2021-2024,TEA_operacional,HOMBRE,15-19,LAS CONDES,4
2021-2024,TEA_operacional,HOMBRE,15-19,LAUTARO,14
2021-2024,TEA_operacional,HOMBRE,15-19,LIMACHE,5
2021-2024,TEA_operacional,HOMBRE,15-19,LINARES,7
2021-2024,TEA_operacional,HOMBRE,15-19,LLANQUIHUE,1
2021-2024,TEA_operacional,HOMBRE,15-19,LO ESPEJO,7
2021-2024,TEA_operacional,HOMBRE,15-19,LO PRADO,2
2021-2024,TEA_operacional,HOMBRE,15-19,LONCOCHE,3
2021-2024,TEA_operacional,HOMBRE,15-19,LONGAVI,1
2021-2024,TEA_operacional,HOMBRE,15-19,LONQUIMAY,2
2021-2024,TEA_operacional,HOMBRE,15-19,LOS ANDES,5
2021-2024,TEA_operacional,HOMBRE,15-19,LOS ANGELES,24
2021-2024,TEA_operacional,HOMBRE,15-19,LOS SAUCES,1
2021-2024,TEA_operacional,HOMBRE,15-19,LOS VILOS,1
2021-2024,TEA_operacional,HOMBRE,15-19,LOTA,2
2021-2024,TEA_operacional,HOMBRE,15-19,MACHALI,5
2021-2024,TEA_operacional,HOMBRE,15-19,MACUL,4
2021-2024,TEA_operacional,HOMBRE,15-19,MAIPU,18
2021-2024,TEA_operacional,HOMBRE,15-19,MARIA ELENA,2
2021-2024,TEA_operacional,HOMBRE,15-19,MARIA PINTO,1
2021-2024,TEA_operacional,HOMBRE,15-19,MEJILLONES,2
2021-2024,TEA_operacional,HOMBRE,15-19,MELIPILLA,7
2021-2024,TEA_operacional,HOMBRE,15-19,MOLINA,3
2021-2024,TEA_operacional,HOMBRE,15-19,MONTE PATRIA,1
2021-2024,TEA_operacional,HOMBRE,15-19,MOSTAZAL,2
2021-2024,TEA_operacional,HOMBRE,15-19,MULCHEN,1
2021-2024,TEA_operacional,HOMBRE,15-19,NACIMIENTO,1
2021-2024,TEA_operacional,HOMBRE,15-19,NATALES,2
2021-2024,TEA_operacional,HOMBRE,15-19,NEGRETE,2
2021-2024,TEA_operacional,HOMBRE,15-19,NIQUEN,1
2021-2024,TEA_operacional,HOMBRE,15-19,NOGALES,2
2021-2024,TEA_operacional,HOMBRE,15-19,NUEVA IMPERIAL,4
2021-2024,TEA_operacional,HOMBRE,15-19,NUNOA,5
2021-2024,TEA_operacional,HOMBRE,15-19,OLIVAR,1
2021-2024,TEA_operacional,HOMBRE,15-19,OSORNO,11
2021-2024,TEA_operacional,HOMBRE,15-19,OVALLE,5
2021-2024,TEA_operacional,HOMBRE,15-19,PADRE HURTADO,2
2021-2024,TEA_operacional,HOMBRE,15-19,PADRE LAS CASAS,2
2021-2024,TEA_operacional,HOMBRE,15-19,PAINE,4
2021-2024,TEA_operacional,HOMBRE,15-19,PARRAL,1
2021-2024,TEA_operacional,HOMBRE,15-19,PEDRO AGUIRRE CERDA,5
2021-2024,TEA_operacional,HOMBRE,15-19,PELARCO,1
2021-2024,TEA_operacional,HOMBRE,15-19,PENAFLOR,4
2021-2024,TEA_operacional,HOMBRE,15-19,PENALOLEN,5
2021-2024,TEA_operacional,HOMBRE,15-19,PENCO,6
2021-2024,TEA_operacional,HOMBRE,15-19,PERALILLO,1
2021-2024,TEA_operacional,HOMBRE,15-19,PERQUENCO,1
2021-2024,TEA_operacional,HOMBRE,15-19,PETORCA,1
2021-2024,TEA_operacional,HOMBRE,15-19,PINTO,2
2021-2024,TEA_operacional,HOMBRE,15-19,PIRQUE,6
2021-2024,TEA_operacional,HOMBRE,15-19,PITRUFQUEN,2
2021-2024,TEA_operacional,HOMBRE,15-19,PROVIDENCIA,2
2021-2024,TEA_operacional,HOMBRE,15-19,PUDAHUEL,10
2021-2024,TEA_operacional,HOMBRE,15-19,PUENTE ALTO,61
2021-2024,TEA_operacional,HOMBRE,15-19,PUERTO MONTT,26
2021-2024,TEA_operacional,HOMBRE,15-19,PUERTO OCTAY,1
2021-2024,TEA_operacional,HOMBRE,15-19,PUERTO VARAS,6
2021-2024,TEA_operacional,HOMBRE,15-19,PUMANQUE,1
2021-2024,TEA_operacional,HOMBRE,15-19,PUNITAQUI,1
2021-2024,TEA_operacional,HOMBRE,15-19,PUNTA ARENAS,26
2021-2024,TEA_operacional,HOMBRE,15-19,PUREN,1
2021-2024,TEA_operacional,HOMBRE,15-19,PUYEHUE,1
2021-2024,TEA_operacional,HOMBRE,15-19,QUELLON,1
2021-2024,TEA_operacional,HOMBRE,15-19,QUILICURA,11
2021-2024,TEA_operacional,HOMBRE,15-19,QUILLECO,1
2021-2024,TEA_operacional,HOMBRE,15-19,QUILLON,1
2021-2024,TEA_operacional,HOMBRE,15-19,QUILLOTA,7
2021-2024,TEA_operacional,HOMBRE,15-19,QUILPUE,9
2021-2024,TEA_operacional,HOMBRE,15-19,QUINTA DE TILCOCO,1
2021-2024,TEA_operacional,HOMBRE,15-19,QUINTA NORMAL,4
2021-2024,TEA_operacional,HOMBRE,15-19,RANCAGUA,14
2021-2024,TEA_operacional,HOMBRE,15-19,RANQUIL,1
2021-2024,TEA_operacional,HOMBRE,15-19,RECOLETA,3
2021-2024,TEA_operacional,HOMBRE,15-19,RENAICO,3
2021-2024,TEA_operacional,HOMBRE,15-19,RENCA,4
2021-2024,TEA_operacional,HOMBRE,15-19,RENGO,2
2021-2024,TEA_operacional,HOMBRE,15-19,REQUINOA,1
2021-2024,TEA_operacional,HOMBRE,15-19,RETIRO,2
2021-2024,TEA_operacional,HOMBRE,15-19,RIO BUENO,1
2021-2024,TEA_operacional,HOMBRE,15-19,SAN ANTONIO,6
2021-2024,TEA_operacional,HOMBRE,15-19,SAN BERNARDO,17
2021-2024,TEA_operacional,HOMBRE,15-19,SAN CARLOS,9
2021-2024,TEA_operacional,HOMBRE,15-19,SAN CLEMENTE,2
2021-2024,TEA_operacional,HOMBRE,15-19,SAN ESTEBAN,2
2021-2024,TEA_operacional,HOMBRE,15-19,SAN FELIPE,3
2021-2024,TEA_operacional,HOMBRE,15-19,SAN FERNANDO,4
2021-2024,TEA_operacional,HOMBRE,15-19,SAN IGNACIO,1
2021-2024,TEA_operacional,HOMBRE,15-19,SAN JAVIER,1
2021-2024,TEA_operacional,HOMBRE,15-19,SAN JOAQUIN,2
2021-2024,TEA_operacional,HOMBRE,15-19,SAN MIGUEL,4
2021-2024,TEA_operacional,HOMBRE,15-19,SAN NICOLAS,1
2021-2024,TEA_operacional,HOMBRE,15-19,SAN PEDRO DE LA PAZ,6
2021-2024,TEA_operacional,HOMBRE,15-19,SAN RAMON,8
2021-2024,TEA_operacional,HOMBRE,15-19,SAN VICENTE,1
2021-2024,TEA_operacional,HOMBRE,15-19,SANTA BARBARA,1
2021-2024,TEA_operacional,HOMBRE,15-19,SANTA CRUZ,5
2021-2024,TEA_operacional,HOMBRE,15-19,SANTIAGO,16
2021-2024,TEA_operacional,HOMBRE,15-19,TALAGANTE,3
2021-2024,TEA_operacional,HOMBRE,15-19,TALCA,12
2021-2024,TEA_operacional,HOMBRE,15-19,TALCAHUANO,20
2021-2024,TEA_operacional,HOMBRE,15-19,TALTAL,2
2021-2024,TEA_operacional,HOMBRE,15-19,TEMUCO,23
2021-2024,TEA_operacional,HOMBRE,15-19,TENO,2
2021-2024,TEA_operacional,HOMBRE,15-19,TIRUA,3
2021-2024,TEA_operacional,HOMBRE,15-19,TOCOPILLA,2
2021-2024,TEA_operacional,HOMBRE,15-19,TOME,3
2021-2024,TEA_operacional,HOMBRE,15-19,TREGUACO,2
2021-2024,TEA_operacional,HOMBRE,15-19,VALDIVIA,13
2021-2024,TEA_operacional,HOMBRE,15-19,VALLENAR,5
2021-2024,TEA_operacional,HOMBRE,15-19,VALPARAISO,19
2021-2024,TEA_operacional,HOMBRE,15-19,VICTORIA,3
2021-2024,TEA_operacional,HOMBRE,15-19,VICUNA,1
2021-2024,TEA_operacional,HOMBRE,15-19,VILLA ALEGRE,1
2021-2024,TEA_operacional,HOMBRE,15-19,VILLA ALEMANA,8
2021-2024,TEA_operacional,HOMBRE,15-19,VILLARRICA,7
2021-2024,TEA_operacional,HOMBRE,15-19,VINA DEL MAR,24
2021-2024,TEA_operacional,HOMBRE,15-19,VITACURA,1
2021-2024,TEA_operacional,HOMBRE,15-19,YERBAS BUENAS,1
2021-2024,TEA_operacional,HOMBRE,15-19,YUNGAY,5
2021-2024,TEA_operacional,HOMBRE,20-24,AISEN,1
2021-2024,TEA_operacional,HOMBRE,20-24,ALTO HOSPICIO,3
2021-2024,TEA_operacional,HOMBRE,20-24,ANGOL,2
2021-2024,TEA_operacional,HOMBRE,20-24,ANTOFAGASTA,11
2021-2024,TEA_operacional,HOMBRE,20-24,ARAUCO,1
2021-2024,TEA_operacional,HOMBRE,20-24,ARICA,10
2021-2024,TEA_operacional,HOMBRE,20-24,BUIN,1
2021-2024,TEA_operacional,HOMBRE,20-24,BULNES,1
2021-2024,TEA_operacional,HOMBRE,20-24,CALAMA,3
