era,definition,code,patients
2021-2024,TEA_operacional,O839,1
2021-2024,TEA_operacional,O813,1
2021-2024,TEA_operacional,P293,1
2021-2024,TEA_operacional,O758,1
2021-2024,TEA_operacional,O709,1
2021-2024,TEA_operacional,O701,1
2021-2024,TEA_operacional,O698,1
2021-2024,TEA_operacional,O689,1
2021-2024,TEA_operacional,O668,1
2021-2024,TEA_operacional,O664,1
2021-2024,TEA_operacional,P251,1
2021-2024,TEA_operacional,P360,1
2021-2024,TEA_operacional,O621,1
2021-2024,TEA_operacional,P919,1
2021-2024,TEA_operacional,Q069,1
2021-2024,TEA_operacional,Q057,1
2021-2024,TEA_operacional,Q046,1
2021-2024,TEA_operacional,Q044,1
2021-2024,TEA_operacional,Q031,1
2021-2024,TEA_operacional,P968,1
2021-2024,TEA_operacional,P928,1
2021-2024,TEA_operacional,P90,1
2021-2024,TEA_operacional,P364,1
2021-2024,TEA_operacional,P781,1
2021-2024,TEA_operacional,P728,1
2021-2024,TEA_operacional,P701,1
2021-2024,TEA_operacional,P700,1
2021-2024,TEA_operacional,P520,1
2021-2024,TEA_operacional,P38,1
2021-2024,TEA_operacional,P368,1
2021-2024,TEA_operacional,O641,1
2021-2024,TEA_operacional,O620,1
2021-2024,TEA_operacional,N289,1
2021-2024,TEA_operacional,N750,1
2021-2024,TEA_operacional,N940,1
2021-2024,TEA_operacional,N922,1
2021-2024,TEA_operacional,N920,1
2021-2024,TEA_operacional,N870,1
2021-2024,TEA_operacional,N840,1
2021-2024,TEA_operacional,N831,1
2021-2024,TEA_operacional,N803,1
2021-2024,TEA_operacional,N709,1
2021-2024,TEA_operacional,N991,1
2021-2024,TEA_operacional,N700,1
2021-2024,TEA_operacional,N61,1
2021-2024,TEA_operacional,N492,1
2021-2024,TEA_operacional,N488,1
2021-2024,TEA_operacional,N482,1
2021-2024,TEA_operacional,N410,1
2021-2024,TEA_operacional,N360,1
2021-2024,TEA_operacional,N948,1
2021-2024,TEA_operacional,N995,1
2021-2024,TEA_operacional,O601,1
2021-2024,TEA_operacional,O230,1
2021-2024,TEA_operacional,O470,1
2021-2024,TEA_operacional,O368,1
2021-2024,TEA_operacional,O363,1
2021-2024,TEA_operacional,O339,1
2021-2024,TEA_operacional,O280,1
2021-2024,TEA_operacional,O240,1
2021-2024,TEA_operacional,O233,1
2021-2024,TEA_operacional,O218,1
2021-2024,TEA_operacional,O028,1
2021-2024,TEA_operacional,O121,1
2021-2024,TEA_operacional,O068,1
2021-2024,TEA_operacional,O064,1
2021-2024,TEA_operacional,O060,1
2021-2024,TEA_operacional,O048,1
2021-2024,TEA_operacional,O044,1
2021-2024,TEA_operacional,O036,1
2021-2024,TEA_operacional,M4788,1
2021-2024,TEA_operacional,M4695,1
2021-2024,TEA_operacional,J168,1
2021-2024,TEA_operacional,M4634,1
2021-2024,TEA_operacional,K560,1
2021-2024,TEA_operacional,K551,1
2021-2024,TEA_operacional,K523,1
2021-2024,TEA_operacional,K521,1
2021-2024,TEA_operacional,K515,1
2021-2024,TEA_operacional,K508,1
2021-2024,TEA_operacional,K440,1
2021-2024,TEA_operacional,K419,1
2021-2024,TEA_operacional,K318,1
2021-2024,TEA_operacional,K316,1
2021-2024,TEA_operacional,K314,1
2021-2024,TEA_operacional,K311,1
2021-2024,TEA_operacional,K30,1
2021-2024,TEA_operacional,K298,1
2021-2024,TEA_operacional,K295,1
2021-2024,TEA_operacional,K294,1
2021-2024,TEA_operacional,K275,1
2021-2024,TEA_operacional,K573,1
2021-2024,TEA_operacional,K580,1
2021-2024,TEA_operacional,K598,1
2021-2024,TEA_operacional,K661,1
2021-2024,TEA_operacional,K824,1
2021-2024,TEA_operacional,K819,1
2021-2024,TEA_operacional,K811,1
2021-2024,TEA_operacional,K721,1
2021-2024,TEA_operacional,K712,1
2021-2024,TEA_operacional,K703,1
2021-2024,TEA_operacional,K668,1
2021-2024,TEA_operacional,K660,1
2021-2024,TEA_operacional,K605,1
2021-2024,TEA_operacional,K649,1
2021-2024,TEA_operacional,K643,1
2021-2024,TEA_operacional,K635,1
2021-2024,TEA_operacional,K633,1
2021-2024,TEA_operacional,K628,1
2021-2024,TEA_operacional,K626,1
2021-2024,TEA_operacional,K612,1
2021-2024,TEA_operacional,K269,1
2021-2024,TEA_operacional,K264,1
2021-2024,TEA_operacional,K253,1
2021-2024,TEA_operacional,J341,1
2021-2024,TEA_operacional,J698,1
2021-2024,TEA_operacional,J451,1
2021-2024,TEA_operacional,J392,1
2021-2024,TEA_operacional,J387,1
2021-2024,TEA_operacional,J381,1
2021-2024,TEA_operacional,J359,1
2021-2024,TEA_operacional,J348,1
2021-2024,TEA_operacional,J339,1
2021-2024,TEA_operacional,J860,1
2021-2024,TEA_operacional,J328,1
2021-2024,TEA_operacional,J324,1
2021-2024,TEA_operacional,J322,1
2021-2024,TEA_operacional,J320,1
2021-2024,TEA_operacional,J310,1
2021-2024,TEA_operacional,J304,1
2021-2024,TEA_operacional,J218,1
2021-2024,TEA_operacional,J81,1
2021-2024,TEA_operacional,J930,1
2021-2024,TEA_operacional,K228,1
2021-2024,TEA_operacional,K115,1
2021-2024,TEA_operacional,K226,1
2021-2024,TEA_operacional,K220,1
2021-2024,TEA_operacional,K210,1
2021-2024,TEA_operacional,K134,1
2021-2024,TEA_operacional,K120,1
2021-2024,TEA_operacional,K117,1
2021-2024,TEA_operacional,K116,1
2021-2024,TEA_operacional,K114,1
2021-2024,TEA_operacional,J980,1
2021-2024,TEA_operacional,K108,1
2021-2024,TEA_operacional,K082,1
2021-2024,TEA_operacional,K076,1
2021-2024,TEA_operacional,K072,1
2021-2024,TEA_operacional,K070,1
2021-2024,TEA_operacional,K061,1
2021-2024,TEA_operacional,K048,1
2021-2024,TEA_operacional,K830,1
2021-2024,TEA_operacional,K838,1
2021-2024,TEA_operacional,K852,1
2021-2024,TEA_operacional,M2441,1
2021-2024,TEA_operacional,M2550,1
2021-2024,TEA_operacional,M2531,1
2021-2024,TEA_operacional,M2508,1
2021-2024,TEA_operacional,M2486,1
2021-2024,TEA_operacional,M2448,1
2021-2024,TEA_operacional,M2446,1
2021-2024,TEA_operacional,M2445,1
2021-2024,TEA_operacional,M2361,1
2021-2024,TEA_operacional,M321,1
2021-2024,TEA_operacional,M2350,1
2021-2024,TEA_operacional,M2322,1
2021-2024,TEA_operacional,M2167,1
2021-2024,TEA_operacional,M2154,1
2021-2024,TEA_operacional,M2117,1
2021-2024,TEA_operacional,M2107,1
2021-2024,TEA_operacional,M204,1
2021-2024,TEA_operacional,M2556,1
2021-2024,TEA_operacional,M358,1
2021-2024,TEA_operacional,M1395,1
2021-2024,TEA_operacional,M4184,1
2021-2024,TEA_operacional,M4624,1
2021-2024,TEA_operacional,M4617,1
2021-2024,TEA_operacional,M4317,1
2021-2024,TEA_operacional,M4307,1
2021-2024,TEA_operacional,M4205,1
2021-2024,TEA_operacional,M4199,1
2021-2024,TEA_operacional,M4185,1
2021-2024,TEA_operacional,M4155,1
2021-2024,TEA_operacional,M4015,1
2021-2024,TEA_operacional,M4149,1
2021-2024,TEA_operacional,M4146,1
2021-2024,TEA_operacional,M4144,1
2021-2024,TEA_operacional,M4140,1
2021-2024,TEA_operacional,M4129,1
2021-2024,TEA_operacional,M4125,1
2021-2024,TEA_operacional,M4110,1
2021-2024,TEA_operacional,M169,1
2021-2024,TEA_operacional,M0897,1
2021-2024,TEA_operacional,K853,1
2021-2024,TEA_operacional,K929,1
2021-2024,TEA_operacional,L298,1
2021-2024,TEA_operacional,L255,1
2021-2024,TEA_operacional,L211,1
2021-2024,TEA_operacional,L089,1
2021-2024,TEA_operacional,L080,1
2021-2024,TEA_operacional,L048,1
2021-2024,TEA_operacional,L029,1
2021-2024,TEA_operacional,K928,1
2021-2024,TEA_operacional,L308,1
2021-2024,TEA_operacional,K912,1
2021-2024,TEA_operacional,K911,1
2021-2024,TEA_operacional,K909,1
2021-2024,TEA_operacional,K908,1
2021-2024,TEA_operacional,K904,1
2021-2024,TEA_operacional,K900,1
2021-2024,TEA_operacional,K863,1
2021-2024,TEA_operacional,L301,1
2021-2024,TEA_operacional,L42,1
2021-2024,TEA_operacional,M0896,1
2021-2024,TEA_operacional,L984,1
2021-2024,TEA_operacional,M0885,1
2021-2024,TEA_operacional,M0829,1
2021-2024,TEA_operacional,M0809,1
2021-2024,TEA_operacional,M0808,1
2021-2024,TEA_operacional,M0807,1
2021-2024,TEA_operacional,M0092,1
2021-2024,TEA_operacional,L989,1
2021-2024,TEA_operacional,L980,1
2021-2024,TEA_operacional,L52,1
2021-2024,TEA_operacional,L931,1
2021-2024,TEA_operacional,L893,1
2021-2024,TEA_operacional,A021,1
2021-2024,TEA_operacional,L732,1
2021-2024,TEA_operacional,L721,1
2021-2024,TEA_operacional,L551,1
2021-2024,TEA_operacional,L539,1
2021-2024,TEA_operacional,Z931,1
2021-2024,F84_historico,N47,738
2021-2024,F84_historico,K358,468
2021-2024,F84_historico,F840,449
2021-2024,F84_historico,J353,379
2021-2024,F84_historico,G409,346
2021-2024,F84_historico,J46,295
2021-2024,F84_historico,F322,227
2021-2024,F84_historico,K029,185
2021-2024,F84_historico,K353,183
2021-2024,F84_historico,A080,148
2021-2024,F84_historico,J121,145
2021-2024,F84_historico,Q531,141
2021-2024,F84_historico,R568,137
2021-2024,F84_historico,J129,137
2021-2024,F84_historico,K352,130
2021-2024,F84_historico,A099,128
2021-2024,F84_historico,J128,128
2021-2024,F84_historico,F329,128
2021-2024,F84_historico,T432,128
2021-2024,F84_historico,J209,126
2021-2024,F84_historico,Q532,113
2021-2024,F84_historico,A090,109
2021-2024,F84_historico,S4240,105
2021-2024,F84_historico,J159,104
2021-2024,F84_historico,E101,101
2021-2024,F84_historico,U071,100
2021-2024,F84_historico,J189,97
2021-2024,F84_historico,J351,96
2021-2024,F84_historico,T435,94
2021-2024,F84_historico,T391,88
2021-2024,F84_historico,T424,87
2021-2024,F84_historico,G403,85
2021-2024,F84_historico,F29,83
2021-2024,F84_historico,Z518,83
2021-2024,F84_historico,F323,82
2021-2024,F84_historico,K590,82
2021-2024,F84_historico,F603,78
2021-2024,F84_historico,K802,78
2021-2024,F84_historico,J206,77
2021-2024,F84_historico,F412,77
2021-2024,F84_historico,K028,75
2021-2024,F84_historico,G408,70
2021-2024,F84_historico,R458,67
2021-2024,F84_historico,N10,64
2021-2024,F84_historico,J352,64
2021-2024,F84_historico,Z138,63
2021-2024,F84_historico,H509,63
2021-2024,F84_historico,K564,60
2021-2024,F84_historico,R560,58
2021-2024,F84_historico,N44,58
2021-2024,F84_historico,F239,58
2021-2024,F84_historico,F849,57
2021-2024,F84_historico,J123,56
2021-2024,F84_historico,F841,55
2021-2024,F84_historico,G401,55
2021-2024,F84_historico,F432,54
2021-2024,F84_historico,N390,54
2021-2024,F84_historico,S5250,52
2021-2024,F84_historico,F919,52
2021-2024,F84_historico,T433,50
2021-2024,F84_historico,F321,47
2021-2024,F84_historico,K409,47
2021-2024,F84_historico,G473,46
2021-2024,F84_historico,Z038,46
2021-2024,F84_historico,G404,46
2021-2024,F84_historico,J157,44
2021-2024,F84_historico,K010,43
2021-2024,F84_historico,K429,42
2021-2024,F84_historico,F431,42
2021-2024,F84_historico,J205,41
2021-2024,F84_historico,S0690,40
2021-2024,F84_historico,S517,39
2021-2024,F84_historico,S519,38
2021-2024,F84_historico,F845,38
2021-2024,F84_historico,C910,38
2021-2024,F84_historico,T426,38
2021-2024,F84_historico,K021,37
2021-2024,F84_historico,P220,37
2021-2024,F84_historico,J459,37
2021-2024,F84_historico,K800,36
2021-2024,F84_historico,L031,35
2021-2024,F84_historico,H501,34
2021-2024,F84_historico,K122,34
2021-2024,F84_historico,R451,34
2021-2024,F84_historico,J350,34
2021-2024,F84_historico,Q381,33
2021-2024,F84_historico,J690,33
2021-2024,F84_historico,Q668,32
2021-2024,F84_historico,Z133,32
2021-2024,F84_historico,R11,31
2021-2024,F84_historico,F913,31
2021-2024,F84_historico,L032,31
2021-2024,F84_historico,S8280,31
2021-2024,F84_historico,R509,31
2021-2024,F84_historico,F609,30
2021-2024,F84_historico,J9609,29
2021-2024,F84_historico,A084,29
2021-2024,F84_historico,Q539,28
2021-2024,F84_historico,F500,28
2021-2024,F84_historico,G419,28
2021-2024,F84_historico,F319,28
2021-2024,F84_historico,J100,28
2021-2024,F84_historico,L600,28
2021-2024,F84_historico,T850,28
2021-2024,F84_historico,M4115,27
2021-2024,F84_historico,J208,27
2021-2024,F84_historico,F209,26
2021-2024,F84_historico,F419,26
2021-2024,F84_historico,T393,26
2021-2024,F84_historico,J00,25
2021-2024,F84_historico,F918,25
2021-2024,F84_historico,T181,25
2021-2024,F84_historico,T509,24
2021-2024,F84_historico,T71,24
2021-2024,F84_historico,J069,24
2021-2024,F84_historico,S5240,24
2021-2024,F84_historico,J101,24
2021-2024,F84_historico,T202,23
2021-2024,F84_historico,S8220,23
2021-2024,F84_historico,K566,23
2021-2024,F84_historico,F982,23
2021-2024,F84_historico,F200,23
2021-2024,F84_historico,J040,23
2021-2024,F84_historico,J120,23
2021-2024,F84_historico,J158,22
2021-2024,F84_historico,L059,22
2021-2024,F84_historico,A020,22
2021-2024,F84_historico,G418,21
2021-2024,F84_historico,T212,21
2021-2024,F84_historico,J188,21
2021-2024,F84_historico,K047,21
2021-2024,F84_historico,G410,20
2021-2024,F84_historico,J9600,20
2021-2024,F84_historico,A86,20
2021-2024,F84_historico,T430,20
2021-2024,F84_historico,M2157,20
2021-2024,F84_historico,S5260,20
2021-2024,F84_historico,K922,20
2021-2024,F84_historico,S8230,19
2021-2024,F84_historico,F39,19
2021-2024,F84_historico,J122,19
2021-2024,F84_historico,K001,19
2021-2024,F84_historico,H919,19
2021-2024,F84_historico,H669,18
2021-2024,F84_historico,M4145,18
2021-2024,F84_historico,N179,18
2021-2024,F84_historico,S4230,18
2021-2024,F84_historico,S0210,18
2021-2024,F84_historico,N433,18
2021-2024,F84_historico,Z134,18
2021-2024,F84_historico,I880,18
2021-2024,F84_historico,F848,18
2021-2024,F84_historico,D693,18
2021-2024,F84_historico,J342,17
2021-2024,F84_historico,K529,17
2021-2024,F84_historico,J210,17
2021-2024,F84_historico,S6261,17
2021-2024,F84_historico,F608,17
2021-2024,F84_historico,S6260,17
2021-2024,F84_historico,P599,17
2021-2024,F84_historico,O993,16
2021-2024,F84_historico,J181,16
2021-2024,F84_historico,I471,16
2021-2024,F84_historico,R55,16
2021-2024,F84_historico,H050,16
2021-2024,F84_historico,F28,16
2021-2024,F84_historico,J13,16
2021-2024,F84_historico,Q665,16
2021-2024,F84_historico,E46,15
2021-2024,F84_historico,K810,15
2021-2024,F84_historico,D70,15
2021-2024,F84_historico,J36,15
2021-2024,F84_historico,S5200,15
2021-2024,F84_historico,S018,15
2021-2024,F84_historico,F202,15
2021-2024,F84_historico,S5290,15
2021-2024,F84_historico,S5280,14
2021-2024,F84_historico,S7230,14
2021-2024,F84_historico,S015,14
2021-2024,F84_historico,E111,14
2021-2024,F84_historico,K859,13
2021-2024,F84_historico,Z470,13
2021-2024,F84_historico,E109,13
2021-2024,F84_historico,G402,13
2021-2024,F84_historico,G048,13
2021-2024,F84_historico,E106,13
2021-2024,F84_historico,R104,13
2021-2024,F84_historico,K37,13
2021-2024,F84_historico,L050,13
2021-2024,F84_historico,N62,13
2021-2024,F84_historico,F639,13
2021-2024,F84_historico,F09,13
2021-2024,F84_historico,E162,13
2021-2024,F84_historico,F411,13
2021-2024,F84_historico,J050,12
2021-2024,F84_historico,T242,12
2021-2024,F84_historico,E86,12
2021-2024,F84_historico,Q211,12
2021-2024,F84_historico,F900,12
2021-2024,F84_historico,J219,12
2021-2024,F84_historico,K801,12
2021-2024,F84_historico,F328,12
2021-2024,F84_historico,F312,12
2021-2024,F84_historico,Z137,12
2021-2024,F84_historico,K650,12
2021-2024,F84_historico,J039,12
2021-2024,F84_historico,M930,12
2021-2024,F84_historico,K562,12
2021-2024,F84_historico,K519,12
2021-2024,F84_historico,F208,12
2021-2024,F84_historico,K851,12
2021-2024,F84_historico,K402,12
2021-2024,F84_historico,K219,12
2021-2024,F84_historico,T751,12
2021-2024,F84_historico,R13,12
2021-2024,F84_historico,D480,12
2021-2024,F84_historico,T543,11
2021-2024,F84_historico,Z033,11
2021-2024,F84_historico,S7200,11
2021-2024,F84_historico,S5230,11
2021-2024,F84_historico,L720,11
2021-2024,F84_historico,H500,11
2021-2024,F84_historico,L040,11
2021-2024,F84_historico,K561,11
2021-2024,F84_historico,P073,11
2021-2024,F84_historico,M9115,11
2021-2024,F84_historico,S0220,11
2021-2024,F84_historico,E43,11
2021-2024,F84_historico,Q541,11
2021-2024,F84_historico,K011,11
2021-2024,F84_historico,T427,11
2021-2024,F84_historico,T450,10
2021-2024,F84_historico,J22,10
2021-2024,F84_historico,K528,10
2021-2024,F84_historico,S0620,10
2021-2024,F84_historico,S0200,10
2021-2024,F84_historico,T252,10
2021-2024,F84_historico,S0640,10
2021-2024,F84_historico,F508,10
2021-2024,F84_historico,F429,10
2021-2024,F84_historico,F842,10
2021-2024,F84_historico,F233,10
2021-2024,F84_historico,R51,10
2021-2024,F84_historico,B002,10
2021-2024,F84_historico,M2147,10
2021-2024,F84_historico,S009,10
2021-2024,F84_historico,S619,10
2021-2024,F84_historico,S7290,10
2021-2024,F84_historico,R270,10
2021-2024,F84_historico,H506,10
2021-2024,F84_historico,D487,10
2021-2024,F84_historico,Q740,10
2021-2024,F84_historico,Z018,10
2021-2024,F84_historico,Q549,10
2021-2024,F84_historico,S411,10
2021-2024,F84_historico,J14,9
2021-2024,F84_historico,N049,9
2021-2024,F84_historico,F070,9
2021-2024,F84_historico,E872,9
2021-2024,F84_historico,S5270,9
2021-2024,F84_historico,N835,9
2021-2024,F84_historico,A082,9
2021-2024,F84_historico,A083,9
2021-2024,F84_historico,T182,9
2021-2024,F84_historico,K565,9
2021-2024,F84_historico,T141,9
2021-2024,F84_historico,K36,9
2021-2024,F84_historico,F410,9
2021-2024,F84_historico,S8210,9
2021-2024,F84_historico,Q540,8
2021-2024,F84_historico,H652,8
2021-2024,F84_historico,H905,8
2021-2024,F84_historico,S618,8
2021-2024,F84_historico,F238,8
2021-2024,F84_historico,F449,8
2021-2024,F84_historico,N508,8
2021-2024,F84_historico,N432,8
2021-2024,F84_historico,G710,8
2021-2024,F84_historico,Z540,8
2021-2024,F84_historico,N459,8
2021-2024,F84_historico,P704,8
2021-2024,F84_historico,T292,8
2021-2024,F84_historico,Q172,8
2021-2024,F84_historico,H700,8
2021-2024,F84_historico,J111,8
2021-2024,F84_historico,D694,8
2021-2024,F84_historico,D593,8
2021-2024,F84_historico,T742,8
2021-2024,F84_historico,S010,8
2021-2024,F84_historico,E161,8
2021-2024,F84_historico,B270,8
2021-2024,F84_historico,T810,8
2021-2024,F84_historico,S4200,8
2021-2024,F84_historico,R590,8
2021-2024,F84_historico,D27,8
2021-2024,F84_historico,S518,8
2021-2024,F84_historico,K720,8
2021-2024,F84_historico,N185,8
2021-2024,F84_historico,L024,8
2021-2024,F84_historico,D430,8
2021-2024,F84_historico,M303,7
2021-2024,F84_historico,L020,7
2021-2024,F84_historico,D649,7
2021-2024,F84_historico,K920,7
2021-2024,F84_historico,K805,7
2021-2024,F84_historico,H653,7
2021-2024,F84_historico,F314,7
2021-2024,F84_historico,T633,7
2021-2024,F84_historico,C629,7
2021-2024,F84_historico,F711,7
2021-2024,F84_historico,S9230,7
2021-2024,F84_historico,A419,7
2021-2024,F84_historico,S0680,7
2021-2024,F84_historico,T222,7
2021-2024,F84_historico,K808,7
2021-2024,F84_historico,D232,7
2021-2024,F84_historico,G610,7
2021-2024,F84_historico,S013,7
2021-2024,F84_historico,G919,7
2021-2024,F84_historico,F430,7
2021-2024,F84_historico,T232,7
2021-2024,F84_historico,Q379,7
2021-2024,F84_historico,Z511,7
2021-2024,F84_historico,A047,7
2021-2024,F84_historico,T16,7
2021-2024,F84_historico,G049,7
2021-2024,F84_historico,Z302,7
2021-2024,F84_historico,S9250,7
2021-2024,F84_historico,K804,7
2021-2024,F84_historico,S711,7
2021-2024,F84_historico,S7240,7
2021-2024,F84_historico,F069,7
2021-2024,F84_historico,J068,7
2021-2024,F84_historico,F952,7
2021-2024,F84_historico,B340,7
2021-2024,F84_historico,T436,7
2021-2024,F84_historico,F439,6
2021-2024,F84_historico,O700,6
2021-2024,F84_historico,J029,6
2021-2024,F84_historico,Q676,6
2021-2024,F84_historico,G119,6
2021-2024,F84_historico,N048,6
2021-2024,F84_historico,G930,6
2021-2024,F84_historico,Z514,6
2021-2024,F84_historico,G932,6
2021-2024,F84_historico,G934,6
2021-2024,F84_historico,Q359,6
2021-2024,F84_historico,T510,6
2021-2024,F84_historico,M2106,6
2021-2024,F84_historico,T183,6
2021-2024,F84_historico,D162,6
2021-2024,F84_historico,K610,6
2021-2024,F84_historico,Q760,6
2021-2024,F84_historico,P598,6
2021-2024,F84_historico,D234,6
2021-2024,F84_historico,P590,6
2021-2024,F84_historico,F640,6
2021-2024,F84_historico,S099,6
2021-2024,F84_historico,T465,6
2021-2024,F84_historico,F638,6
2021-2024,F84_historico,P071,6
2021-2024,F84_historico,J108,6
2021-2024,F84_historico,P221,6
2021-2024,F84_historico,T814,6
2021-2024,F84_historico,P551,6
2021-2024,F84_historico,F83,6
2021-2024,F84_historico,K052,6
2021-2024,F84_historico,T438,6
2021-2024,F84_historico,J869,6
2021-2024,F84_historico,DESCONOCIDO,6
2021-2024,F84_historico,K040,6
2021-2024,F84_historico,T634,6
2021-2024,F84_historico,H660,6
2021-2024,F84_historico,F192,6
2021-2024,F84_historico,B348,6
2021-2024,F84_historico,J40,6
2021-2024,F84_historico,S6251,6
2021-2024,F84_historico,H508,6
2021-2024,F84_historico,Q892,6
2021-2024,F84_historico,T568,6
2021-2024,F84_historico,A499,6
2021-2024,F84_historico,Q070,6
2021-2024,F84_historico,T233,6
2021-2024,F84_historico,O420,6
2021-2024,F84_historico,E116,6
2021-2024,F84_historico,C716,6
2021-2024,F84_historico,I638,6
2021-2024,F84_historico,K388,6
2021-2024,F84_historico,Q120,6
2021-2024,F84_historico,K403,6
2021-2024,F84_historico,D690,6
2021-2024,F84_historico,T140,6
2021-2024,F84_historico,D619,6
2021-2024,F84_historico,Q213,5
2021-2024,F84_historico,F988,5
2021-2024,F84_historico,L023,5
2021-2024,F84_historico,P942,5
2021-2024,F84_historico,S0600,5
2021-2024,F84_historico,S0650,5
2021-2024,F84_historico,Q181,5
2021-2024,F84_historico,Q039,5
2021-2024,F84_historico,S0280,5
2021-2024,F84_historico,L030,5
2021-2024,F84_historico,J09,5
2021-2024,F84_historico,S014,5
2021-2024,F84_historico,G479,5
2021-2024,F84_historico,N201,5
2021-2024,F84_historico,L509,5
2021-2024,F84_historico,Q556,5
2021-2024,F84_historico,S610,5
2021-2024,F84_historico,Q750,5
2021-2024,F84_historico,Q851,5
2021-2024,F84_historico,I639,5
2021-2024,F84_historico,S681,5
2021-2024,F84_historico,I500,5
2021-2024,F84_historico,J343,5
2021-2024,F84_historico,Q909,5
2021-2024,F84_historico,R31,5
2021-2024,F84_historico,R418,5
2021-2024,F84_historico,N500,5
2021-2024,F84_historico,J448,5
2021-2024,F84_historico,R508,5
2021-2024,F84_historico,H71,5
2021-2024,F84_historico,H664,5
2021-2024,F84_historico,M220,5
2021-2024,F84_historico,K073,5
2021-2024,F84_historico,O244,5
2021-2024,F84_historico,K297,5
2021-2024,F84_historico,S011,5
2021-2024,F84_historico,Q355,5
2021-2024,F84_historico,M201,5
2021-2024,F84_historico,K623,5
2021-2024,F84_historico,P051,5
2021-2024,F84_historico,T211,5
2021-2024,F84_historico,K625,5
2021-2024,F84_historico,J849,5
2021-2024,F84_historico,Q210,5
2021-2024,F84_historico,B279,5
2021-2024,F84_historico,Z048,5
2021-2024,F84_historico,T383,5
2021-2024,F84_historico,B09,5
2021-2024,F84_historico,F195,5
2021-2024,F84_historico,A483,5
2021-2024,F84_historico,T405,5
2021-2024,F84_historico,F316,5
2021-2024,F84_historico,D508,5
2021-2024,F84_historico,Z291,5
2021-2024,F84_historico,F459,5
2021-2024,F84_historico,D479,5
2021-2024,F84_historico,F232,5
2021-2024,F84_historico,B018,5
2021-2024,F84_historico,F602,5
2021-2024,F84_historico,C73,5
2021-2024,F84_historico,D401,5
2021-2024,F84_historico,C719,5
2021-2024,F84_historico,A418,5
2021-2024,F84_historico,T604,5
2021-2024,F84_historico,A38,5
2021-2024,F84_historico,T421,5
2021-2024,F84_historico,F388,5
2021-2024,F84_historico,C959,5
2021-2024,F84_historico,T511,5
2021-2024,F84_historico,F809,5
2021-2024,F84_historico,E840,5
2021-2024,F84_historico,Z431,5
2021-2024,F84_historico,F418,5
2021-2024,F84_historico,Z450,4
2021-2024,F84_historico,D352,4
2021-2024,F84_historico,K439,4
2021-2024,F84_historico,H532,4
2021-2024,F84_historico,D367,4
2021-2024,F84_historico,G938,4
2021-2024,F84_historico,D391,4
2021-2024,F84_historico,K510,4
2021-2024,F84_historico,S311,4
2021-2024,F84_historico,K518,4
2021-2024,F84_historico,K469,4
2021-2024,F84_historico,A049,4
2021-2024,F84_historico,F341,4
2021-2024,F84_historico,Q250,4
2021-2024,F84_historico,S119,4
2021-2024,F84_historico,Q548,4
2021-2024,F84_historico,N480,4
2021-2024,F84_historico,H000,4
2021-2024,F84_historico,Q542,4
2021-2024,F84_historico,Z452,4
2021-2024,F84_historico,D233,4
2021-2024,F84_historico,S3280,4
2021-2024,F84_historico,K621,4
2021-2024,F84_historico,F89,4
2021-2024,F84_historico,Z478,4
2021-2024,F84_historico,H502,4
2021-2024,F84_historico,T149,4
2021-2024,F84_historico,F318,4
2021-2024,F84_historico,F317,4
2021-2024,F84_historico,N939,4
2021-2024,F84_historico,P284,4
2021-2024,F84_historico,F302,4
2021-2024,F84_historico,K291,4
2021-2024,F84_historico,P209,4
2021-2024,F84_historico,J851,4
2021-2024,F84_historico,J850,4
2021-2024,F84_historico,S7220,4
2021-2024,F84_historico,J450,4
2021-2024,F84_historico,T58,4
2021-2024,F84_historico,J390,4
2021-2024,F84_historico,E108,4
2021-2024,F84_historico,E115,4
2021-2024,F84_historico,T520,4
2021-2024,F84_historico,J204,4
2021-2024,F84_historico,Q369,4
2021-2024,F84_historico,E871,4
2021-2024,F84_historico,E876,4
2021-2024,F84_historico,O820,4
2021-2024,F84_historico,Q315,4
2021-2024,F84_historico,I889,4
2021-2024,F84_historico,T461,4
2021-2024,F84_historico,S617,4
2021-2024,F84_historico,J90,4
2021-2024,F84_historico,I442,4
2021-2024,F84_historico,Z653,4
2021-2024,F84_historico,K20,4
2021-2024,F84_historico,O021,4
2021-2024,F84_historico,K260,4
2021-2024,F84_historico,K222,4
2021-2024,F84_historico,T780,4
2021-2024,F84_historico,F445,4
2021-2024,F84_historico,H903,4
2021-2024,F84_historico,T434,4
2021-2024,F84_historico,P271,4
2021-2024,F84_historico,P239,4
2021-2024,F84_historico,J982,4
2021-2024,F84_historico,K079,4
2021-2024,F84_historico,S4220,4
2021-2024,F84_historico,S8240,4
2021-2024,F84_historico,F220,4
2021-2024,F84_historico,D580,4
2021-2024,F84_historico,I330,4
2021-2024,F84_historico,K006,4
2021-2024,F84_historico,S817,4
2021-2024,F84_historico,L010,4
2021-2024,F84_historico,I802,4
2021-2024,F84_historico,G918,4
2021-2024,F84_historico,F799,4
2021-2024,F84_historico,L282,4
2021-2024,F84_historico,M670,4
2021-2024,F84_historico,N132,4
2021-2024,F84_historico,N319,4
2021-2024,F84_historico,F941,4
2021-2024,F84_historico,R040,4
2021-2024,F84_historico,T407,4
2021-2024,F84_historico,Q660,4
2021-2024,F84_historico,G405,4
2021-2024,F84_historico,R068,4
