era,definition,index_role,code,patients
2021-2024,autismo_F840,solo_secundario,H502,4
2021-2024,autismo_F840,solo_secundario,H508,4
2021-2024,autismo_F840,solo_secundario,Q850,4
2021-2024,autismo_F840,solo_secundario,A049,4
2021-2024,autismo_F840,solo_secundario,T438,4
2021-2024,autismo_F840,solo_secundario,N178,4
2021-2024,autismo_F840,solo_secundario,DESCONOCIDO,4
2021-2024,autismo_F840,solo_secundario,K006,4
2021-2024,autismo_F840,solo_secundario,Z478,4
2021-2024,autismo_F840,solo_secundario,D171,4
2021-2024,autismo_F840,solo_secundario,Z480,4
2021-2024,autismo_F840,solo_secundario,L010,4
2021-2024,autismo_F840,solo_secundario,K073,4
2021-2024,autismo_F840,solo_secundario,K804,4
2021-2024,autismo_F840,solo_secundario,D234,4
2021-2024,autismo_F840,solo_secundario,K137,4
2021-2024,autismo_F840,solo_secundario,K623,4
2021-2024,autismo_F840,solo_secundario,K621,4
2021-2024,autismo_F840,solo_secundario,D27,4
2021-2024,autismo_F840,solo_secundario,K297,4
2021-2024,autismo_F840,solo_secundario,K510,4
2021-2024,autismo_F840,solo_secundario,K403,4
2021-2024,autismo_F840,solo_secundario,D367,4
2021-2024,autismo_F840,solo_secundario,D352,4
2021-2024,autismo_F840,solo_secundario,J9699,4
2021-2024,autismo_F840,solo_secundario,L209,4
2021-2024,autismo_F840,solo_secundario,L282,4
2021-2024,autismo_F840,solo_secundario,J343,4
2021-2024,autismo_F840,solo_secundario,T633,4
2021-2024,autismo_F840,solo_secundario,Z098,4
2021-2024,autismo_F840,solo_secundario,J108,4
2021-2024,autismo_F840,solo_secundario,D696,4
2021-2024,autismo_F840,solo_secundario,M7957,4
2021-2024,autismo_F840,solo_secundario,J154,4
2021-2024,autismo_F840,solo_secundario,F259,4
2021-2024,autismo_F840,solo_secundario,D509,4
2021-2024,autismo_F840,solo_secundario,J90,4
2021-2024,autismo_F840,solo_secundario,F238,4
2021-2024,autismo_F840,solo_secundario,J390,4
2021-2024,autismo_F840,solo_secundario,M2106,4
2021-2024,autismo_F840,solo_secundario,F232,4
2021-2024,autismo_F840,solo_secundario,L910,4
2021-2024,autismo_F840,solo_secundario,Z433,4
2021-2024,autismo_F840,solo_secundario,J852,4
2021-2024,autismo_F840,solo_secundario,N12,4
2021-2024,autismo_F840,solo_secundario,Q750,4
2021-2024,autismo_F840,solo_secundario,S9200,4
2021-2024,autismo_F840,solo_secundario,A499,4
2021-2024,autismo_F840,solo_secundario,F941,4
2021-2024,autismo_F840,solo_secundario,T233,4
2021-2024,autismo_F840,solo_secundario,F602,4
2021-2024,autismo_F840,solo_secundario,T511,4
2021-2024,autismo_F840,solo_secundario,T604,4
2021-2024,autismo_F840,solo_secundario,T390,4
2021-2024,autismo_F840,solo_secundario,G35,4
2021-2024,autismo_F840,solo_secundario,F83,4
2021-2024,autismo_F840,solo_secundario,T211,4
2021-2024,autismo_F840,solo_secundario,T149,4
2021-2024,autismo_F840,solo_secundario,T140,4
2021-2024,autismo_F840,solo_secundario,T461,4
2021-2024,autismo_F840,solo_secundario,S817,4
2021-2024,autismo_F840,solo_secundario,F640,4
2021-2024,autismo_F840,solo_secundario,T58,4
2021-2024,autismo_F840,solo_secundario,T434,4
2021-2024,autismo_F840,solo_secundario,F729,4
2021-2024,autismo_F840,solo_secundario,F448,4
2021-2024,autismo_F840,solo_secundario,F711,4
2021-2024,autismo_F840,solo_secundario,Q374,3
2021-2024,autismo_F840,solo_secundario,N133,3
2021-2024,autismo_F840,solo_secundario,N132,3
2021-2024,autismo_F840,solo_secundario,Q542,3
2021-2024,autismo_F840,solo_secundario,T520,3
2021-2024,autismo_F840,solo_secundario,Q548,3
2021-2024,autismo_F840,solo_secundario,N048,3
2021-2024,autismo_F840,solo_secundario,F302,3
2021-2024,autismo_F840,solo_secundario,T203,3
2021-2024,autismo_F840,solo_secundario,D695,3
2021-2024,autismo_F840,solo_secundario,N288,3
2021-2024,autismo_F840,solo_secundario,F952,3
2021-2024,autismo_F840,solo_secundario,M673,3
2021-2024,autismo_F840,solo_secundario,J180,3
2021-2024,autismo_F840,solo_secundario,M670,3
2021-2024,autismo_F840,solo_secundario,D66,3
2021-2024,autismo_F840,solo_secundario,J204,3
2021-2024,autismo_F840,solo_secundario,Z291,3
2021-2024,autismo_F840,solo_secundario,Z048,3
2021-2024,autismo_F840,solo_secundario,J014,3
2021-2024,autismo_F840,solo_secundario,C717,3
2021-2024,autismo_F840,solo_secundario,Q359,3
2021-2024,autismo_F840,solo_secundario,G060,3
2021-2024,autismo_F840,solo_secundario,Z011,3
2021-2024,autismo_F840,solo_secundario,Q181,3
2021-2024,autismo_F840,solo_secundario,T068,3
2021-2024,autismo_F840,solo_secundario,Z016,3
2021-2024,autismo_F840,solo_secundario,Q068,3
2021-2024,autismo_F840,solo_secundario,Q048,3
2021-2024,autismo_F840,solo_secundario,O820,3
2021-2024,autismo_F840,solo_secundario,O700,3
2021-2024,autismo_F840,solo_secundario,I500,3
2021-2024,autismo_F840,solo_secundario,I638,3
2021-2024,autismo_F840,solo_secundario,G111,3
2021-2024,autismo_F840,solo_secundario,F320,3
2021-2024,autismo_F840,solo_secundario,N764,3
2021-2024,autismo_F840,solo_secundario,Z031,3
2021-2024,autismo_F840,solo_secundario,N500,3
2021-2024,autismo_F840,solo_secundario,N480,3
2021-2024,autismo_F840,solo_secundario,N40,3
2021-2024,autismo_F840,solo_secundario,Q431,3
2021-2024,autismo_F840,solo_secundario,N800,3
2021-2024,autismo_F840,solo_secundario,S610,3
2021-2024,autismo_F840,solo_secundario,D580,3
2021-2024,autismo_F840,solo_secundario,F929,3
2021-2024,autismo_F840,solo_secundario,K055,3
2021-2024,autismo_F840,solo_secundario,L021,3
2021-2024,autismo_F840,solo_secundario,T464,3
2021-2024,autismo_F840,solo_secundario,K071,3
2021-2024,autismo_F840,solo_secundario,K918,3
2021-2024,autismo_F840,solo_secundario,K850,3
2021-2024,autismo_F840,solo_secundario,T407,3
2021-2024,autismo_F840,solo_secundario,K803,3
2021-2024,autismo_F840,solo_secundario,K090,3
2021-2024,autismo_F840,solo_secundario,A031,3
2021-2024,autismo_F840,solo_secundario,D233,3
2021-2024,autismo_F840,solo_secundario,K112,3
2021-2024,autismo_F840,solo_secundario,K754,3
2021-2024,autismo_F840,solo_secundario,D235,3
2021-2024,autismo_F840,solo_secundario,D391,3
2021-2024,autismo_F840,solo_secundario,Z548,3
2021-2024,autismo_F840,solo_secundario,K222,3
2021-2024,autismo_F840,solo_secundario,K610,3
2021-2024,autismo_F840,solo_secundario,K260,3
2021-2024,autismo_F840,solo_secundario,K550,3
2021-2024,autismo_F840,solo_secundario,K439,3
2021-2024,autismo_F840,solo_secundario,D376,3
2021-2024,autismo_F840,solo_secundario,Z915,3
2021-2024,autismo_F840,solo_secundario,D401,3
2021-2024,autismo_F840,solo_secundario,L022,3
2021-2024,autismo_F840,solo_secundario,F82,3
2021-2024,autismo_F840,solo_secundario,L603,3
2021-2024,autismo_F840,solo_secundario,Z431,3
2021-2024,autismo_F840,solo_secundario,M2186,3
2021-2024,autismo_F840,solo_secundario,F459,3
2021-2024,autismo_F840,solo_secundario,M201,3
2021-2024,autismo_F840,solo_secundario,D444,3
2021-2024,autismo_F840,solo_secundario,L905,3
2021-2024,autismo_F840,solo_secundario,J849,3
2021-2024,autismo_F840,solo_secundario,J850,3
2021-2024,autismo_F840,solo_secundario,Z452,3
2021-2024,autismo_F840,solo_secundario,F901,3
2021-2024,autismo_F840,solo_secundario,L511,3
2021-2024,autismo_F840,solo_secundario,K046,3
2021-2024,autismo_F840,solo_secundario,J955,3
2021-2024,autismo_F840,solo_secundario,F89,3
2021-2024,autismo_F840,solo_secundario,T465,3
2021-2024,autismo_F840,solo_secundario,T360,3
2021-2024,autismo_F840,solo_secundario,J982,3
2021-2024,autismo_F840,solo_secundario,L088,3
2021-2024,autismo_F840,solo_secundario,J988,3
2021-2024,autismo_F840,solo_secundario,K025,3
2021-2024,autismo_F840,solo_secundario,L038,3
2021-2024,autismo_F840,solo_secundario,K044,3
2021-2024,autismo_F840,solo_secundario,J448,3
2021-2024,autismo_F840,solo_secundario,C924,3
2021-2024,autismo_F840,solo_secundario,H503,3
2021-2024,autismo_F840,solo_secundario,S8260,3
2021-2024,autismo_F840,solo_secundario,E230,3
2021-2024,autismo_F840,solo_secundario,T780,3
2021-2024,autismo_F840,solo_secundario,S681,3
2021-2024,autismo_F840,solo_secundario,H611,3
2021-2024,autismo_F840,solo_secundario,R21,3
2021-2024,autismo_F840,solo_secundario,H270,3
2021-2024,autismo_F840,solo_secundario,B085,3
2021-2024,autismo_F840,solo_secundario,Q699,3
2021-2024,autismo_F840,solo_secundario,S311,3
2021-2024,autismo_F840,solo_secundario,S310,3
2021-2024,autismo_F840,solo_secundario,S8240,3
2021-2024,autismo_F840,solo_secundario,B018,3
2021-2024,autismo_F840,solo_secundario,H532,3
2021-2024,autismo_F840,solo_secundario,H330,3
2021-2024,autismo_F840,solo_secundario,G259,3
2021-2024,autismo_F840,solo_secundario,C56,3
2021-2024,autismo_F840,solo_secundario,B348,3
2021-2024,autismo_F840,solo_secundario,G809,3
2021-2024,autismo_F840,solo_secundario,F068,3
2021-2024,autismo_F840,solo_secundario,S0680,3
2021-2024,autismo_F840,solo_secundario,Q870,3
2021-2024,autismo_F840,solo_secundario,S058,3
2021-2024,autismo_F840,solo_secundario,G919,3
2021-2024,autismo_F840,solo_secundario,S0630,3
2021-2024,autismo_F840,solo_secundario,Q909,3
2021-2024,autismo_F840,solo_secundario,R100,3
2021-2024,autismo_F840,solo_secundario,G918,3
2021-2024,autismo_F840,solo_secundario,T658,3
2021-2024,autismo_F840,solo_secundario,R258,3
2021-2024,autismo_F840,solo_secundario,F070,3
2021-2024,autismo_F840,solo_secundario,S810,3
2021-2024,autismo_F840,solo_secundario,S617,3
2021-2024,autismo_F840,solo_secundario,B199,3
2021-2024,autismo_F840,solo_secundario,S5220,3
2021-2024,autismo_F840,solo_secundario,Q658,3
2021-2024,autismo_F840,solo_secundario,C402,3
2021-2024,autismo_F840,solo_secundario,T885,3
2021-2024,autismo_F840,solo_secundario,G448,3
2021-2024,autismo_F840,solo_secundario,Q675,3
2021-2024,autismo_F840,solo_secundario,B09,3
2021-2024,autismo_F840,solo_secundario,E108,3
2021-2024,autismo_F840,solo_secundario,H46,3
2021-2024,autismo_F840,solo_secundario,H664,3
2021-2024,autismo_F840,solo_secundario,H186,3
2021-2024,autismo_F840,solo_secundario,F100,3
2021-2024,autismo_F840,solo_secundario,M0095,2
2021-2024,autismo_F840,solo_secundario,D163,2
2021-2024,autismo_F840,solo_secundario,M2116,2
2021-2024,autismo_F840,solo_secundario,T273,2
2021-2024,autismo_F840,solo_secundario,T825,2
2021-2024,autismo_F840,solo_secundario,S661,2
2021-2024,autismo_F840,solo_secundario,S050,2
2021-2024,autismo_F840,solo_secundario,L928,2
2021-2024,autismo_F840,solo_secundario,B021,2
2021-2024,autismo_F840,solo_secundario,T243,2
2021-2024,autismo_F840,solo_secundario,S7220,2
2021-2024,autismo_F840,solo_secundario,L041,2
2021-2024,autismo_F840,solo_secundario,D165,2
2021-2024,autismo_F840,solo_secundario,Z458,2
2021-2024,autismo_F840,solo_secundario,T251,2
2021-2024,autismo_F840,solo_secundario,R508,2
2021-2024,autismo_F840,solo_secundario,T241,2
2021-2024,autismo_F840,solo_secundario,M205,2
2021-2024,autismo_F840,solo_secundario,B084,2
2021-2024,autismo_F840,solo_secundario,T490,2
2021-2024,autismo_F840,solo_secundario,S019,2
2021-2024,autismo_F840,solo_secundario,B679,2
2021-2024,autismo_F840,solo_secundario,M0098,2
2021-2024,autismo_F840,solo_secundario,M0099,2
2021-2024,autismo_F840,solo_secundario,T594,2
2021-2024,autismo_F840,solo_secundario,B350,2
2021-2024,autismo_F840,solo_secundario,L988,2
2021-2024,autismo_F840,solo_secundario,T824,2
2021-2024,autismo_F840,solo_secundario,T471,2
2021-2024,autismo_F840,solo_secundario,T858,2
2021-2024,autismo_F840,solo_secundario,L923,2
2021-2024,autismo_F840,solo_secundario,S0250,2
2021-2024,autismo_F840,solo_secundario,L509,2
2021-2024,autismo_F840,solo_secundario,L500,2
2021-2024,autismo_F840,solo_secundario,S6280,2
2021-2024,autismo_F840,solo_secundario,S0230,2
2021-2024,autismo_F840,solo_secundario,Q621,2
2021-2024,autismo_F840,solo_secundario,L033,2
2021-2024,autismo_F840,solo_secundario,D259,2
2021-2024,autismo_F840,solo_secundario,K626,2
2021-2024,autismo_F840,solo_secundario,B341,2
2021-2024,autismo_F840,solo_secundario,T749,2
2021-2024,autismo_F840,solo_secundario,S4220,2
2021-2024,autismo_F840,solo_secundario,K605,2
2021-2024,autismo_F840,solo_secundario,K602,2
2021-2024,autismo_F840,solo_secundario,K593,2
2021-2024,autismo_F840,solo_secundario,K592,2
2021-2024,autismo_F840,solo_secundario,B278,2
2021-2024,autismo_F840,solo_secundario,Z653,2
2021-2024,autismo_F840,solo_secundario,Z763,2
2021-2024,autismo_F840,solo_secundario,K633,2
2021-2024,autismo_F840,solo_secundario,T428,2
2021-2024,autismo_F840,solo_secundario,K551,2
2021-2024,autismo_F840,solo_secundario,D290,2
2021-2024,autismo_F840,solo_secundario,T447,2
2021-2024,autismo_F840,solo_secundario,A46,2
2021-2024,autismo_F840,solo_secundario,K500,2
2021-2024,autismo_F840,solo_secundario,K469,2
2021-2024,autismo_F840,solo_secundario,D330,2
2021-2024,autismo_F840,solo_secundario,S5210,2
2021-2024,autismo_F840,solo_secundario,A418,2
2021-2024,autismo_F840,solo_secundario,S3701,2
2021-2024,autismo_F840,solo_secundario,K649,2
2021-2024,autismo_F840,solo_secundario,A040,2
2021-2024,autismo_F840,solo_secundario,D177,2
2021-2024,autismo_F840,solo_secundario,D170,2
2021-2024,autismo_F840,solo_secundario,S6220,2
2021-2024,autismo_F840,solo_secundario,A630,2
2021-2024,autismo_F840,solo_secundario,L028,2
2021-2024,autismo_F840,solo_secundario,B349,2
2021-2024,autismo_F840,solo_secundario,S0650,2
2021-2024,autismo_F840,solo_secundario,S0651,2
2021-2024,autismo_F840,solo_secundario,S0660,2
2021-2024,autismo_F840,solo_secundario,M2316,2
2021-2024,autismo_F840,solo_secundario,S097,2
2021-2024,autismo_F840,solo_secundario,T462,2
2021-2024,autismo_F840,solo_secundario,D236,2
2021-2024,autismo_F840,solo_secundario,S098,2
2021-2024,autismo_F840,solo_secundario,T796,2
2021-2024,autismo_F840,solo_secundario,S119,2
2021-2024,autismo_F840,solo_secundario,T409,2
2021-2024,autismo_F840,solo_secundario,S198,2
2021-2024,autismo_F840,solo_secundario,T783,2
2021-2024,autismo_F840,solo_secundario,S202,2
2021-2024,autismo_F840,solo_secundario,S312,2
2021-2024,autismo_F840,solo_secundario,K769,2
2021-2024,autismo_F840,solo_secundario,S3200,2
2021-2024,autismo_F840,solo_secundario,B019,2
2021-2024,autismo_F840,solo_secundario,F193,2
2021-2024,autismo_F840,solo_secundario,T505,2
2021-2024,autismo_F840,solo_secundario,N906,2
2021-2024,autismo_F840,solo_secundario,T131,2
2021-2024,autismo_F840,solo_secundario,Q692,2
2021-2024,autismo_F840,solo_secundario,O600,2
2021-2024,autismo_F840,solo_secundario,O429,2
2021-2024,autismo_F840,solo_secundario,O244,2
2021-2024,autismo_F840,solo_secundario,O241,2
2021-2024,autismo_F840,solo_secundario,O141,2
2021-2024,autismo_F840,solo_secundario,O049,2
2021-2024,autismo_F840,solo_secundario,O021,2
2021-2024,autismo_F840,solo_secundario,T958,2
2021-2024,autismo_F840,solo_secundario,N939,2
2021-2024,autismo_F840,solo_secundario,T529,2
2021-2024,autismo_F840,solo_secundario,O990,2
2021-2024,autismo_F840,solo_secundario,N751,2
2021-2024,autismo_F840,solo_secundario,N739,2
2021-2024,autismo_F840,solo_secundario,N701,2
2021-2024,autismo_F840,solo_secundario,S8200,2
2021-2024,autismo_F840,solo_secundario,N488,2
2021-2024,autismo_F840,solo_secundario,N483,2
2021-2024,autismo_F840,solo_secundario,N481,2
2021-2024,autismo_F840,solo_secundario,T905,2
2021-2024,autismo_F840,solo_secundario,S5271,2
2021-2024,autismo_F840,solo_secundario,N410,2
2021-2024,autismo_F840,solo_secundario,T173,2
2021-2024,autismo_F840,solo_secundario,S8250,2
2021-2024,autismo_F840,solo_secundario,Q02,2
2021-2024,autismo_F840,solo_secundario,M310,2
2021-2024,autismo_F840,solo_secundario,A400,2
2021-2024,autismo_F840,solo_secundario,C710,2
2021-2024,autismo_F840,solo_secundario,Q643,2
2021-2024,autismo_F840,solo_secundario,Q644,2
2021-2024,autismo_F840,solo_secundario,C716,2
2021-2024,autismo_F840,solo_secundario,C719,2
2021-2024,autismo_F840,solo_secundario,Q505,2
2021-2024,autismo_F840,solo_secundario,Q660,2
2021-2024,autismo_F840,solo_secundario,Q390,2
2021-2024,autismo_F840,solo_secundario,U072,2
2021-2024,autismo_F840,solo_secundario,Q667,2
2021-2024,autismo_F840,solo_secundario,Q378,2
2021-2024,autismo_F840,solo_secundario,Q360,2
2021-2024,autismo_F840,solo_secundario,Q038,2
2021-2024,autismo_F840,solo_secundario,Q353,2
2021-2024,autismo_F840,solo_secundario,A162,2
2021-2024,autismo_F840,solo_secundario,Q254,2
2021-2024,autismo_F840,solo_secundario,S9251,2
2021-2024,autismo_F840,solo_secundario,Q234,2
2021-2024,autismo_F840,solo_secundario,Q203,2
2021-2024,autismo_F840,solo_secundario,Q175,2
2021-2024,autismo_F840,solo_secundario,S8290,2
2021-2024,autismo_F840,solo_secundario,Q100,2
2021-2024,autismo_F840,solo_secundario,Q690,2
2021-2024,autismo_F840,solo_secundario,Q039,2
2021-2024,autismo_F840,solo_secundario,C925,2
2021-2024,autismo_F840,solo_secundario,Z032,2
2021-2024,autismo_F840,solo_secundario,Q878,2
2021-2024,autismo_F840,solo_secundario,M6288,2
2021-2024,autismo_F840,solo_secundario,M7916,2
2021-2024,autismo_F840,solo_secundario,M7116,2
2021-2024,autismo_F840,solo_secundario,R17,2
2021-2024,autismo_F840,solo_secundario,A045,2
2021-2024,autismo_F840,solo_secundario,M6598,2
2021-2024,autismo_F840,solo_secundario,M6596,2
2021-2024,autismo_F840,solo_secundario,R268,2
2021-2024,autismo_F840,solo_secundario,M6595,2
2021-2024,autismo_F840,solo_secundario,S819,2
2021-2024,autismo_F840,solo_secundario,M6514,2
2021-2024,autismo_F840,solo_secundario,R402,2
2021-2024,autismo_F840,solo_secundario,B001,2
2021-2024,autismo_F840,solo_secundario,T175,2
2021-2024,autismo_F840,solo_secundario,S831,2
2021-2024,autismo_F840,solo_secundario,M6009,2
2021-2024,autismo_F840,solo_secundario,M6000,2
2021-2024,autismo_F840,solo_secundario,M5456,2
2021-2024,autismo_F840,solo_secundario,M4194,2
2021-2024,autismo_F840,solo_secundario,D110,2
2021-2024,autismo_F840,solo_secundario,M331,2
2021-2024,autismo_F840,solo_secundario,M330,2
2021-2024,autismo_F840,solo_secundario,A870,2
2021-2024,autismo_F840,solo_secundario,M329,2
2021-2024,autismo_F840,solo_secundario,M328,2
2021-2024,autismo_F840,solo_secundario,M7938,2
2021-2024,autismo_F840,solo_secundario,M7955,2
2021-2024,autismo_F840,solo_secundario,C541,2
2021-2024,autismo_F840,solo_secundario,M7966,2
2021-2024,autismo_F840,solo_secundario,N200,2
2021-2024,autismo_F840,solo_secundario,C959,2
2021-2024,autismo_F840,solo_secundario,T179,2
2021-2024,autismo_F840,solo_secundario,T887,2
2021-2024,autismo_F840,solo_secundario,B003,2
2021-2024,autismo_F840,solo_secundario,N137,2
2021-2024,autismo_F840,solo_secundario,R040,2
2021-2024,autismo_F840,solo_secundario,R068,2
2021-2024,autismo_F840,solo_secundario,T185,2
2021-2024,autismo_F840,solo_secundario,A048,2
2021-2024,autismo_F840,solo_secundario,N028,2
2021-2024,autismo_F840,solo_secundario,A410,2
2021-2024,autismo_F840,solo_secundario,N009,2
2021-2024,autismo_F840,solo_secundario,R101,2
2021-2024,autismo_F840,solo_secundario,M939,2
2021-2024,autismo_F840,solo_secundario,M938,2
2021-2024,autismo_F840,solo_secundario,M8697,2
2021-2024,autismo_F840,solo_secundario,M8696,2
2021-2024,autismo_F840,solo_secundario,M8686,2
2021-2024,autismo_F840,solo_secundario,R103,2
2021-2024,autismo_F840,solo_secundario,Z135,2
2021-2024,autismo_F840,solo_secundario,M8446,2
2021-2024,autismo_F840,solo_secundario,M8403,2
