era,definition,index_role,code,patients
2019-2020,F84_historico,solo_secundario,L033,1
2019-2020,F84_historico,solo_secundario,L080,1
2019-2020,F84_historico,solo_secundario,L088,1
2019-2020,F84_historico,solo_secundario,L509,1
2019-2020,F84_historico,solo_secundario,L929,1
2019-2020,F84_historico,solo_secundario,L518,1
2019-2020,F84_historico,solo_secundario,L52,1
2019-2020,F84_historico,solo_secundario,L539,1
2019-2020,F84_historico,solo_secundario,L720,1
2019-2020,F84_historico,solo_secundario,L728,1
2019-2020,F84_historico,solo_secundario,L732,1
2019-2020,F84_historico,solo_secundario,L83,1
2019-2020,F84_historico,solo_secundario,K853,1
2019-2020,F84_historico,solo_secundario,K808,1
2019-2020,F84_historico,solo_secundario,K759,1
2019-2020,F84_historico,solo_secundario,K754,1
2019-2020,F84_historico,solo_secundario,K419,1
2019-2020,F84_historico,solo_secundario,K500,1
2019-2020,F84_historico,solo_secundario,K560,1
2019-2020,F84_historico,solo_secundario,K565,1
2019-2020,F84_historico,solo_secundario,K589,1
2019-2020,F84_historico,solo_secundario,K593,1
2019-2020,F84_historico,solo_secundario,K602,1
2019-2020,F84_historico,solo_secundario,K605,1
2019-2020,F84_historico,solo_secundario,K610,1
2019-2020,F84_historico,solo_secundario,K621,1
2019-2020,F84_historico,solo_secundario,K632,1
2019-2020,F84_historico,solo_secundario,K635,1
2019-2020,F84_historico,solo_secundario,K649,1
2019-2020,F84_historico,solo_secundario,K659,1
2019-2020,F84_historico,solo_secundario,K739,1
2019-2020,F84_historico,solo_secundario,L902,1
2019-2020,F84_historico,solo_secundario,L984,1
2019-2020,F84_historico,solo_secundario,K315,1
2019-2020,F84_historico,solo_secundario,M8725,1
2019-2020,F84_historico,solo_secundario,M7966,1
2019-2020,F84_historico,solo_secundario,M8407,1
2019-2020,F84_historico,solo_secundario,M8565,1
2019-2020,F84_historico,solo_secundario,M8589,1
2019-2020,F84_historico,solo_secundario,M8618,1
2019-2020,F84_historico,solo_secundario,M8690,1
2019-2020,F84_historico,solo_secundario,M8695,1
2019-2020,F84_historico,solo_secundario,M8793,1
2019-2020,F84_historico,solo_secundario,M0095,1
2019-2020,F84_historico,solo_secundario,M9486,1
2019-2020,F84_historico,solo_secundario,N041,1
2019-2020,F84_historico,solo_secundario,N048,1
2019-2020,F84_historico,solo_secundario,N110,1
2019-2020,F84_historico,solo_secundario,N138,1
2019-2020,F84_historico,solo_secundario,N178,1
2019-2020,F84_historico,solo_secundario,N183,1
2019-2020,F84_historico,solo_secundario,M7958,1
2019-2020,F84_historico,solo_secundario,M7248,1
2019-2020,F84_historico,solo_secundario,M7046,1
2019-2020,F84_historico,solo_secundario,M6594,1
2019-2020,F84_historico,solo_secundario,M0236,1
2019-2020,F84_historico,solo_secundario,M201,1
2019-2020,F84_historico,solo_secundario,M2105,1
2019-2020,F84_historico,solo_secundario,M2319,1
2019-2020,F84_historico,solo_secundario,M2329,1
2019-2020,F84_historico,solo_secundario,M2445,1
2019-2020,F84_historico,solo_secundario,M2446,1
2019-2020,F84_historico,solo_secundario,M313,1
2019-2020,F84_historico,solo_secundario,M321,1
2019-2020,F84_historico,solo_secundario,M4105,1
2019-2020,F84_historico,solo_secundario,M4125,1
2019-2020,F84_historico,solo_secundario,M4144,1
2019-2020,F84_historico,solo_secundario,M4149,1
2019-2020,F84_historico,solo_secundario,M4618,1
2019-2020,F84_historico,solo_secundario,M4646,1
2019-2020,F84_historico,solo_secundario,K402,1
2019-2020,F84_historico,solo_secundario,K299,1
2019-2020,F84_historico,solo_secundario,H268,1
2019-2020,F84_historico,solo_secundario,I776,1
2019-2020,F84_historico,solo_secundario,I469,1
2019-2020,F84_historico,solo_secundario,I472,1
2019-2020,F84_historico,solo_secundario,I619,1
2019-2020,F84_historico,solo_secundario,I620,1
2019-2020,F84_historico,solo_secundario,I629,1
2019-2020,F84_historico,solo_secundario,I638,1
2019-2020,F84_historico,solo_secundario,I679,1
2019-2020,F84_historico,solo_secundario,I802,1
2019-2020,F84_historico,solo_secundario,J180,1
2019-2020,F84_historico,solo_secundario,I888,1
2019-2020,F84_historico,solo_secundario,I889,1
2019-2020,F84_historico,solo_secundario,J028,1
2019-2020,F84_historico,solo_secundario,J029,1
2019-2020,F84_historico,solo_secundario,J039,1
2019-2020,F84_historico,solo_secundario,J050,1
2019-2020,F84_historico,solo_secundario,J157,1
2019-2020,F84_historico,solo_secundario,I442,1
2019-2020,F84_historico,solo_secundario,I441,1
2019-2020,F84_historico,solo_secundario,I351,1
2019-2020,F84_historico,solo_secundario,I270,1
2019-2020,F84_historico,solo_secundario,H332,1
2019-2020,F84_historico,solo_secundario,H428,1
2019-2020,F84_historico,solo_secundario,H46,1
2019-2020,F84_historico,solo_secundario,H471,1
2019-2020,F84_historico,solo_secundario,H493,1
2019-2020,F84_historico,solo_secundario,H55,1
2019-2020,F84_historico,solo_secundario,H659,1
2019-2020,F84_historico,solo_secundario,H663,1
2019-2020,F84_historico,solo_secundario,H700,1
2019-2020,F84_historico,solo_secundario,H71,1
2019-2020,F84_historico,solo_secundario,H900,1
2019-2020,F84_historico,solo_secundario,H903,1
2019-2020,F84_historico,solo_secundario,H905,1
2019-2020,F84_historico,solo_secundario,I211,1
2019-2020,F84_historico,solo_secundario,I269,1
2019-2020,F84_historico,solo_secundario,J158,1
2019-2020,F84_historico,solo_secundario,J211,1
2019-2020,F84_historico,solo_secundario,K297,1
2019-2020,F84_historico,solo_secundario,K092,1
2019-2020,F84_historico,solo_secundario,K044,1
2019-2020,F84_historico,solo_secundario,K046,1
2019-2020,F84_historico,solo_secundario,K048,1
2019-2020,F84_historico,solo_secundario,K052,1
2019-2020,F84_historico,solo_secundario,K073,1
2019-2020,F84_historico,solo_secundario,K076,1
2019-2020,F84_historico,solo_secundario,K083,1
2019-2020,F84_historico,solo_secundario,K102,1
2019-2020,F84_historico,solo_secundario,J304,1
2019-2020,F84_historico,solo_secundario,K108,1
2019-2020,F84_historico,solo_secundario,K112,1
2019-2020,F84_historico,solo_secundario,K113,1
2019-2020,F84_historico,solo_secundario,K117,1
2019-2020,F84_historico,solo_secundario,K123,1
2019-2020,F84_historico,solo_secundario,K222,1
2019-2020,F84_historico,solo_secundario,K250,1
2019-2020,F84_historico,solo_secundario,K023,1
2019-2020,F84_historico,solo_secundario,J984,1
2019-2020,F84_historico,solo_secundario,J939,1
2019-2020,F84_historico,solo_secundario,J931,1
2019-2020,F84_historico,solo_secundario,J329,1
2019-2020,F84_historico,solo_secundario,J343,1
2019-2020,F84_historico,solo_secundario,J36,1
2019-2020,F84_historico,solo_secundario,J398,1
2019-2020,F84_historico,solo_secundario,J40,1
2019-2020,F84_historico,solo_secundario,J42,1
2019-2020,F84_historico,solo_secundario,J448,1
2019-2020,F84_historico,solo_secundario,J449,1
2019-2020,F84_historico,solo_secundario,J47,1
2019-2020,F84_historico,solo_secundario,J698,1
2019-2020,F84_historico,solo_secundario,J81,1
2019-2020,F84_historico,solo_secundario,J849,1
2019-2020,F84_historico,solo_secundario,J850,1
2019-2020,F84_historico,solo_secundario,J851,1
2019-2020,F84_historico,solo_secundario,J869,1
2019-2020,F84_historico,solo_secundario,Z916,1
2021-2024,autismo_F840,solo_secundario,N47,677
2021-2024,autismo_F840,principal,F840,526
2021-2024,autismo_F840,solo_secundario,K358,373
2021-2024,autismo_F840,solo_secundario,J353,338
2021-2024,autismo_F840,solo_secundario,G409,311
2021-2024,autismo_F840,solo_secundario,J46,298
2021-2024,autismo_F840,solo_secundario,F322,190
2021-2024,autismo_F840,solo_secundario,K029,187
2021-2024,autismo_F840,solo_secundario,K353,147
2021-2024,autismo_F840,solo_secundario,J121,134
2021-2024,autismo_F840,solo_secundario,A080,133
2021-2024,autismo_F840,solo_secundario,Q531,125
2021-2024,autismo_F840,solo_secundario,J129,123
2021-2024,autismo_F840,solo_secundario,J128,112
2021-2024,autismo_F840,solo_secundario,R568,111
2021-2024,autismo_F840,solo_secundario,T432,107
2021-2024,autismo_F840,solo_secundario,K352,105
2021-2024,autismo_F840,solo_secundario,A099,103
2021-2024,autismo_F840,solo_secundario,J209,102
2021-2024,autismo_F840,solo_secundario,F329,95
2021-2024,autismo_F840,solo_secundario,J159,95
2021-2024,autismo_F840,solo_secundario,A090,94
2021-2024,autismo_F840,solo_secundario,Q532,89
2021-2024,autismo_F840,solo_secundario,S4240,83
2021-2024,autismo_F840,solo_secundario,F603,82
2021-2024,autismo_F840,solo_secundario,Z518,82
2021-2024,autismo_F840,solo_secundario,J189,81
2021-2024,autismo_F840,solo_secundario,K590,79
2021-2024,autismo_F840,solo_secundario,T435,79
2021-2024,autismo_F840,solo_secundario,J351,78
2021-2024,autismo_F840,solo_secundario,E101,74
2021-2024,autismo_F840,solo_secundario,G403,73
2021-2024,autismo_F840,solo_secundario,J206,72
2021-2024,autismo_F840,solo_secundario,F412,68
2021-2024,autismo_F840,solo_secundario,K028,68
2021-2024,autismo_F840,solo_secundario,G408,66
2021-2024,autismo_F840,solo_secundario,F323,66
2021-2024,autismo_F840,solo_secundario,R458,65
2021-2024,autismo_F840,solo_secundario,T391,63
2021-2024,autismo_F840,solo_secundario,T424,63
2021-2024,autismo_F840,solo_secundario,J352,62
2021-2024,autismo_F840,solo_secundario,Z138,61
2021-2024,autismo_F840,solo_secundario,K564,61
2021-2024,autismo_F840,solo_secundario,K802,60
2021-2024,autismo_F840,solo_secundario,F29,58
2021-2024,autismo_F840,solo_secundario,N10,56
2021-2024,autismo_F840,solo_secundario,U071,56
2021-2024,autismo_F840,solo_secundario,J123,55
2021-2024,autismo_F840,solo_secundario,J157,51
2021-2024,autismo_F840,solo_secundario,H509,51
2021-2024,autismo_F840,solo_secundario,N44,50
2021-2024,autismo_F840,solo_secundario,F432,49
2021-2024,autismo_F840,solo_secundario,T433,48
2021-2024,autismo_F840,solo_secundario,F239,46
2021-2024,autismo_F840,solo_secundario,G401,45
2021-2024,autismo_F840,solo_secundario,N390,44
2021-2024,autismo_F840,solo_secundario,F919,44
2021-2024,autismo_F840,solo_secundario,F431,42
2021-2024,autismo_F840,solo_secundario,K409,42
2021-2024,autismo_F840,solo_secundario,K021,41
2021-2024,autismo_F840,solo_secundario,R560,41
2021-2024,autismo_F840,solo_secundario,S5250,40
2021-2024,autismo_F840,solo_secundario,K429,39
2021-2024,autismo_F840,solo_secundario,G404,39
2021-2024,autismo_F840,solo_secundario,K010,39
2021-2024,autismo_F840,solo_secundario,G473,37
2021-2024,autismo_F840,solo_secundario,Z038,35
2021-2024,autismo_F840,solo_secundario,S0690,34
2021-2024,autismo_F840,solo_secundario,Z133,34
2021-2024,autismo_F840,solo_secundario,S517,32
2021-2024,autismo_F840,solo_secundario,F319,32
2021-2024,autismo_F840,solo_secundario,J459,32
2021-2024,autismo_F840,solo_secundario,F321,31
2021-2024,autismo_F840,solo_secundario,T850,30
2021-2024,autismo_F840,solo_secundario,L032,30
2021-2024,autismo_F840,solo_secundario,J205,30
2021-2024,autismo_F840,solo_secundario,F609,30
2021-2024,autismo_F840,solo_secundario,L031,30
2021-2024,autismo_F840,solo_secundario,S519,29
2021-2024,autismo_F840,solo_secundario,H501,29
2021-2024,autismo_F840,solo_secundario,Q668,29
2021-2024,autismo_F840,solo_secundario,K122,28
2021-2024,autismo_F840,solo_secundario,J00,28
2021-2024,autismo_F840,solo_secundario,T426,28
2021-2024,autismo_F840,solo_secundario,L600,27
2021-2024,autismo_F840,solo_secundario,F913,27
2021-2024,autismo_F840,solo_secundario,Q381,26
2021-2024,autismo_F840,solo_secundario,G419,26
2021-2024,autismo_F840,solo_secundario,F500,26
2021-2024,autismo_F840,solo_secundario,Z470,26
2021-2024,autismo_F840,solo_secundario,J100,26
2021-2024,autismo_F840,solo_secundario,J690,25
2021-2024,autismo_F840,solo_secundario,C910,25
2021-2024,autismo_F840,solo_secundario,J101,25
2021-2024,autismo_F840,solo_secundario,F419,24
2021-2024,autismo_F840,solo_secundario,J350,24
2021-2024,autismo_F840,solo_secundario,J9609,24
2021-2024,autismo_F840,solo_secundario,F982,24
2021-2024,autismo_F840,solo_secundario,A084,24
2021-2024,autismo_F840,solo_secundario,F918,23
2021-2024,autismo_F840,solo_secundario,R509,23
2021-2024,autismo_F840,solo_secundario,J120,23
2021-2024,autismo_F840,solo_secundario,J158,22
2021-2024,autismo_F840,solo_secundario,T212,22
2021-2024,autismo_F840,solo_secundario,S8280,22
2021-2024,autismo_F840,solo_secundario,J208,22
2021-2024,autismo_F840,solo_secundario,D70,22
2021-2024,autismo_F840,solo_secundario,K566,21
2021-2024,autismo_F840,solo_secundario,K047,21
2021-2024,autismo_F840,solo_secundario,R11,21
2021-2024,autismo_F840,solo_secundario,Z134,21
2021-2024,autismo_F840,solo_secundario,R451,21
2021-2024,autismo_F840,solo_secundario,T509,20
2021-2024,autismo_F840,solo_secundario,J040,20
2021-2024,autismo_F840,solo_secundario,T181,20
2021-2024,autismo_F840,solo_secundario,K800,20
2021-2024,autismo_F840,solo_secundario,A020,19
2021-2024,autismo_F840,solo_secundario,M4115,19
2021-2024,autismo_F840,solo_secundario,T393,19
2021-2024,autismo_F840,solo_secundario,K529,19
2021-2024,autismo_F840,solo_secundario,F209,19
2021-2024,autismo_F840,solo_secundario,H919,19
2021-2024,autismo_F840,solo_secundario,J13,19
2021-2024,autismo_F840,solo_secundario,S8220,19
2021-2024,autismo_F840,solo_secundario,J188,19
2021-2024,autismo_F840,solo_secundario,S6261,19
2021-2024,autismo_F840,solo_secundario,S5260,19
2021-2024,autismo_F840,solo_secundario,J122,18
2021-2024,autismo_F840,solo_secundario,J069,18
2021-2024,autismo_F840,solo_secundario,S5240,17
2021-2024,autismo_F840,solo_secundario,E106,17
2021-2024,autismo_F840,solo_secundario,L059,17
2021-2024,autismo_F840,solo_secundario,Q539,17
2021-2024,autismo_F840,solo_secundario,T71,16
2021-2024,autismo_F840,solo_secundario,T202,16
2021-2024,autismo_F840,solo_secundario,Z511,16
2021-2024,autismo_F840,solo_secundario,F39,16
2021-2024,autismo_F840,solo_secundario,H669,15
2021-2024,autismo_F840,solo_secundario,S018,15
2021-2024,autismo_F840,solo_secundario,S5200,15
2021-2024,autismo_F840,solo_secundario,F200,15
2021-2024,autismo_F840,solo_secundario,S015,15
2021-2024,autismo_F840,solo_secundario,E162,15
2021-2024,autismo_F840,solo_secundario,S8230,15
2021-2024,autismo_F840,solo_secundario,I880,15
2021-2024,autismo_F840,solo_secundario,H050,14
2021-2024,autismo_F840,solo_secundario,S4230,14
2021-2024,autismo_F840,solo_secundario,K801,14
2021-2024,autismo_F840,solo_secundario,D693,14
2021-2024,autismo_F840,solo_secundario,F608,14
2021-2024,autismo_F840,solo_secundario,E109,14
2021-2024,autismo_F840,solo_secundario,G418,14
2021-2024,autismo_F840,solo_secundario,K001,14
2021-2024,autismo_F840,solo_secundario,M2157,14
2021-2024,autismo_F840,solo_secundario,K922,14
2021-2024,autismo_F840,solo_secundario,E86,13
2021-2024,autismo_F840,solo_secundario,J9600,13
2021-2024,autismo_F840,solo_secundario,G410,13
2021-2024,autismo_F840,solo_secundario,F202,13
2021-2024,autismo_F840,solo_secundario,S5290,13
2021-2024,autismo_F840,solo_secundario,Z137,13
2021-2024,autismo_F840,solo_secundario,L050,13
2021-2024,autismo_F840,solo_secundario,S0210,13
2021-2024,autismo_F840,solo_secundario,T252,13
2021-2024,autismo_F840,solo_secundario,J181,12
2021-2024,autismo_F840,solo_secundario,F411,12
2021-2024,autismo_F840,solo_secundario,M4145,12
2021-2024,autismo_F840,solo_secundario,J36,12
2021-2024,autismo_F840,solo_secundario,S5280,12
2021-2024,autismo_F840,solo_secundario,I471,12
2021-2024,autismo_F840,solo_secundario,T430,12
2021-2024,autismo_F840,solo_secundario,J342,12
2021-2024,autismo_F840,solo_secundario,N62,12
2021-2024,autismo_F840,solo_secundario,Q541,12
2021-2024,autismo_F840,solo_secundario,S6260,12
2021-2024,autismo_F840,solo_secundario,R55,12
2021-2024,autismo_F840,solo_secundario,R13,12
2021-2024,autismo_F840,solo_secundario,J050,12
2021-2024,autismo_F840,solo_secundario,N433,11
2021-2024,autismo_F840,solo_secundario,J14,11
2021-2024,autismo_F840,solo_secundario,T543,11
2021-2024,autismo_F840,solo_secundario,E46,11
2021-2024,autismo_F840,solo_secundario,T742,11
2021-2024,autismo_F840,solo_secundario,S7230,11
2021-2024,autismo_F840,solo_secundario,K519,11
2021-2024,autismo_F840,solo_secundario,F28,11
2021-2024,autismo_F840,solo_secundario,A082,11
2021-2024,autismo_F840,solo_secundario,D480,11
2021-2024,autismo_F840,solo_secundario,S0640,11
2021-2024,autismo_F840,solo_secundario,Z018,11
2021-2024,autismo_F840,solo_secundario,K37,11
2021-2024,autismo_F840,solo_secundario,K859,11
2021-2024,autismo_F840,solo_secundario,T810,11
2021-2024,autismo_F840,solo_secundario,A86,10
2021-2024,autismo_F840,solo_secundario,K650,10
2021-2024,autismo_F840,solo_secundario,Q665,10
2021-2024,autismo_F840,solo_secundario,G048,10
2021-2024,autismo_F840,solo_secundario,K011,10
2021-2024,autismo_F840,solo_secundario,S0220,10
2021-2024,autismo_F840,solo_secundario,T242,10
2021-2024,autismo_F840,solo_secundario,K720,10
2021-2024,autismo_F840,solo_secundario,A419,10
2021-2024,autismo_F840,solo_secundario,F508,10
2021-2024,autismo_F840,solo_secundario,L040,10
2021-2024,autismo_F840,solo_secundario,D487,10
2021-2024,autismo_F840,solo_secundario,S619,9
2021-2024,autismo_F840,solo_secundario,H500,9
2021-2024,autismo_F840,solo_secundario,S5230,9
2021-2024,autismo_F840,solo_secundario,K219,9
2021-2024,autismo_F840,solo_secundario,S7290,9
2021-2024,autismo_F840,solo_secundario,E43,9
2021-2024,autismo_F840,solo_secundario,F639,9
2021-2024,autismo_F840,solo_secundario,S518,9
2021-2024,autismo_F840,solo_secundario,E872,9
2021-2024,autismo_F840,solo_secundario,F430,9
2021-2024,autismo_F840,solo_secundario,F429,9
2021-2024,autismo_F840,solo_secundario,T751,9
2021-2024,autismo_F840,solo_secundario,F09,9
2021-2024,autismo_F840,solo_secundario,T814,9
2021-2024,autismo_F840,solo_secundario,A083,9
2021-2024,autismo_F840,solo_secundario,F312,9
2021-2024,autismo_F840,solo_secundario,H506,9
2021-2024,autismo_F840,solo_secundario,E111,9
2021-2024,autismo_F840,solo_secundario,N459,9
2021-2024,autismo_F840,solo_secundario,Q549,9
2021-2024,autismo_F840,solo_secundario,Q740,9
2021-2024,autismo_F840,solo_secundario,K920,9
2021-2024,autismo_F840,solo_secundario,Q540,9
2021-2024,autismo_F840,solo_secundario,L024,9
2021-2024,autismo_F840,solo_secundario,O420,9
2021-2024,autismo_F840,solo_secundario,S411,9
2021-2024,autismo_F840,solo_secundario,K810,9
2021-2024,autismo_F840,solo_secundario,S009,9
2021-2024,autismo_F840,solo_secundario,N179,9
2021-2024,autismo_F840,solo_secundario,S0200,9
2021-2024,autismo_F840,solo_secundario,T450,8
2021-2024,autismo_F840,solo_secundario,T813,8
2021-2024,autismo_F840,solo_secundario,T510,8
2021-2024,autismo_F840,solo_secundario,L020,8
2021-2024,autismo_F840,solo_secundario,Z033,8
2021-2024,autismo_F840,solo_secundario,N049,8
2021-2024,autismo_F840,solo_secundario,M9115,8
2021-2024,autismo_F840,solo_secundario,H652,8
2021-2024,autismo_F840,solo_secundario,G049,8
2021-2024,autismo_F840,solo_secundario,J22,8
2021-2024,autismo_F840,solo_secundario,F208,8
2021-2024,autismo_F840,solo_secundario,C629,8
2021-2024,autismo_F840,solo_secundario,G402,8
2021-2024,autismo_F840,solo_secundario,K528,8
2021-2024,autismo_F840,solo_secundario,R104,8
2021-2024,autismo_F840,solo_secundario,J068,8
2021-2024,autismo_F840,solo_secundario,S7200,8
2021-2024,autismo_F840,solo_secundario,H700,8
2021-2024,autismo_F840,solo_secundario,J039,8
2021-2024,autismo_F840,solo_secundario,G610,8
2021-2024,autismo_F840,solo_secundario,Z540,8
2021-2024,autismo_F840,solo_secundario,M2147,7
2021-2024,autismo_F840,solo_secundario,L720,7
2021-2024,autismo_F840,solo_secundario,M303,7
2021-2024,autismo_F840,solo_secundario,F233,7
2021-2024,autismo_F840,solo_secundario,K561,7
2021-2024,autismo_F840,solo_secundario,K052,7
2021-2024,autismo_F840,solo_secundario,J450,7
2021-2024,autismo_F840,solo_secundario,T427,7
2021-2024,autismo_F840,solo_secundario,M930,7
2021-2024,autismo_F840,solo_secundario,T568,7
2021-2024,autismo_F840,solo_secundario,N185,7
2021-2024,autismo_F840,solo_secundario,N432,7
2021-2024,autismo_F840,solo_secundario,F900,7
2021-2024,autismo_F840,solo_secundario,O993,7
2021-2024,autismo_F840,solo_secundario,Q172,7
2021-2024,autismo_F840,solo_secundario,T222,7
2021-2024,autismo_F840,solo_secundario,G400,7
2021-2024,autismo_F840,solo_secundario,T141,7
2021-2024,autismo_F840,solo_secundario,S8210,7
2021-2024,autismo_F840,solo_secundario,S711,7
2021-2024,autismo_F840,solo_secundario,S618,7
2021-2024,autismo_F840,solo_secundario,G930,7
2021-2024,autismo_F840,solo_secundario,S011,7
2021-2024,autismo_F840,solo_secundario,K808,7
2021-2024,autismo_F840,solo_secundario,K851,7
2021-2024,autismo_F840,solo_secundario,D694,7
2021-2024,autismo_F840,solo_secundario,D619,7
2021-2024,autismo_F840,solo_secundario,D232,7
2021-2024,autismo_F840,solo_secundario,B002,7
2021-2024,autismo_F840,solo_secundario,A38,7
2021-2024,autismo_F840,solo_secundario,A047,7
2021-2024,autismo_F840,solo_secundario,K402,6
2021-2024,autismo_F840,solo_secundario,H660,6
2021-2024,autismo_F840,solo_secundario,N508,6
2021-2024,autismo_F840,solo_secundario,F449,6
2021-2024,autismo_F840,solo_secundario,B270,6
2021-2024,autismo_F840,solo_secundario,C73,6
2021-2024,autismo_F840,solo_secundario,B279,6
2021-2024,autismo_F840,solo_secundario,B340,6
2021-2024,autismo_F840,solo_secundario,E116,6
2021-2024,autismo_F840,solo_secundario,F328,6
2021-2024,autismo_F840,solo_secundario,Q851,6
2021-2024,autismo_F840,solo_secundario,R418,6
2021-2024,autismo_F840,solo_secundario,R51,6
2021-2024,autismo_F840,solo_secundario,R590,6
2021-2024,autismo_F840,solo_secundario,S013,6
2021-2024,autismo_F840,solo_secundario,S0280,6
2021-2024,autismo_F840,solo_secundario,F410,6
2021-2024,autismo_F840,solo_secundario,S099,6
2021-2024,autismo_F840,solo_secundario,T16,6
2021-2024,autismo_F840,solo_secundario,S9230,6
2021-2024,autismo_F840,solo_secundario,T182,6
2021-2024,autismo_F840,solo_secundario,J210,6
2021-2024,autismo_F840,solo_secundario,K36,6
2021-2024,autismo_F840,solo_secundario,F638,6
2021-2024,autismo_F840,solo_secundario,F809,6
2021-2024,autismo_F840,solo_secundario,F849,6
2021-2024,autismo_F840,solo_secundario,K040,6
2021-2024,autismo_F840,solo_secundario,D430,6
2021-2024,autismo_F840,solo_secundario,T292,6
2021-2024,autismo_F840,solo_secundario,T183,6
2021-2024,autismo_F840,solo_secundario,J869,6
2021-2024,autismo_F840,solo_secundario,G932,6
2021-2024,autismo_F840,solo_secundario,D593,6
2021-2024,autismo_F840,solo_secundario,D649,6
2021-2024,autismo_F840,solo_secundario,T383,5
2021-2024,autismo_F840,solo_secundario,S0620,5
2021-2024,autismo_F840,solo_secundario,T421,5
2021-2024,autismo_F840,solo_secundario,G119,5
2021-2024,autismo_F840,solo_secundario,G710,5
2021-2024,autismo_F840,solo_secundario,T405,5
2021-2024,autismo_F840,solo_secundario,S7240,5
2021-2024,autismo_F840,solo_secundario,S5270,5
2021-2024,autismo_F840,solo_secundario,S6251,5
2021-2024,autismo_F840,solo_secundario,T189,5
2021-2024,autismo_F840,solo_secundario,G411,5
2021-2024,autismo_F840,solo_secundario,G479,5
2021-2024,autismo_F840,solo_secundario,S9250,5
2021-2024,autismo_F840,solo_secundario,F911,5
2021-2024,autismo_F840,solo_secundario,T232,5
2021-2024,autismo_F840,solo_secundario,S4200,5
2021-2024,autismo_F840,solo_secundario,Q741,5
2021-2024,autismo_F840,solo_secundario,S0600,5
2021-2024,autismo_F840,solo_secundario,G934,5
2021-2024,autismo_F840,solo_secundario,K562,5
2021-2024,autismo_F840,solo_secundario,K565,5
2021-2024,autismo_F840,solo_secundario,K625,5
2021-2024,autismo_F840,solo_secundario,K805,5
2021-2024,autismo_F840,solo_secundario,L023,5
2021-2024,autismo_F840,solo_secundario,L030,5
2021-2024,autismo_F840,solo_secundario,D162,5
2021-2024,autismo_F840,solo_secundario,J851,5
2021-2024,autismo_F840,solo_secundario,J40,5
2021-2024,autismo_F840,solo_secundario,M220,5
2021-2024,autismo_F840,solo_secundario,D508,5
2021-2024,autismo_F840,solo_secundario,J219,5
2021-2024,autismo_F840,solo_secundario,J111,5
2021-2024,autismo_F840,solo_secundario,J09,5
2021-2024,autismo_F840,solo_secundario,N059,5
2021-2024,autismo_F840,solo_secundario,J030,5
2021-2024,autismo_F840,solo_secundario,N201,5
2021-2024,autismo_F840,solo_secundario,N319,5
2021-2024,autismo_F840,solo_secundario,I889,5
2021-2024,autismo_F840,solo_secundario,N835,5
2021-2024,autismo_F840,solo_secundario,Q070,5
2021-2024,autismo_F840,solo_secundario,Q120,5
2021-2024,autismo_F840,solo_secundario,Q211,5
2021-2024,autismo_F840,solo_secundario,H71,5
2021-2024,autismo_F840,solo_secundario,Q676,5
2021-2024,autismo_F840,solo_secundario,H653,5
2021-2024,autismo_F840,solo_secundario,A483,5
2021-2024,autismo_F840,solo_secundario,Q892,5
2021-2024,autismo_F840,solo_secundario,S014,5
2021-2024,autismo_F840,solo_secundario,F721,5
2021-2024,autismo_F840,solo_secundario,F192,5
2021-2024,autismo_F840,solo_secundario,T634,5
2021-2024,autismo_F840,solo_secundario,F318,5
2021-2024,autismo_F840,solo_secundario,E840,5
2021-2024,autismo_F840,solo_secundario,Z514,5
2021-2024,autismo_F840,solo_secundario,Z302,5
2021-2024,autismo_F840,solo_secundario,F069,5
2021-2024,autismo_F840,solo_secundario,Z430,5
2021-2024,autismo_F840,solo_secundario,F220,5
2021-2024,autismo_F840,solo_secundario,F439,5
2021-2024,autismo_F840,solo_secundario,I639,4
2021-2024,autismo_F840,solo_secundario,F332,4
2021-2024,autismo_F840,solo_secundario,H659,4
2021-2024,autismo_F840,solo_secundario,H903,4
2021-2024,autismo_F840,solo_secundario,H905,4
2021-2024,autismo_F840,solo_secundario,Q627,4
2021-2024,autismo_F840,solo_secundario,Q556,4
2021-2024,autismo_F840,solo_secundario,O800,4
2021-2024,autismo_F840,solo_secundario,Q369,4
2021-2024,autismo_F840,solo_secundario,I330,4
2021-2024,autismo_F840,solo_secundario,F314,4
2021-2024,autismo_F840,solo_secundario,H650,4
2021-2024,autismo_F840,solo_secundario,N832,4
2021-2024,autismo_F840,solo_secundario,T436,4
2021-2024,autismo_F840,solo_secundario,F316,4
2021-2024,autismo_F840,solo_secundario,Q379,4
2021-2024,autismo_F840,solo_secundario,Q760,4
2021-2024,autismo_F840,solo_secundario,K388,4
2021-2024,autismo_F840,solo_secundario,S010,4
2021-2024,autismo_F840,solo_secundario,S3280,4
2021-2024,autismo_F840,solo_secundario,T818,4
2021-2024,autismo_F840,solo_secundario,T827,4
2021-2024,autismo_F840,solo_secundario,G938,4
2021-2024,autismo_F840,solo_secundario,S0260,4
2021-2024,autismo_F840,solo_secundario,T848,4
2021-2024,autismo_F840,solo_secundario,S012,4
2021-2024,autismo_F840,solo_secundario,H000,4
2021-2024,autismo_F840,solo_secundario,J029,4
2021-2024,autismo_F840,solo_secundario,E161,4
2021-2024,autismo_F840,solo_secundario,F341,4
2021-2024,autismo_F840,solo_secundario,R31,4
2021-2024,autismo_F840,solo_secundario,R270,4
