year,definition,sex,age_group,comuna_norm,persons
2024,F84_historico,HOMBRE,10-14,LA REINA,2
2024,F84_historico,HOMBRE,10-14,LA SERENA,22
2024,F84_historico,HOMBRE,10-14,LA UNION,1
2024,F84_historico,HOMBRE,10-14,LAJA,1
2024,F84_historico,HOMBRE,10-14,LAMPA,8
2024,F84_historico,HOMBRE,10-14,LANCO,1
2024,F84_historico,HOMBRE,10-14,LAS CABRAS,1
2024,F84_historico,HOMBRE,10-14,LAS CONDES,3
2024,F84_historico,HOMBRE,10-14,LAUTARO,5
2024,F84_historico,HOMBRE,10-14,LEBU,1
2024,F84_historico,HOMBRE,10-14,LIMACHE,1
2024,F84_historico,HOMBRE,10-14,LINARES,8
2024,F84_historico,HOMBRE,10-14,LLAILLAY,1
2024,F84_historico,HOMBRE,10-14,LLANQUIHUE,2
2024,F84_historico,HOMBRE,10-14,LO BARNECHEA,1
2024,F84_historico,HOMBRE,10-14,LO ESPEJO,5
2024,F84_historico,HOMBRE,10-14,LO PRADO,2
2024,F84_historico,HOMBRE,10-14,LONGAVI,1
2024,F84_historico,HOMBRE,10-14,LOS ALAMOS,1
2024,F84_historico,HOMBRE,10-14,LOS ANDES,2
2024,F84_historico,HOMBRE,10-14,LOS ANGELES,23
2024,F84_historico,HOMBRE,10-14,LOS MUERMOS,1
2024,F84_historico,HOMBRE,10-14,LOS VILOS,1
2024,F84_historico,HOMBRE,10-14,LOTA,9
2024,F84_historico,HOMBRE,10-14,MACHALI,2
2024,F84_historico,HOMBRE,10-14,MACUL,8
2024,F84_historico,HOMBRE,10-14,MAIPU,18
2024,F84_historico,HOMBRE,10-14,MARCHIHUE,1
2024,F84_historico,HOMBRE,10-14,MARIA PINTO,1
2024,F84_historico,HOMBRE,10-14,MAULE,4
2024,F84_historico,HOMBRE,10-14,MEJILLONES,1
2024,F84_historico,HOMBRE,10-14,MELIPILLA,3
2024,F84_historico,HOMBRE,10-14,MOLINA,3
2024,F84_historico,HOMBRE,10-14,MONTE PATRIA,4
2024,F84_historico,HOMBRE,10-14,MOSTAZAL,1
2024,F84_historico,HOMBRE,10-14,MULCHEN,2
2024,F84_historico,HOMBRE,10-14,NAVIDAD,1
2024,F84_historico,HOMBRE,10-14,NEGRETE,2
2024,F84_historico,HOMBRE,10-14,NOGALES,2
2024,F84_historico,HOMBRE,10-14,NUEVA IMPERIAL,3
2024,F84_historico,HOMBRE,10-14,NUNOA,5
2024,F84_historico,HOMBRE,10-14,OLIVAR,1
2024,F84_historico,HOMBRE,10-14,OLMUE,2
2024,F84_historico,HOMBRE,10-14,OSORNO,19
2024,F84_historico,HOMBRE,10-14,OVALLE,11
2024,F84_historico,HOMBRE,10-14,PADRE HURTADO,2
2024,F84_historico,HOMBRE,10-14,PADRE LAS CASAS,5
2024,F84_historico,HOMBRE,10-14,PAINE,6
2024,F84_historico,HOMBRE,10-14,PALMILLA,1
2024,F84_historico,HOMBRE,10-14,PANGUIPULLI,1
2024,F84_historico,HOMBRE,10-14,PAPUDO,2
2024,F84_historico,HOMBRE,10-14,PAREDONES,1
2024,F84_historico,HOMBRE,10-14,PARRAL,3
2024,F84_historico,HOMBRE,10-14,PEDRO AGUIRRE CERDA,8
2024,F84_historico,HOMBRE,10-14,PELARCO,1
2024,F84_historico,HOMBRE,10-14,PENAFLOR,2
2024,F84_historico,HOMBRE,10-14,PENALOLEN,3
2024,F84_historico,HOMBRE,10-14,PENCO,7
2024,F84_historico,HOMBRE,10-14,PERALILLO,1
2024,F84_historico,HOMBRE,10-14,PETORCA,1
2024,F84_historico,HOMBRE,10-14,PORVENIR,1
2024,F84_historico,HOMBRE,10-14,POZO ALMONTE,2
2024,F84_historico,HOMBRE,10-14,PROVIDENCIA,8
2024,F84_historico,HOMBRE,10-14,PUDAHUEL,9
2024,F84_historico,HOMBRE,10-14,PUENTE ALTO,55
2024,F84_historico,HOMBRE,10-14,PUERTO MONTT,7
2024,F84_historico,HOMBRE,10-14,PUERTO OCTAY,1
2024,F84_historico,HOMBRE,10-14,PUERTO VARAS,2
2024,F84_historico,HOMBRE,10-14,PUNTA ARENAS,10
2024,F84_historico,HOMBRE,10-14,PUREN,2
2024,F84_historico,HOMBRE,10-14,PURRANQUE,2
2024,F84_historico,HOMBRE,10-14,PUYEHUE,1
2024,F84_historico,HOMBRE,10-14,QUELLON,3
2024,F84_historico,HOMBRE,10-14,QUILICURA,9
2024,F84_historico,HOMBRE,10-14,QUILLECO,1
2024,F84_historico,HOMBRE,10-14,QUILLON,2
2024,F84_historico,HOMBRE,10-14,QUILLOTA,7
2024,F84_historico,HOMBRE,10-14,QUILPUE,7
2024,F84_historico,HOMBRE,10-14,QUINCHAO,2
2024,F84_historico,HOMBRE,10-14,QUINTA NORMAL,5
2024,F84_historico,HOMBRE,10-14,QUINTERO,5
2024,F84_historico,HOMBRE,10-14,QUIRIHUE,1
2024,F84_historico,HOMBRE,10-14,RANCAGUA,12
2024,F84_historico,HOMBRE,10-14,RECOLETA,5
2024,F84_historico,HOMBRE,10-14,RENCA,6
2024,F84_historico,HOMBRE,10-14,RENGO,1
2024,F84_historico,HOMBRE,10-14,REQUINOA,1
2024,F84_historico,HOMBRE,10-14,RIO CLARO,1
2024,F84_historico,HOMBRE,10-14,RIO NEGRO,1
2024,F84_historico,HOMBRE,10-14,ROMERAL,1
2024,F84_historico,HOMBRE,10-14,SAN ANTONIO,4
2024,F84_historico,HOMBRE,10-14,SAN BERNARDO,22
2024,F84_historico,HOMBRE,10-14,SAN CARLOS,12
2024,F84_historico,HOMBRE,10-14,SAN ESTEBAN,1
2024,F84_historico,HOMBRE,10-14,SAN FELIPE,3
2024,F84_historico,HOMBRE,10-14,SAN FERNANDO,6
2024,F84_historico,HOMBRE,10-14,SAN IGNACIO,2
2024,F84_historico,HOMBRE,10-14,SAN JAVIER,2
2024,F84_historico,HOMBRE,10-14,SAN JOAQUIN,8
2024,F84_historico,HOMBRE,10-14,SAN JOSE DE MAIPO,1
2024,F84_historico,HOMBRE,10-14,SAN JUAN DE LA COSTA,2
2024,F84_historico,HOMBRE,10-14,SAN MIGUEL,1
2024,F84_historico,HOMBRE,10-14,SAN NICOLAS,1
2024,F84_historico,HOMBRE,10-14,SAN PABLO,1
2024,F84_historico,HOMBRE,10-14,SAN PEDRO DE ATACAMA,2
2024,F84_historico,HOMBRE,10-14,SAN PEDRO DE LA PAZ,9
2024,F84_historico,HOMBRE,10-14,SAN RAFAEL,1
2024,F84_historico,HOMBRE,10-14,SAN RAMON,3
2024,F84_historico,HOMBRE,10-14,SAN VICENTE,1
2024,F84_historico,HOMBRE,10-14,SANTA CRUZ,2
2024,F84_historico,HOMBRE,10-14,SANTA JUANA,3
2024,F84_historico,HOMBRE,10-14,SANTIAGO,17
2024,F84_historico,HOMBRE,10-14,SANTO DOMINGO,1
2024,F84_historico,HOMBRE,10-14,TALAGANTE,6
2024,F84_historico,HOMBRE,10-14,TALCA,7
2024,F84_historico,HOMBRE,10-14,TALCAHUANO,17
2024,F84_historico,HOMBRE,10-14,TALTAL,1
2024,F84_historico,HOMBRE,10-14,TEMUCO,21
2024,F84_historico,HOMBRE,10-14,TENO,2
2024,F84_historico,HOMBRE,10-14,TOCOPILLA,6
2024,F84_historico,HOMBRE,10-14,TOLTEN,2
2024,F84_historico,HOMBRE,10-14,TOME,8
2024,F84_historico,HOMBRE,10-14,TRAIGUEN,1
2024,F84_historico,HOMBRE,10-14,TUCAPEL,1
2024,F84_historico,HOMBRE,10-14,VALDIVIA,8
2024,F84_historico,HOMBRE,10-14,VALLENAR,4
2024,F84_historico,HOMBRE,10-14,VALPARAISO,29
2024,F84_historico,HOMBRE,10-14,VICTORIA,4
2024,F84_historico,HOMBRE,10-14,VICUNA,1
2024,F84_historico,HOMBRE,10-14,VILCUN,1
2024,F84_historico,HOMBRE,10-14,VILLA ALEGRE,1
2024,F84_historico,HOMBRE,10-14,VILLA ALEMANA,8
2024,F84_historico,HOMBRE,10-14,VILLARRICA,3
2024,F84_historico,HOMBRE,10-14,VINA DEL MAR,31
2024,F84_historico,HOMBRE,10-14,YERBAS BUENAS,1
2024,F84_historico,HOMBRE,10-14,YUNGAY,1
2024,F84_historico,HOMBRE,15-19,AISEN,2
2024,F84_historico,HOMBRE,15-19,ALTO HOSPICIO,7
2024,F84_historico,HOMBRE,15-19,ANCUD,1
2024,F84_historico,HOMBRE,15-19,ANGOL,3
2024,F84_historico,HOMBRE,15-19,ANTOFAGASTA,16
2024,F84_historico,HOMBRE,15-19,ARAUCO,2
2024,F84_historico,HOMBRE,15-19,ARICA,13
2024,F84_historico,HOMBRE,15-19,BUIN,3
2024,F84_historico,HOMBRE,15-19,BULNES,1
2024,F84_historico,HOMBRE,15-19,CALAMA,9
2024,F84_historico,HOMBRE,15-19,CALBUCO,1
2024,F84_historico,HOMBRE,15-19,CARAHUE,1
2024,F84_historico,HOMBRE,15-19,CARTAGENA,1
2024,F84_historico,HOMBRE,15-19,CASTRO,3
2024,F84_historico,HOMBRE,15-19,CATEMU,1
2024,F84_historico,HOMBRE,15-19,CAUQUENES,1
2024,F84_historico,HOMBRE,15-19,CHANCO,1
2024,F84_historico,HOMBRE,15-19,CHEPICA,1
2024,F84_historico,HOMBRE,15-19,CHIGUAYANTE,5
2024,F84_historico,HOMBRE,15-19,CHILLAN,8
2024,F84_historico,HOMBRE,15-19,CHIMBARONGO,2
2024,F84_historico,HOMBRE,15-19,CHONCHI,2
2024,F84_historico,HOMBRE,15-19,COIHAIQUE,2
2024,F84_historico,HOMBRE,15-19,COLBUN,1
2024,F84_historico,HOMBRE,15-19,COLINA,2
2024,F84_historico,HOMBRE,15-19,CONCEPCION,8
2024,F84_historico,HOMBRE,15-19,CONCHALI,2
2024,F84_historico,HOMBRE,15-19,CONSTITUCION,2
2024,F84_historico,HOMBRE,15-19,COPIAPO,2
2024,F84_historico,HOMBRE,15-19,COQUIMBO,13
2024,F84_historico,HOMBRE,15-19,CORONEL,7
2024,F84_historico,HOMBRE,15-19,CUNCO,1
2024,F84_historico,HOMBRE,15-19,CURACAVI,2
2024,F84_historico,HOMBRE,15-19,CURACO DE VELEZ,1
2024,F84_historico,HOMBRE,15-19,CURICO,4
2024,F84_historico,HOMBRE,15-19,DALCAHUE,2
2024,F84_historico,HOMBRE,15-19,DONIHUE,2
2024,F84_historico,HOMBRE,15-19,EL BOSQUE,4
2024,F84_historico,HOMBRE,15-19,EL MONTE,1
2024,F84_historico,HOMBRE,15-19,EL QUISCO,2
2024,F84_historico,HOMBRE,15-19,EL TABO,1
2024,F84_historico,HOMBRE,15-19,ERCILLA,1
2024,F84_historico,HOMBRE,15-19,ESTACION CENTRAL,3
2024,F84_historico,HOMBRE,15-19,FLORIDA,1
2024,F84_historico,HOMBRE,15-19,HUALAIHUE,2
2024,F84_historico,HOMBRE,15-19,HUALPEN,5
2024,F84_historico,HOMBRE,15-19,HUALQUI,1
2024,F84_historico,HOMBRE,15-19,HUECHURABA,1
2024,F84_historico,HOMBRE,15-19,IQUIQUE,6
2024,F84_historico,HOMBRE,15-19,ISLA DE MAIPO,1
2024,F84_historico,HOMBRE,15-19,LA FLORIDA,16
2024,F84_historico,HOMBRE,15-19,LA GRANJA,5
2024,F84_historico,HOMBRE,15-19,LA PINTANA,7
2024,F84_historico,HOMBRE,15-19,LA REINA,2
2024,F84_historico,HOMBRE,15-19,LA SERENA,6
2024,F84_historico,HOMBRE,15-19,LAJA,1
2024,F84_historico,HOMBRE,15-19,LAMPA,2
2024,F84_historico,HOMBRE,15-19,LAS CABRAS,2
2024,F84_historico,HOMBRE,15-19,LAS CONDES,3
2024,F84_historico,HOMBRE,15-19,LAUTARO,7
2024,F84_historico,HOMBRE,15-19,LIMACHE,3
2024,F84_historico,HOMBRE,15-19,LINARES,6
2024,F84_historico,HOMBRE,15-19,LLANQUIHUE,1
2024,F84_historico,HOMBRE,15-19,LO ESPEJO,7
2024,F84_historico,HOMBRE,15-19,LO PRADO,1
2024,F84_historico,HOMBRE,15-19,LONCOCHE,2
2024,F84_historico,HOMBRE,15-19,LONQUIMAY,2
2024,F84_historico,HOMBRE,15-19,LOS ANDES,3
2024,F84_historico,HOMBRE,15-19,LOS ANGELES,14
2024,F84_historico,HOMBRE,15-19,LOS SAUCES,1
2024,F84_historico,HOMBRE,15-19,LOTA,1
2024,F84_historico,HOMBRE,15-19,MACHALI,3
2024,F84_historico,HOMBRE,15-19,MACUL,2
2024,F84_historico,HOMBRE,15-19,MAIPU,9
2024,F84_historico,HOMBRE,15-19,MARIA ELENA,1
2024,F84_historico,HOMBRE,15-19,MEJILLONES,1
2024,F84_historico,HOMBRE,15-19,MELIPILLA,4
2024,F84_historico,HOMBRE,15-19,MOLINA,2
2024,F84_historico,HOMBRE,15-19,MULCHEN,1
2024,F84_historico,HOMBRE,15-19,NATALES,1
2024,F84_historico,HOMBRE,15-19,NEGRETE,2
2024,F84_historico,HOMBRE,15-19,NUEVA IMPERIAL,2
2024,F84_historico,HOMBRE,15-19,NUNOA,3
2024,F84_historico,HOMBRE,15-19,OLIVAR,1
2024,F84_historico,HOMBRE,15-19,OSORNO,2
2024,F84_historico,HOMBRE,15-19,OVALLE,3
2024,F84_historico,HOMBRE,15-19,PADRE HURTADO,1
2024,F84_historico,HOMBRE,15-19,PADRE LAS CASAS,3
2024,F84_historico,HOMBRE,15-19,PAINE,3
2024,F84_historico,HOMBRE,15-19,PEDRO AGUIRRE CERDA,1
2024,F84_historico,HOMBRE,15-19,PENALOLEN,2
2024,F84_historico,HOMBRE,15-19,PENCO,3
2024,F84_historico,HOMBRE,15-19,PIRQUE,2
2024,F84_historico,HOMBRE,15-19,PITRUFQUEN,2
2024,F84_historico,HOMBRE,15-19,PROVIDENCIA,2
2024,F84_historico,HOMBRE,15-19,PUDAHUEL,5
2024,F84_historico,HOMBRE,15-19,PUENTE ALTO,20
2024,F84_historico,HOMBRE,15-19,PUERTO MONTT,5
2024,F84_historico,HOMBRE,15-19,PUERTO VARAS,4
2024,F84_historico,HOMBRE,15-19,PUMANQUE,1
2024,F84_historico,HOMBRE,15-19,PUNITAQUI,1
2024,F84_historico,HOMBRE,15-19,PUNTA ARENAS,13
2024,F84_historico,HOMBRE,15-19,PUREN,1
2024,F84_historico,HOMBRE,15-19,PUYEHUE,1
2024,F84_historico,HOMBRE,15-19,QUILICURA,4
2024,F84_historico,HOMBRE,15-19,QUILLON,1
2024,F84_historico,HOMBRE,15-19,QUILLOTA,3
2024,F84_historico,HOMBRE,15-19,QUILPUE,4
2024,F84_historico,HOMBRE,15-19,QUINTA NORMAL,1
2024,F84_historico,HOMBRE,15-19,RANCAGUA,4
2024,F84_historico,HOMBRE,15-19,RANQUIL,1
2024,F84_historico,HOMBRE,15-19,RECOLETA,1
2024,F84_historico,HOMBRE,15-19,RENAICO,2
2024,F84_historico,HOMBRE,15-19,RENCA,2
2024,F84_historico,HOMBRE,15-19,RETIRO,2
2024,F84_historico,HOMBRE,15-19,RIO CLARO,1
2024,F84_historico,HOMBRE,15-19,SAN ANTONIO,3
2024,F84_historico,HOMBRE,15-19,SAN BERNARDO,7
2024,F84_historico,HOMBRE,15-19,SAN CARLOS,2
2024,F84_historico,HOMBRE,15-19,SAN CLEMENTE,1
2024,F84_historico,HOMBRE,15-19,SAN ESTEBAN,2
2024,F84_historico,HOMBRE,15-19,SAN FELIPE,2
2024,F84_historico,HOMBRE,15-19,SAN FERNANDO,1
2024,F84_historico,HOMBRE,15-19,SAN IGNACIO,1
2024,F84_historico,HOMBRE,15-19,SAN JOAQUIN,2
2024,F84_historico,HOMBRE,15-19,SAN MIGUEL,2
2024,F84_historico,HOMBRE,15-19,SAN NICOLAS,1
2024,F84_historico,HOMBRE,15-19,SAN PEDRO DE LA PAZ,3
2024,F84_historico,HOMBRE,15-19,SAN RAMON,3
2024,F84_historico,HOMBRE,15-19,SANTA CRUZ,1
2024,F84_historico,HOMBRE,15-19,SANTIAGO,11
2024,F84_historico,HOMBRE,15-19,TALAGANTE,1
2024,F84_historico,HOMBRE,15-19,TALCA,9
2024,F84_historico,HOMBRE,15-19,TALCAHUANO,12
2024,F84_historico,HOMBRE,15-19,TEMUCO,13
2024,F84_historico,HOMBRE,15-19,TOCOPILLA,2
2024,F84_historico,HOMBRE,15-19,TOME,2
2024,F84_historico,HOMBRE,15-19,VALDIVIA,9
2024,F84_historico,HOMBRE,15-19,VALLENAR,3
2024,F84_historico,HOMBRE,15-19,VALPARAISO,8
2024,F84_historico,HOMBRE,15-19,VICTORIA,3
2024,F84_historico,HOMBRE,15-19,VICUNA,1
2024,F84_historico,HOMBRE,15-19,VILLA ALEMANA,5
2024,F84_historico,HOMBRE,15-19,VILLARRICA,1
2024,F84_historico,HOMBRE,15-19,VINA DEL MAR,14
2024,F84_historico,HOMBRE,15-19,VITACURA,1
2024,F84_historico,HOMBRE,15-19,YUNGAY,3
2024,F84_historico,HOMBRE,20-24,ALTO HOSPICIO,2
2024,F84_historico,HOMBRE,20-24,ANGOL,2
2024,F84_historico,HOMBRE,20-24,ANTOFAGASTA,6
2024,F84_historico,HOMBRE,20-24,ARICA,5
2024,F84_historico,HOMBRE,20-24,CALAMA,4
2024,F84_historico,HOMBRE,20-24,CALERA DE TANGO,2
2024,F84_historico,HOMBRE,20-24,CARTAGENA,1
2024,F84_historico,HOMBRE,20-24,CASABLANCA,1
2024,F84_historico,HOMBRE,20-24,CASTRO,2
2024,F84_historico,HOMBRE,20-24,CAUQUENES,1
2024,F84_historico,HOMBRE,20-24,CERRILLOS,2
2024,F84_historico,HOMBRE,20-24,CHANARAL,1
2024,F84_historico,HOMBRE,20-24,CHIGUAYANTE,1
2024,F84_historico,HOMBRE,20-24,CHILLAN,3
2024,F84_historico,HOMBRE,20-24,CHIMBARONGO,1
2024,F84_historico,HOMBRE,20-24,COIHAIQUE,2
2024,F84_historico,HOMBRE,20-24,COLBUN,1
2024,F84_historico,HOMBRE,20-24,COLINA,1
2024,F84_historico,HOMBRE,20-24,CONCEPCION,3
2024,F84_historico,HOMBRE,20-24,CONCHALI,1
2024,F84_historico,HOMBRE,20-24,CONSTITUCION,1
2024,F84_historico,HOMBRE,20-24,COQUIMBO,5
2024,F84_historico,HOMBRE,20-24,CORONEL,2
2024,F84_historico,HOMBRE,20-24,CURICO,2
2024,F84_historico,HOMBRE,20-24,DONIHUE,1
2024,F84_historico,HOMBRE,20-24,EL BOSQUE,1
2024,F84_historico,HOMBRE,20-24,ESTACION CENTRAL,3
2024,F84_historico,HOMBRE,20-24,GALVARINO,1
2024,F84_historico,HOMBRE,20-24,HUALPEN,2
2024,F84_historico,HOMBRE,20-24,IQUIQUE,3
2024,F84_historico,HOMBRE,20-24,LA CRUZ,1
2024,F84_historico,HOMBRE,20-24,LA PINTANA,2
2024,F84_historico,HOMBRE,20-24,LA SERENA,2
2024,F84_historico,HOMBRE,20-24,LAUTARO,2
2024,F84_historico,HOMBRE,20-24,LINARES,1
2024,F84_historico,HOMBRE,20-24,LLAILLAY,1
2024,F84_historico,HOMBRE,20-24,LLANQUIHUE,1
2024,F84_historico,HOMBRE,20-24,LONGAVI,1
2024,F84_historico,HOMBRE,20-24,LOS ANGELES,3
2024,F84_historico,HOMBRE,20-24,LUMACO,1
2024,F84_historico,HOMBRE,20-24,MACHALI,2
2024,F84_historico,HOMBRE,20-24,MACUL,1
2024,F84_historico,HOMBRE,20-24,MAIPU,5
2024,F84_historico,HOMBRE,20-24,MOLINA,1
2024,F84_historico,HOMBRE,20-24,NACIMIENTO,1
2024,F84_historico,HOMBRE,20-24,NUEVA IMPERIAL,1
2024,F84_historico,HOMBRE,20-24,NUNOA,2
2024,F84_historico,HOMBRE,20-24,OSORNO,1
2024,F84_historico,HOMBRE,20-24,PADRE HURTADO,2
2024,F84_historico,HOMBRE,20-24,PADRE LAS CASAS,1
2024,F84_historico,HOMBRE,20-24,PALMILLA,1
2024,F84_historico,HOMBRE,20-24,PARRAL,1
2024,F84_historico,HOMBRE,20-24,PENAFLOR,1
2024,F84_historico,HOMBRE,20-24,PENALOLEN,4
2024,F84_historico,HOMBRE,20-24,PENCO,1
2024,F84_historico,HOMBRE,20-24,PICHILEMU,1
2024,F84_historico,HOMBRE,20-24,PUCHUNCAVI,1
2024,F84_historico,HOMBRE,20-24,PUDAHUEL,1
2024,F84_historico,HOMBRE,20-24,PUENTE ALTO,17
2024,F84_historico,HOMBRE,20-24,PUERTO MONTT,5
2024,F84_historico,HOMBRE,20-24,PUERTO OCTAY,1
2024,F84_historico,HOMBRE,20-24,PUERTO VARAS,1
2024,F84_historico,HOMBRE,20-24,PUNTA ARENAS,3
2024,F84_historico,HOMBRE,20-24,PUREN,1
2024,F84_historico,HOMBRE,20-24,PUTAENDO,1
2024,F84_historico,HOMBRE,20-24,QUILICURA,3
2024,F84_historico,HOMBRE,20-24,QUILLOTA,2
2024,F84_historico,HOMBRE,20-24,QUILPUE,4
2024,F84_historico,HOMBRE,20-24,QUINTA DE TILCOCO,1
2024,F84_historico,HOMBRE,20-24,QUINTA NORMAL,1
2024,F84_historico,HOMBRE,20-24,QUIRIHUE,1
2024,F84_historico,HOMBRE,20-24,RANCAGUA,2
2024,F84_historico,HOMBRE,20-24,RENCA,1
2024,F84_historico,HOMBRE,20-24,SAN ANTONIO,2
2024,F84_historico,HOMBRE,20-24,SAN CARLOS,1
2024,F84_historico,HOMBRE,20-24,SAN FERNANDO,4
2024,F84_historico,HOMBRE,20-24,SAN JOAQUIN,1
2024,F84_historico,HOMBRE,20-24,SAN PEDRO DE ATACAMA,1
2024,F84_historico,HOMBRE,20-24,SAN RAMON,2
2024,F84_historico,HOMBRE,20-24,SANTA CRUZ,1
2024,F84_historico,HOMBRE,20-24,SANTIAGO,1
2024,F84_historico,HOMBRE,20-24,TALCA,1
2024,F84_historico,HOMBRE,20-24,TALCAHUANO,4
2024,F84_historico,HOMBRE,20-24,TEMUCO,8
2024,F84_historico,HOMBRE,20-24,VALDIVIA,1
2024,F84_historico,HOMBRE,20-24,VALLENAR,1
2024,F84_historico,HOMBRE,20-24,VALPARAISO,2
2024,F84_historico,HOMBRE,20-24,VICTORIA,3
2024,F84_historico,HOMBRE,20-24,VILCUN,1
2024,F84_historico,HOMBRE,20-24,VILLA ALEMANA,2
2024,F84_historico,HOMBRE,20-24,VILLARRICA,1
2024,F84_historico,HOMBRE,20-24,VINA DEL MAR,8
2024,F84_historico,HOMBRE,25-29,AISEN,1
2024,F84_historico,HOMBRE,25-29,ALTO HOSPICIO,1
2024,F84_historico,HOMBRE,25-29,ANGOL,1
2024,F84_historico,HOMBRE,25-29,ANTOFAGASTA,2
2024,F84_historico,HOMBRE,25-29,ARICA,3
2024,F84_historico,HOMBRE,25-29,BULNES,1
2024,F84_historico,HOMBRE,25-29,CABILDO,1
2024,F84_historico,HOMBRE,25-29,CALAMA,1
2024,F84_historico,HOMBRE,25-29,CATEMU,1
2024,F84_historico,HOMBRE,25-29,CERRILLOS,1
2024,F84_historico,HOMBRE,25-29,CERRO NAVIA,1
2024,F84_historico,HOMBRE,25-29,CHANCO,1
2024,F84_historico,HOMBRE,25-29,CHIGUAYANTE,1
2024,F84_historico,HOMBRE,25-29,CHILLAN,4
2024,F84_historico,HOMBRE,25-29,COBQUECURA,1
2024,F84_historico,HOMBRE,25-29,COIHAIQUE,1
2024,F84_historico,HOMBRE,25-29,CONCEPCION,4
2024,F84_historico,HOMBRE,25-29,COPIAPO,1
2024,F84_historico,HOMBRE,25-29,COQUIMBO,5
2024,F84_historico,HOMBRE,25-29,EL BOSQUE,2
2024,F84_historico,HOMBRE,25-29,EL MONTE,1
2024,F84_historico,HOMBRE,25-29,GRANEROS,1
2024,F84_historico,HOMBRE,25-29,HUALPEN,1
2024,F84_historico,HOMBRE,25-29,HUALQUI,1
2024,F84_historico,HOMBRE,25-29,INDEPENDENCIA,1
2024,F84_historico,HOMBRE,25-29,IQUIQUE,2
2024,F84_historico,HOMBRE,25-29,ISLA DE MAIPO,1
2024,F84_historico,HOMBRE,25-29,LA FLORIDA,1
2024,F84_historico,HOMBRE,25-29,LA GRANJA,3
2024,F84_historico,HOMBRE,25-29,LA PINTANA,1
2024,F84_historico,HOMBRE,25-29,LA SERENA,2
2024,F84_historico,HOMBRE,25-29,LIMACHE,1
2024,F84_historico,HOMBRE,25-29,LINARES,1
2024,F84_historico,HOMBRE,25-29,LOS ANGELES,4
2024,F84_historico,HOMBRE,25-29,LOS MUERMOS,1
2024,F84_historico,HOMBRE,25-29,LOTA,1
2024,F84_historico,HOMBRE,25-29,MACUL,1
2024,F84_historico,HOMBRE,25-29,MAIPU,2
2024,F84_historico,HOMBRE,25-29,MAULE,1
2024,F84_historico,HOMBRE,25-29,OSORNO,1
2024,F84_historico,HOMBRE,25-29,PAILLACO,1
2024,F84_historico,HOMBRE,25-29,PANQUEHUE,1
2024,F84_historico,HOMBRE,25-29,PENALOLEN,1
2024,F84_historico,HOMBRE,25-29,PENCO,2
2024,F84_historico,HOMBRE,25-29,PEUMO,1
2024,F84_historico,HOMBRE,25-29,PUDAHUEL,1
2024,F84_historico,HOMBRE,25-29,PUENTE ALTO,2
2024,F84_historico,HOMBRE,25-29,PUERTO MONTT,3
2024,F84_historico,HOMBRE,25-29,PUNTA ARENAS,1
2024,F84_historico,HOMBRE,25-29,PUTAENDO,1
2024,F84_historico,HOMBRE,25-29,QUILLOTA,1
2024,F84_historico,HOMBRE,25-29,QUINTA NORMAL,1
2024,F84_historico,HOMBRE,25-29,RANCAGUA,1
2024,F84_historico,HOMBRE,25-29,RENCA,1
2024,F84_historico,HOMBRE,25-29,SAAVEDRA,1
2024,F84_historico,HOMBRE,25-29,SAN FERNANDO,1
2024,F84_historico,HOMBRE,25-29,SAN JOAQUIN,1
2024,F84_historico,HOMBRE,25-29,SAN PEDRO DE LA PAZ,4
2024,F84_historico,HOMBRE,25-29,TALCAHUANO,1
2024,F84_historico,HOMBRE,25-29,TOME,1
2024,F84_historico,HOMBRE,25-29,VALDIVIA,2
2024,F84_historico,HOMBRE,25-29,VALPARAISO,5
2024,F84_historico,HOMBRE,25-29,VICTORIA,1
2024,F84_historico,HOMBRE,25-29,VICUNA,1
2024,F84_historico,HOMBRE,25-29,VINA DEL MAR,2
2024,F84_historico,HOMBRE,30-34,ANTOFAGASTA,1
2024,F84_historico,HOMBRE,30-34,ARICA,1
2024,F84_historico,HOMBRE,30-34,CASABLANCA,1
2024,F84_historico,HOMBRE,30-34,CAUQUENES,1
2024,F84_historico,HOMBRE,30-34,CHILLAN,2
2024,F84_historico,HOMBRE,30-34,COLINA,1
2024,F84_historico,HOMBRE,30-34,CONCHALI,1
2024,F84_historico,HOMBRE,30-34,COPIAPO,1
2024,F84_historico,HOMBRE,30-34,CORONEL,1
2024,F84_historico,HOMBRE,30-34,HUALPEN,1
2024,F84_historico,HOMBRE,30-34,IQUIQUE,1
2024,F84_historico,HOMBRE,30-34,LA FLORIDA,1
2024,F84_historico,HOMBRE,30-34,LA REINA,1
2024,F84_historico,HOMBRE,30-34,LA UNION,1
2024,F84_historico,HOMBRE,30-34,LOS ANGELES,2
2024,F84_historico,HOMBRE,30-34,LOTA,1
2024,F84_historico,HOMBRE,30-34,MACHALI,1
2024,F84_historico,HOMBRE,30-34,MAIPU,1
2024,F84_historico,HOMBRE,30-34,MAULE,1
2024,F84_historico,HOMBRE,30-34,NUEVA IMPERIAL,1
2024,F84_historico,HOMBRE,30-34,PAINE,1
2024,F84_historico,HOMBRE,30-34,PENALOLEN,1
2024,F84_historico,HOMBRE,30-34,PROVIDENCIA,2
2024,F84_historico,HOMBRE,30-34,PUCON,1
2024,F84_historico,HOMBRE,30-34,PUDAHUEL,1
