era,definition,window,position,code,patients
2021-2024,autismo_F840,730d,any,G629,1
2021-2024,autismo_F840,730d,any,G708,1
2021-2024,autismo_F840,730d,any,G712,1
2021-2024,autismo_F840,730d,principal,I671,1
2021-2024,autismo_F840,730d,principal,J013,1
2021-2024,autismo_F840,730d,principal,J012,1
2021-2024,autismo_F840,730d,principal,I861,1
2021-2024,autismo_F840,730d,principal,I859,1
2021-2024,autismo_F840,730d,principal,I850,1
2021-2024,autismo_F840,730d,principal,I832,1
2021-2024,autismo_F840,730d,principal,I822,1
2021-2024,autismo_F840,730d,principal,I81,1
2021-2024,autismo_F840,730d,principal,I802,1
2021-2024,autismo_F840,730d,principal,I675,1
2021-2024,autismo_F840,730d,principal,I638,1
2021-2024,autismo_F840,730d,principal,J030,1
2021-2024,autismo_F840,730d,principal,I620,1
2021-2024,autismo_F840,730d,principal,I615,1
2021-2024,autismo_F840,730d,principal,I513,1
2021-2024,autismo_F840,730d,principal,I472,1
2021-2024,autismo_F840,730d,principal,I471,1
2021-2024,autismo_F840,730d,principal,I422,1
2021-2024,autismo_F840,730d,principal,I420,1
2021-2024,autismo_F840,730d,principal,I409,1
2021-2024,autismo_F840,730d,principal,I350,1
2021-2024,autismo_F840,730d,principal,I313,1
2021-2024,autismo_F840,730d,principal,J019,1
2021-2024,autismo_F840,730d,principal,J050,1
2021-2024,autismo_F840,730d,any,Y601,1
2021-2024,autismo_F840,730d,principal,J358,1
2021-2024,autismo_F840,730d,principal,J958,1
2021-2024,autismo_F840,730d,principal,J955,1
2021-2024,autismo_F840,730d,principal,J90,1
2021-2024,autismo_F840,730d,principal,J680,1
2021-2024,autismo_F840,730d,principal,J448,1
2021-2024,autismo_F840,730d,principal,J440,1
2021-2024,autismo_F840,730d,principal,J42,1
2021-2024,autismo_F840,730d,principal,J40,1
2021-2024,autismo_F840,730d,principal,J387,1
2021-2024,autismo_F840,730d,principal,J36,1
2021-2024,autismo_F840,730d,principal,J348,1
2021-2024,autismo_F840,730d,principal,J060,1
2021-2024,autismo_F840,730d,principal,J343,1
2021-2024,autismo_F840,730d,principal,J340,1
2021-2024,autismo_F840,730d,principal,J218,1
2021-2024,autismo_F840,730d,principal,J211,1
2021-2024,autismo_F840,730d,principal,J201,1
2021-2024,autismo_F840,730d,principal,J181,1
2021-2024,autismo_F840,730d,principal,J157,1
2021-2024,autismo_F840,730d,principal,J156,1
2021-2024,autismo_F840,730d,principal,J13,1
2021-2024,autismo_F840,730d,principal,J110,1
2021-2024,autismo_F840,730d,principal,I269,1
2021-2024,autismo_F840,730d,principal,I219,1
2021-2024,autismo_F840,730d,principal,H918,1
2021-2024,autismo_F840,730d,principal,G042,1
2021-2024,autismo_F840,730d,principal,G729,1
2021-2024,autismo_F840,730d,principal,G712,1
2021-2024,autismo_F840,730d,principal,G407,1
2021-2024,autismo_F840,730d,principal,G406,1
2021-2024,autismo_F840,730d,principal,G405,1
2021-2024,autismo_F840,730d,principal,G400,1
2021-2024,autismo_F840,730d,principal,G360,1
2021-2024,autismo_F840,730d,principal,G243,1
2021-2024,autismo_F840,730d,principal,G128,1
2021-2024,autismo_F840,730d,principal,G118,1
2021-2024,autismo_F840,730d,principal,F959,1
2021-2024,autismo_F840,730d,principal,H903,1
2021-2024,autismo_F840,730d,principal,F952,1
2021-2024,autismo_F840,730d,principal,F939,1
2021-2024,autismo_F840,730d,principal,F938,1
2021-2024,autismo_F840,730d,principal,F928,1
2021-2024,autismo_F840,730d,principal,F88,1
2021-2024,autismo_F840,730d,principal,F844,1
2021-2024,autismo_F840,730d,principal,F83,1
2021-2024,autismo_F840,730d,principal,F82,1
2021-2024,autismo_F840,730d,principal,F809,1
2021-2024,autismo_F840,730d,principal,F798,1
2021-2024,autismo_F840,730d,principal,G800,1
2021-2024,autismo_F840,730d,principal,G802,1
2021-2024,autismo_F840,730d,principal,G808,1
2021-2024,autismo_F840,730d,principal,G819,1
2021-2024,autismo_F840,730d,principal,H660,1
2021-2024,autismo_F840,730d,principal,H659,1
2021-2024,autismo_F840,730d,principal,H653,1
2021-2024,autismo_F840,730d,principal,H652,1
2021-2024,autismo_F840,730d,principal,H499,1
2021-2024,autismo_F840,730d,principal,H46,1
2021-2024,autismo_F840,730d,principal,H440,1
2021-2024,autismo_F840,730d,principal,H405,1
2021-2024,autismo_F840,730d,principal,H271,1
2021-2024,autismo_F840,730d,principal,H262,1
2021-2024,autismo_F840,730d,principal,H169,1
2021-2024,autismo_F840,730d,principal,H168,1
2021-2024,autismo_F840,730d,principal,H103,1
2021-2024,autismo_F840,730d,principal,H058,1
2021-2024,autismo_F840,730d,principal,H044,1
2021-2024,autismo_F840,730d,principal,H043,1
2021-2024,autismo_F840,730d,principal,G972,1
2021-2024,autismo_F840,730d,principal,G930,1
2021-2024,autismo_F840,730d,principal,G92,1
2021-2024,autismo_F840,730d,principal,G910,1
2021-2024,autismo_F840,730d,principal,G822,1
2021-2024,autismo_F840,730d,principal,J9690,1
2021-2024,autismo_F840,730d,principal,J9699,1
2021-2024,autismo_F840,730d,principal,J982,1
2021-2024,autismo_F840,730d,principal,M330,1
2021-2024,autismo_F840,730d,principal,M4618,1
2021-2024,autismo_F840,730d,principal,M4617,1
2021-2024,autismo_F840,730d,principal,M4195,1
2021-2024,autismo_F840,730d,principal,M4185,1
2021-2024,autismo_F840,730d,principal,M4155,1
2021-2024,autismo_F840,730d,principal,M4149,1
2021-2024,autismo_F840,730d,principal,M4140,1
2021-2024,autismo_F840,730d,principal,M4115,1
2021-2024,autismo_F840,730d,principal,M4106,1
2021-2024,autismo_F840,730d,principal,M331,1
2021-2024,autismo_F840,730d,principal,M221,1
2021-2024,autismo_F840,730d,principal,L910,1
2021-2024,autismo_F840,730d,principal,M2196,1
2021-2024,autismo_F840,730d,principal,M2147,1
2021-2024,autismo_F840,730d,principal,M2117,1
2021-2024,autismo_F840,730d,principal,M2109,1
2021-2024,autismo_F840,730d,principal,M169,1
2021-2024,autismo_F840,730d,principal,M0896,1
2021-2024,autismo_F840,730d,principal,M0809,1
2021-2024,autismo_F840,730d,principal,M0640,1
2021-2024,autismo_F840,730d,principal,M0095,1
2021-2024,autismo_F840,730d,principal,L929,1
2021-2024,autismo_F840,730d,principal,M4619,1
2021-2024,autismo_F840,730d,principal,M512,1
2021-2024,autismo_F840,730d,principal,M5338,1
2021-2024,autismo_F840,730d,principal,M5422,1
2021-2024,autismo_F840,730d,principal,N12,1
2021-2024,autismo_F840,730d,principal,N059,1
2021-2024,autismo_F840,730d,principal,N008,1
2021-2024,autismo_F840,730d,principal,M930,1
2021-2024,autismo_F840,730d,principal,M8698,1
2021-2024,autismo_F840,730d,principal,M8691,1
2021-2024,autismo_F840,730d,principal,M8665,1
2021-2024,autismo_F840,730d,principal,M8626,1
2021-2024,autismo_F840,730d,principal,M8589,1
2021-2024,autismo_F840,730d,principal,M8445,1
2021-2024,autismo_F840,730d,principal,M8443,1
2021-2024,autismo_F840,730d,principal,M8415,1
2021-2024,autismo_F840,730d,principal,M8189,1
2021-2024,autismo_F840,730d,principal,M8159,1
2021-2024,autismo_F840,730d,principal,M7966,1
2021-2024,autismo_F840,730d,principal,M7935,1
2021-2024,autismo_F840,730d,principal,M7046,1
2021-2024,autismo_F840,730d,principal,M673,1
2021-2024,autismo_F840,730d,principal,M670,1
2021-2024,autismo_F840,730d,principal,M6097,1
2021-2024,autismo_F840,730d,principal,M6028,1
2021-2024,autismo_F840,730d,principal,L928,1
2021-2024,autismo_F840,730d,principal,L892,1
2021-2024,autismo_F840,730d,principal,J984,1
2021-2024,autismo_F840,730d,principal,K210,1
2021-2024,autismo_F840,730d,principal,K439,1
2021-2024,autismo_F840,730d,principal,K430,1
2021-2024,autismo_F840,730d,principal,K316,1
2021-2024,autismo_F840,730d,principal,K297,1
2021-2024,autismo_F840,730d,principal,K291,1
2021-2024,autismo_F840,730d,principal,K263,1
2021-2024,autismo_F840,730d,principal,K260,1
2021-2024,autismo_F840,730d,principal,K251,1
2021-2024,autismo_F840,730d,principal,K250,1
2021-2024,autismo_F840,730d,principal,K226,1
2021-2024,autismo_F840,730d,principal,K20,1
2021-2024,autismo_F840,730d,principal,L511,1
2021-2024,autismo_F840,730d,principal,K134,1
2021-2024,autismo_F840,730d,principal,K130,1
2021-2024,autismo_F840,730d,principal,K122,1
2021-2024,autismo_F840,730d,principal,K088,1
2021-2024,autismo_F840,730d,principal,K082,1
2021-2024,autismo_F840,730d,principal,K079,1
2021-2024,autismo_F840,730d,principal,K078,1
2021-2024,autismo_F840,730d,principal,K070,1
2021-2024,autismo_F840,730d,principal,K011,1
2021-2024,autismo_F840,730d,principal,K010,1
2021-2024,autismo_F840,730d,principal,K500,1
2021-2024,autismo_F840,730d,principal,K501,1
2021-2024,autismo_F840,730d,principal,K510,1
2021-2024,autismo_F840,730d,principal,K561,1
2021-2024,autismo_F840,730d,principal,L509,1
2021-2024,autismo_F840,730d,principal,L211,1
2021-2024,autismo_F840,730d,principal,L209,1
2021-2024,autismo_F840,730d,principal,L089,1
2021-2024,autismo_F840,730d,principal,L080,1
2021-2024,autismo_F840,730d,principal,L050,1
2021-2024,autismo_F840,730d,principal,L048,1
2021-2024,autismo_F840,730d,principal,L022,1
2021-2024,autismo_F840,730d,principal,K929,1
2021-2024,autismo_F840,730d,principal,K904,1
2021-2024,autismo_F840,730d,principal,K859,1
2021-2024,autismo_F840,730d,principal,K801,1
2021-2024,autismo_F840,730d,principal,K769,1
2021-2024,autismo_F840,730d,principal,K760,1
2021-2024,autismo_F840,730d,principal,K729,1
2021-2024,autismo_F840,730d,principal,K658,1
2021-2024,autismo_F840,730d,principal,K638,1
2021-2024,autismo_F840,730d,principal,K623,1
2021-2024,autismo_F840,730d,principal,K610,1
2021-2024,autismo_F840,730d,principal,K593,1
2021-2024,autismo_F840,730d,principal,K564,1
2021-2024,autismo_F840,730d,principal,F718,1
2021-2024,autismo_F840,730d,principal,F709,1
2021-2024,autismo_F840,730d,principal,F701,1
2021-2024,autismo_F840,730d,any,Z765,1
2021-2024,autismo_F840,730d,any,Z882,1
2021-2024,autismo_F840,730d,any,Z872,1
2021-2024,autismo_F840,730d,any,Z859,1
2021-2024,autismo_F840,730d,any,Z856,1
2021-2024,autismo_F840,730d,any,Z848,1
2021-2024,autismo_F840,730d,any,Z843,1
2021-2024,autismo_F840,730d,any,Z827,1
2021-2024,autismo_F840,730d,any,Z809,1
2021-2024,autismo_F840,730d,any,Z804,1
2021-2024,autismo_F840,730d,any,Z768,1
2021-2024,autismo_F840,730d,any,Z762,1
2021-2024,autismo_F840,730d,any,Z621,1
2021-2024,autismo_F840,730d,any,Z758,1
2021-2024,autismo_F840,730d,any,Z748,1
2021-2024,autismo_F840,730d,any,Z742,1
2021-2024,autismo_F840,730d,any,Z741,1
2021-2024,autismo_F840,730d,any,Z734,1
2021-2024,autismo_F840,730d,any,Z730,1
2021-2024,autismo_F840,730d,any,Z728,1
2021-2024,autismo_F840,730d,any,Z717,1
2021-2024,autismo_F840,730d,any,Z643,1
2021-2024,autismo_F840,730d,any,Z641,1
2021-2024,autismo_F840,730d,any,Z890,1
2021-2024,autismo_F840,730d,any,Z901,1
2021-2024,autismo_F840,730d,any,Z908,1
2021-2024,autismo_F840,730d,any,Z913,1
2021-2024,autismo_F840,730d,principal,A880,1
2021-2024,autismo_F840,730d,principal,A86,1
2021-2024,autismo_F840,730d,principal,A858,1
2021-2024,autismo_F840,730d,principal,A499,1
2021-2024,autismo_F840,730d,principal,A491,1
2021-2024,autismo_F840,730d,principal,A419,1
2021-2024,autismo_F840,730d,principal,A400,1
2021-2024,autismo_F840,730d,principal,A379,1
2021-2024,autismo_F840,730d,principal,A281,1
2021-2024,autismo_F840,730d,principal,A085,1
2021-2024,autismo_F840,730d,principal,A083,1
2021-2024,autismo_F840,730d,principal,A071,1
2021-2024,autismo_F840,730d,principal,A045,1
2021-2024,autismo_F840,730d,principal,A043,1
2021-2024,autismo_F840,730d,any,Z981,1
2021-2024,autismo_F840,730d,any,Z980,1
2021-2024,autismo_F840,730d,any,Z972,1
2021-2024,autismo_F840,730d,any,Z968,1
2021-2024,autismo_F840,730d,any,Z962,1
2021-2024,autismo_F840,730d,any,Z935,1
2021-2024,autismo_F840,730d,any,Z923,1
2021-2024,autismo_F840,730d,any,Z624,1
2021-2024,autismo_F840,730d,any,Z591,1
2021-2024,autismo_F840,730d,principal,B082,1
2021-2024,autismo_F840,730d,any,Y847,1
2021-2024,autismo_F840,730d,any,Z201,1
2021-2024,autismo_F840,730d,any,Z128,1
2021-2024,autismo_F840,730d,any,Z108,1
2021-2024,autismo_F840,730d,any,Z090,1
2021-2024,autismo_F840,730d,any,Z087,1
2021-2024,autismo_F840,730d,any,Z046,1
2021-2024,autismo_F840,730d,any,Z017,1
2021-2024,autismo_F840,730d,any,Z015,1
2021-2024,autismo_F840,730d,any,Y899,1
2021-2024,autismo_F840,730d,any,Y849,1
2021-2024,autismo_F840,730d,any,Y845,1
2021-2024,autismo_F840,730d,any,Z581,1
2021-2024,autismo_F840,730d,any,Y839,1
2021-2024,autismo_F840,730d,any,Y835,1
2021-2024,autismo_F840,730d,any,Y758,1
2021-2024,autismo_F840,730d,any,Y742,1
2021-2024,autismo_F840,730d,any,Y733,1
2021-2024,autismo_F840,730d,any,Y708,1
2021-2024,autismo_F840,730d,any,Y639,1
2021-2024,autismo_F840,730d,any,Y638,1
2021-2024,autismo_F840,730d,any,Y609,1
2021-2024,autismo_F840,730d,any,Y608,1
2021-2024,autismo_F840,730d,any,Z209,1
2021-2024,autismo_F840,730d,any,Z225,1
2021-2024,autismo_F840,730d,any,Z228,1
2021-2024,autismo_F840,730d,any,Z245,1
2021-2024,autismo_F840,730d,any,Z580,1
2021-2024,autismo_F840,730d,any,Z559,1
2021-2024,autismo_F840,730d,any,Z552,1
2021-2024,autismo_F840,730d,any,Z551,1
2021-2024,autismo_F840,730d,any,Z550,1
2021-2024,autismo_F840,730d,any,Z542,1
2021-2024,autismo_F840,730d,any,Z512,1
2021-2024,autismo_F840,730d,any,Z478,1
2021-2024,autismo_F840,730d,any,Z458,1
2021-2024,autismo_F840,730d,any,Z430,1
2021-2024,autismo_F840,730d,any,Z392,1
2021-2024,autismo_F840,730d,any,Z390,1
2021-2024,autismo_F840,730d,any,Z380,1
2021-2024,autismo_F840,730d,any,Z372,1
2021-2024,autismo_F840,730d,any,Z354,1
2021-2024,autismo_F840,730d,any,Z352,1
2021-2024,autismo_F840,730d,any,Z351,1
2021-2024,autismo_F840,730d,any,Z321,1
2021-2024,autismo_F840,730d,any,Z302,1
2021-2024,autismo_F840,730d,any,Z292,1
2021-2024,autismo_F840,730d,any,Z269,1
2021-2024,autismo_F840,730d,principal,B009,1
2021-2024,autismo_F840,730d,principal,B085,1
2021-2024,autismo_F840,730d,principal,F640,1
2021-2024,autismo_F840,730d,principal,E841,1
2021-2024,autismo_F840,730d,principal,F231,1
2021-2024,autismo_F840,730d,principal,F202,1
2021-2024,autismo_F840,730d,principal,F193,1
2021-2024,autismo_F840,730d,principal,F141,1
2021-2024,autismo_F840,730d,principal,F122,1
2021-2024,autismo_F840,730d,principal,F103,1
2021-2024,autismo_F840,730d,principal,F101,1
2021-2024,autismo_F840,730d,principal,E880,1
2021-2024,autismo_F840,730d,principal,E871,1
2021-2024,autismo_F840,730d,principal,E870,1
2021-2024,autismo_F840,730d,principal,E833,1
2021-2024,autismo_F840,730d,principal,DESCONOCIDO,1
2021-2024,autismo_F840,730d,principal,E806,1
2021-2024,autismo_F840,730d,principal,E760,1
2021-2024,autismo_F840,730d,principal,E740,1
2021-2024,autismo_F840,730d,principal,E722,1
2021-2024,autismo_F840,730d,principal,E711,1
2021-2024,autismo_F840,730d,principal,E668,1
2021-2024,autismo_F840,730d,principal,E611,1
2021-2024,autismo_F840,730d,principal,E271,1
2021-2024,autismo_F840,730d,principal,E042,1
2021-2024,autismo_F840,730d,principal,E041,1
2021-2024,autismo_F840,730d,principal,F238,1
2021-2024,autismo_F840,730d,principal,F259,1
2021-2024,autismo_F840,730d,principal,F300,1
2021-2024,autismo_F840,730d,principal,F302,1
2021-2024,autismo_F840,730d,principal,F639,1
2021-2024,autismo_F840,730d,principal,F607,1
2021-2024,autismo_F840,730d,principal,F606,1
2021-2024,autismo_F840,730d,principal,F601,1
2021-2024,autismo_F840,730d,principal,F514,1
2021-2024,autismo_F840,730d,principal,F505,1
2021-2024,autismo_F840,730d,principal,F459,1
2021-2024,autismo_F840,730d,principal,F448,1
2021-2024,autismo_F840,730d,principal,F445,1
2021-2024,autismo_F840,730d,principal,F439,1
2021-2024,autismo_F840,730d,principal,F438,1
2021-2024,autismo_F840,730d,principal,F429,1
2021-2024,autismo_F840,730d,principal,F411,1
2021-2024,autismo_F840,730d,principal,F380,1
2021-2024,autismo_F840,730d,principal,F341,1
2021-2024,autismo_F840,730d,principal,F339,1
2021-2024,autismo_F840,730d,principal,F332,1
2021-2024,autismo_F840,730d,principal,F330,1
2021-2024,autismo_F840,730d,principal,F317,1
2021-2024,autismo_F840,730d,principal,F316,1
2021-2024,autismo_F840,730d,principal,F315,1
2021-2024,autismo_F840,730d,principal,E031,1
2021-2024,autismo_F840,730d,principal,D821,1
2021-2024,autismo_F840,730d,principal,B340,1
2021-2024,autismo_F840,730d,principal,C780,1
2021-2024,autismo_F840,730d,principal,D175,1
2021-2024,autismo_F840,730d,principal,D165,1
2021-2024,autismo_F840,730d,principal,D161,1
2021-2024,autismo_F840,730d,principal,D160,1
2021-2024,autismo_F840,730d,principal,D110,1
2021-2024,autismo_F840,730d,principal,C950,1
2021-2024,autismo_F840,730d,principal,C911,1
2021-2024,autismo_F840,730d,principal,C859,1
2021-2024,autismo_F840,730d,principal,C837,1
2021-2024,autismo_F840,730d,principal,C812,1
2021-2024,autismo_F840,730d,principal,C729,1
2021-2024,autismo_F840,730d,principal,D820,1
2021-2024,autismo_F840,730d,principal,C717,1
2021-2024,autismo_F840,730d,principal,C711,1
2021-2024,autismo_F840,730d,principal,C710,1
2021-2024,autismo_F840,730d,principal,C56,1
2021-2024,autismo_F840,730d,principal,C189,1
2021-2024,autismo_F840,730d,principal,C169,1
2021-2024,autismo_F840,730d,principal,B941,1
2021-2024,autismo_F840,730d,principal,B374,1
2021-2024,autismo_F840,730d,principal,B354,1
2021-2024,autismo_F840,730d,principal,B341,1
2021-2024,autismo_F840,730d,principal,D232,1
2021-2024,autismo_F840,730d,principal,D234,1
2021-2024,autismo_F840,730d,principal,D24,1
2021-2024,autismo_F840,730d,principal,D316,1
2021-2024,autismo_F840,730d,principal,D812,1
2021-2024,autismo_F840,730d,principal,D758,1
2021-2024,autismo_F840,730d,principal,D721,1
2021-2024,autismo_F840,730d,principal,D696,1
2021-2024,autismo_F840,730d,principal,D695,1
2021-2024,autismo_F840,730d,principal,D680,1
2021-2024,autismo_F840,730d,principal,D649,1
2021-2024,autismo_F840,730d,principal,D619,1
2021-2024,autismo_F840,730d,principal,D593,1
2021-2024,autismo_F840,730d,principal,D580,1
2021-2024,autismo_F840,730d,principal,D509,1
2021-2024,autismo_F840,730d,principal,D483,1
2021-2024,autismo_F840,730d,principal,D481,1
2021-2024,autismo_F840,730d,principal,D471,1
2021-2024,autismo_F840,730d,principal,D444,1
2021-2024,autismo_F840,730d,principal,D410,1
2021-2024,autismo_F840,730d,principal,D401,1
2021-2024,autismo_F840,730d,principal,D380,1
2021-2024,autismo_F840,730d,principal,D370,1
2021-2024,autismo_F840,730d,principal,D330,1
2021-2024,autismo_F840,730d,principal,D321,1
2021-2024,autismo_F840,730d,principal,N132,1
2021-2024,autismo_F840,730d,principal,N135,1
2021-2024,autismo_F840,730d,principal,N144,1
2021-2024,autismo_F840,all,any,D234,1
2021-2024,autismo_F840,all,any,D367,1
2021-2024,autismo_F840,all,any,D361,1
2021-2024,autismo_F840,all,any,D354,1
2021-2024,autismo_F840,all,any,D321,1
2021-2024,autismo_F840,all,any,D320,1
2021-2024,autismo_F840,all,any,D316,1
2021-2024,autismo_F840,all,any,D259,1
2021-2024,autismo_F840,all,any,D24,1
2021-2024,autismo_F840,all,any,D239,1
2021-2024,autismo_F840,all,any,D235,1
2021-2024,autismo_F840,all,any,D229,1
2021-2024,autismo_F840,all,any,C911,1
2021-2024,autismo_F840,all,any,D219,1
2021-2024,autismo_F840,all,any,D179,1
2021-2024,autismo_F840,all,any,D177,1
2021-2024,autismo_F840,all,any,D165,1
2021-2024,autismo_F840,all,any,D164,1
2021-2024,autismo_F840,all,any,D161,1
2021-2024,autismo_F840,all,any,D151,1
2021-2024,autismo_F840,all,any,D110,1
2021-2024,autismo_F840,all,any,C966,1
2021-2024,autismo_F840,all,any,C950,1
2021-2024,autismo_F840,all,any,D370,1
2021-2024,autismo_F840,all,any,D380,1
2021-2024,autismo_F840,all,any,D390,1
2021-2024,autismo_F840,all,any,D401,1
2021-2024,autismo_F840,all,any,D829,1
2021-2024,autismo_F840,all,any,D820,1
2021-2024,autismo_F840,all,any,D819,1
2021-2024,autismo_F840,all,any,D812,1
2021-2024,autismo_F840,all,any,D809,1
2021-2024,autismo_F840,all,any,D807,1
2021-2024,autismo_F840,all,any,D804,1
2021-2024,autismo_F840,all,any,D803,1
2021-2024,autismo_F840,all,any,D763,1
2021-2024,autismo_F840,all,any,D734,1
2021-2024,autismo_F840,all,any,D692,1
2021-2024,autismo_F840,all,any,D685,1
2021-2024,autismo_F840,all,any,D611,1
2021-2024,autismo_F840,all,any,D569,1
2021-2024,autismo_F840,all,any,D500,1
2021-2024,autismo_F840,all,any,D487,1
2021-2024,autismo_F840,all,any,D484,1
2021-2024,autismo_F840,all,any,D483,1
2021-2024,autismo_F840,all,any,D473,1
2021-2024,autismo_F840,all,any,D471,1
2021-2024,autismo_F840,all,any,D410,1
2021-2024,autismo_F840,all,any,C924,1
2021-2024,autismo_F840,all,any,C859,1
2021-2024,autismo_F840,all,any,E041,1
2021-2024,autismo_F840,all,any,B029,1
2021-2024,autismo_F840,all,any,B368,1
2021-2024,autismo_F840,all,any,B353,1
2021-2024,autismo_F840,all,any,B338,1
2021-2024,autismo_F840,all,any,B332,1
2021-2024,autismo_F840,all,any,B309,1
2021-2024,autismo_F840,all,any,B308,1
2021-2024,autismo_F840,all,any,B24,1
2021-2024,autismo_F840,all,any,B088,1
2021-2024,autismo_F840,all,any,B081,1
2021-2024,autismo_F840,all,any,B069,1
2021-2024,autismo_F840,all,any,B018,1
2021-2024,autismo_F840,all,any,C857,1
2021-2024,autismo_F840,all,any,B004,1
2021-2024,autismo_F840,all,any,A880,1
2021-2024,autismo_F840,all,any,A879,1
2021-2024,autismo_F840,all,any,A748,1
2021-2024,autismo_F840,all,any,A691,1
2021-2024,autismo_F840,all,any,A539,1
2021-2024,autismo_F840,all,any,A509,1
2021-2024,autismo_F840,all,any,A502,1
2021-2024,autismo_F840,all,any,A483,1
2021-2024,autismo_F840,all,any,A449,1
2021-2024,autismo_F840,all,any,B372,1
2021-2024,autismo_F840,all,any,B49,1
2021-2024,autismo_F840,all,any,B909,1
2021-2024,autismo_F840,all,any,B967,1
2021-2024,autismo_F840,all,any,C838,1
2021-2024,autismo_F840,all,any,C837,1
2021-2024,autismo_F840,all,any,C831,1
2021-2024,autismo_F840,all,any,C819,1
2021-2024,autismo_F840,all,any,C812,1
2021-2024,autismo_F840,all,any,C790,1
2021-2024,autismo_F840,all,any,C779,1
2021-2024,autismo_F840,all,any,C753,1
2021-2024,autismo_F840,all,any,C729,1
2021-2024,autismo_F840,all,any,C718,1
2021-2024,autismo_F840,all,any,C717,1
2021-2024,autismo_F840,all,any,C712,1
2021-2024,autismo_F840,all,any,C711,1
2021-2024,autismo_F840,all,any,C692,1
2021-2024,autismo_F840,all,any,C56,1
2021-2024,autismo_F840,all,any,C435,1
2021-2024,autismo_F840,all,any,C380,1
2021-2024,autismo_F840,all,any,C189,1
2021-2024,autismo_F840,all,any,C169,1
2021-2024,autismo_F840,all,any,B99,1
2021-2024,autismo_F840,all,any,B976,1
2021-2024,autismo_F840,all,any,D839,1
2021-2024,autismo_F840,all,any,E042,1
2021-2024,autismo_F840,all,any,A440,1
2021-2024,autismo_F840,all,any,F421,1
2021-2024,autismo_F840,all,any,F55,1
2021-2024,autismo_F840,all,any,F527,1
2021-2024,autismo_F840,all,any,F521,1
2021-2024,autismo_F840,all,any,F519,1
2021-2024,autismo_F840,all,any,F515,1
2021-2024,autismo_F840,all,any,F505,1
2021-2024,autismo_F840,all,any,F504,1
2021-2024,autismo_F840,all,any,F503,1
2021-2024,autismo_F840,all,any,F441,1
2021-2024,autismo_F840,all,any,F438,1
2021-2024,autismo_F840,all,any,F413,1
2021-2024,autismo_F840,all,any,F250,1
2021-2024,autismo_F840,all,any,F409,1
2021-2024,autismo_F840,all,any,F402,1
2021-2024,autismo_F840,all,any,F380,1
2021-2024,autismo_F840,all,any,F330,1
2021-2024,autismo_F840,all,any,F317,1
2021-2024,autismo_F840,all,any,F316,1
2021-2024,autismo_F840,all,any,F309,1
2021-2024,autismo_F840,all,any,F308,1
2021-2024,autismo_F840,all,any,F302,1
2021-2024,autismo_F840,all,any,F300,1
2021-2024,autismo_F840,all,any,F604,1
2021-2024,autismo_F840,all,any,F630,1
2021-2024,autismo_F840,all,any,F633,1
2021-2024,autismo_F840,all,any,F658,1
2021-2024,autismo_F840,all,any,G119,1
2021-2024,autismo_F840,all,any,G118,1
2021-2024,autismo_F840,all,any,G111,1
2021-2024,autismo_F840,all,any,G051,1
2021-2024,autismo_F840,all,any,G042,1
2021-2024,autismo_F840,all,any,G008,1
2021-2024,autismo_F840,all,any,F99,1
2021-2024,autismo_F840,all,any,F989,1
2021-2024,autismo_F840,all,any,F985,1
2021-2024,autismo_F840,all,any,F980,1
2021-2024,autismo_F840,all,any,F958,1
2021-2024,autismo_F840,all,any,F950,1
2021-2024,autismo_F840,all,any,F932,1
2021-2024,autismo_F840,all,any,F930,1
2021-2024,autismo_F840,all,any,F928,1
2021-2024,autismo_F840,all,any,F911,1
2021-2024,autismo_F840,all,any,F910,1
2021-2024,autismo_F840,all,any,F908,1
2021-2024,autismo_F840,all,any,F781,1
2021-2024,autismo_F840,all,any,F688,1
2021-2024,autismo_F840,all,any,F681,1
2021-2024,autismo_F840,all,any,F258,1
2021-2024,autismo_F840,all,any,F220,1
2021-2024,autismo_F840,all,any,E049,1
2021-2024,autismo_F840,all,any,E249,1
2021-2024,autismo_F840,all,any,E673,1
2021-2024,autismo_F840,all,any,E649,1
2021-2024,autismo_F840,all,any,E561,1
2021-2024,autismo_F840,all,any,E539,1
2021-2024,autismo_F840,all,any,E440,1
2021-2024,autismo_F840,all,any,E291,1
2021-2024,autismo_F840,all,any,E281,1
2021-2024,autismo_F840,all,any,E279,1
2021-2024,autismo_F840,all,any,E272,1
2021-2024,autismo_F840,all,any,E250,1
2021-2024,autismo_F840,all,any,E237,1
2021-2024,autismo_F840,all,any,F194,1
2021-2024,autismo_F840,all,any,E236,1
2021-2024,autismo_F840,all,any,E222,1
2021-2024,autismo_F840,all,any,E221,1
2021-2024,autismo_F840,all,any,E211,1
2021-2024,autismo_F840,all,any,E200,1
2021-2024,autismo_F840,all,any,E160,1
2021-2024,autismo_F840,all,any,E116,1
2021-2024,autismo_F840,all,any,E078,1
2021-2024,autismo_F840,all,any,E069,1
2021-2024,autismo_F840,all,any,E050,1
2021-2024,autismo_F840,all,any,E703,1
2021-2024,autismo_F840,all,any,E711,1
2021-2024,autismo_F840,all,any,E713,1
2021-2024,autismo_F840,all,any,E721,1
2021-2024,autismo_F840,all,any,F190,1
2021-2024,autismo_F840,all,any,F179,1
2021-2024,autismo_F840,all,any,F178,1
2021-2024,autismo_F840,all,any,F173,1
