era,definition,window,position,code,patients
2021-2024,TEA_operacional,730d,any,N764,1
2021-2024,TEA_operacional,730d,any,N72,1
2021-2024,TEA_operacional,730d,any,N643,1
2021-2024,TEA_operacional,730d,any,N61,1
2021-2024,TEA_operacional,730d,any,O342,1
2021-2024,TEA_operacional,730d,any,O343,1
2021-2024,TEA_operacional,730d,any,O358,1
2021-2024,TEA_operacional,730d,any,O368,1
2021-2024,TEA_operacional,730d,any,P201,1
2021-2024,TEA_operacional,730d,any,P158,1
2021-2024,TEA_operacional,730d,any,P154,1
2021-2024,TEA_operacional,730d,any,P130,1
2021-2024,TEA_operacional,730d,any,P114,1
2021-2024,TEA_operacional,730d,any,P113,1
2021-2024,TEA_operacional,730d,any,P108,1
2021-2024,TEA_operacional,730d,any,P052,1
2021-2024,TEA_operacional,730d,any,P032,1
2021-2024,TEA_operacional,730d,any,P030,1
2021-2024,TEA_operacional,730d,any,P022,1
2021-2024,TEA_operacional,730d,any,P017,1
2021-2024,TEA_operacional,730d,any,P012,1
2021-2024,TEA_operacional,730d,any,O997,1
2021-2024,TEA_operacional,730d,any,O996,1
2021-2024,TEA_operacional,730d,any,O927,1
2021-2024,TEA_operacional,730d,any,O926,1
2021-2024,TEA_operacional,730d,any,O820,1
2021-2024,TEA_operacional,730d,any,O800,1
2021-2024,TEA_operacional,730d,any,O620,1
2021-2024,TEA_operacional,730d,any,O470,1
2021-2024,TEA_operacional,730d,any,O420,1
2021-2024,TEA_operacional,730d,any,O40,1
2021-2024,TEA_operacional,730d,any,M0800,1
2021-2024,TEA_operacional,730d,any,M0699,1
2021-2024,TEA_operacional,730d,any,M0640,1
2021-2024,TEA_operacional,730d,any,I743,1
2021-2024,TEA_operacional,730d,any,I861,1
2021-2024,TEA_operacional,730d,any,I839,1
2021-2024,TEA_operacional,730d,any,I832,1
2021-2024,TEA_operacional,730d,any,I822,1
2021-2024,TEA_operacional,730d,any,I820,1
2021-2024,TEA_operacional,730d,any,I803,1
2021-2024,TEA_operacional,730d,any,I801,1
2021-2024,TEA_operacional,730d,any,I789,1
2021-2024,TEA_operacional,730d,any,I776,1
2021-2024,TEA_operacional,730d,any,I771,1
2021-2024,TEA_operacional,730d,any,I744,1
2021-2024,TEA_operacional,730d,any,I692,1
2021-2024,TEA_operacional,730d,any,I411,1
2021-2024,TEA_operacional,730d,any,I691,1
2021-2024,TEA_operacional,730d,any,I678,1
2021-2024,TEA_operacional,730d,any,I671,1
2021-2024,TEA_operacional,730d,any,I619,1
2021-2024,TEA_operacional,730d,any,I514,1
2021-2024,TEA_operacional,730d,any,I513,1
2021-2024,TEA_operacional,730d,any,I501,1
2021-2024,TEA_operacional,730d,any,I495,1
2021-2024,TEA_operacional,730d,any,I490,1
2021-2024,TEA_operacional,730d,any,I443,1
2021-2024,TEA_operacional,730d,any,I440,1
2021-2024,TEA_operacional,730d,any,I871,1
2021-2024,TEA_operacional,730d,any,I880,1
2021-2024,TEA_operacional,730d,any,I898,1
2021-2024,TEA_operacional,730d,any,J012,1
2021-2024,TEA_operacional,730d,any,J930,1
2021-2024,TEA_operacional,730d,any,J852,1
2021-2024,TEA_operacional,730d,any,J851,1
2021-2024,TEA_operacional,730d,any,J698,1
2021-2024,TEA_operacional,730d,any,J680,1
2021-2024,TEA_operacional,730d,any,J451,1
2021-2024,TEA_operacional,730d,any,J441,1
2021-2024,TEA_operacional,730d,any,J438,1
2021-2024,TEA_operacional,730d,any,J392,1
2021-2024,TEA_operacional,730d,any,J387,1
2021-2024,TEA_operacional,730d,any,J383,1
2021-2024,TEA_operacional,730d,any,J36,1
2021-2024,TEA_operacional,730d,any,J328,1
2021-2024,TEA_operacional,730d,any,J324,1
2021-2024,TEA_operacional,730d,any,J323,1
2021-2024,TEA_operacional,730d,any,J322,1
2021-2024,TEA_operacional,730d,any,J320,1
2021-2024,TEA_operacional,730d,any,J302,1
2021-2024,TEA_operacional,730d,any,J211,1
2021-2024,TEA_operacional,730d,any,J060,1
2021-2024,TEA_operacional,730d,any,J030,1
2021-2024,TEA_operacional,730d,any,J018,1
2021-2024,TEA_operacional,730d,any,J013,1
2021-2024,TEA_operacional,730d,any,I420,1
2021-2024,TEA_operacional,730d,any,I409,1
2021-2024,TEA_operacional,730d,any,J938,1
2021-2024,TEA_operacional,730d,any,H405,1
2021-2024,TEA_operacional,730d,any,H506,1
2021-2024,TEA_operacional,730d,any,H502,1
2021-2024,TEA_operacional,730d,any,H476,1
2021-2024,TEA_operacional,730d,any,H472,1
2021-2024,TEA_operacional,730d,any,H471,1
2021-2024,TEA_operacional,730d,any,H46,1
2021-2024,TEA_operacional,730d,any,H441,1
2021-2024,TEA_operacional,730d,any,H440,1
2021-2024,TEA_operacional,730d,any,H431,1
2021-2024,TEA_operacional,730d,any,H409,1
2021-2024,TEA_operacional,730d,any,H408,1
2021-2024,TEA_operacional,730d,any,H401,1
2021-2024,TEA_operacional,730d,any,I400,1
2021-2024,TEA_operacional,730d,any,H348,1
2021-2024,TEA_operacional,730d,any,H332,1
2021-2024,TEA_operacional,730d,any,H270,1
2021-2024,TEA_operacional,730d,any,H269,1
2021-2024,TEA_operacional,730d,any,H262,1
2021-2024,TEA_operacional,730d,any,H209,1
2021-2024,TEA_operacional,730d,any,H179,1
2021-2024,TEA_operacional,730d,any,H178,1
2021-2024,TEA_operacional,730d,any,H168,1
2021-2024,TEA_operacional,730d,any,H108,1
2021-2024,TEA_operacional,730d,any,H100,1
2021-2024,TEA_operacional,730d,any,H532,1
2021-2024,TEA_operacional,730d,any,H534,1
2021-2024,TEA_operacional,730d,any,H535,1
2021-2024,TEA_operacional,730d,any,H598,1
2021-2024,TEA_operacional,730d,any,I38,1
2021-2024,TEA_operacional,730d,any,I358,1
2021-2024,TEA_operacional,730d,any,I281,1
2021-2024,TEA_operacional,730d,any,I255,1
2021-2024,TEA_operacional,730d,any,I253,1
2021-2024,TEA_operacional,730d,any,I252,1
2021-2024,TEA_operacional,730d,any,I219,1
2021-2024,TEA_operacional,730d,any,I208,1
2021-2024,TEA_operacional,730d,any,I152,1
2021-2024,TEA_operacional,730d,any,I129,1
2021-2024,TEA_operacional,730d,any,I120,1
2021-2024,TEA_operacional,730d,any,I110,1
2021-2024,TEA_operacional,730d,any,I081,1
2021-2024,TEA_operacional,730d,any,I078,1
2021-2024,TEA_operacional,730d,any,I070,1
2021-2024,TEA_operacional,730d,any,I059,1
2021-2024,TEA_operacional,730d,any,H921,1
2021-2024,TEA_operacional,730d,any,H901,1
2021-2024,TEA_operacional,730d,any,H748,1
2021-2024,TEA_operacional,730d,any,H738,1
2021-2024,TEA_operacional,730d,any,H720,1
2021-2024,TEA_operacional,730d,any,H71,1
2021-2024,TEA_operacional,730d,any,H708,1
2021-2024,TEA_operacional,730d,any,J931,1
2021-2024,TEA_operacional,730d,any,J940,1
2021-2024,TEA_operacional,730d,any,M0096,1
2021-2024,TEA_operacional,730d,any,K908,1
2021-2024,TEA_operacional,730d,any,L080,1
2021-2024,TEA_operacional,730d,any,L048,1
2021-2024,TEA_operacional,730d,any,L040,1
2021-2024,TEA_operacional,730d,any,L038,1
2021-2024,TEA_operacional,730d,any,L028,1
2021-2024,TEA_operacional,730d,any,L022,1
2021-2024,TEA_operacional,730d,any,L021,1
2021-2024,TEA_operacional,730d,any,L010,1
2021-2024,TEA_operacional,730d,any,K921,1
2021-2024,TEA_operacional,730d,any,K919,1
2021-2024,TEA_operacional,730d,any,K912,1
2021-2024,TEA_operacional,730d,any,K861,1
2021-2024,TEA_operacional,730d,any,K668,1
2021-2024,TEA_operacional,730d,any,K853,1
2021-2024,TEA_operacional,730d,any,K850,1
2021-2024,TEA_operacional,730d,any,K839,1
2021-2024,TEA_operacional,730d,any,K838,1
2021-2024,TEA_operacional,730d,any,K835,1
2021-2024,TEA_operacional,730d,any,K824,1
2021-2024,TEA_operacional,730d,any,K811,1
2021-2024,TEA_operacional,730d,any,K808,1
2021-2024,TEA_operacional,730d,any,K743,1
2021-2024,TEA_operacional,730d,any,K729,1
2021-2024,TEA_operacional,730d,any,K716,1
2021-2024,TEA_operacional,730d,any,L211,1
2021-2024,TEA_operacional,730d,any,L270,1
2021-2024,TEA_operacional,730d,any,L280,1
2021-2024,TEA_operacional,730d,any,L299,1
2021-2024,TEA_operacional,730d,any,M0095,1
2021-2024,TEA_operacional,730d,any,L989,1
2021-2024,TEA_operacional,730d,any,L988,1
2021-2024,TEA_operacional,730d,any,L942,1
2021-2024,TEA_operacional,730d,any,L923,1
2021-2024,TEA_operacional,730d,any,L910,1
2021-2024,TEA_operacional,730d,any,L893,1
2021-2024,TEA_operacional,730d,any,L859,1
2021-2024,TEA_operacional,730d,any,L858,1
2021-2024,TEA_operacional,730d,any,L83,1
2021-2024,TEA_operacional,730d,any,L818,1
2021-2024,TEA_operacional,730d,any,L814,1
2021-2024,TEA_operacional,730d,any,L739,1
2021-2024,TEA_operacional,730d,any,L738,1
2021-2024,TEA_operacional,730d,any,L708,1
2021-2024,TEA_operacional,730d,any,L704,1
2021-2024,TEA_operacional,730d,any,L659,1
2021-2024,TEA_operacional,730d,any,L649,1
2021-2024,TEA_operacional,730d,any,L570,1
2021-2024,TEA_operacional,730d,any,L511,1
2021-2024,TEA_operacional,730d,any,L509,1
2021-2024,TEA_operacional,730d,any,L305,1
2021-2024,TEA_operacional,730d,any,L301,1
2021-2024,TEA_operacional,730d,any,K711,1
2021-2024,TEA_operacional,730d,any,K659,1
2021-2024,TEA_operacional,730d,any,J948,1
2021-2024,TEA_operacional,730d,any,K071,1
2021-2024,TEA_operacional,730d,any,K210,1
2021-2024,TEA_operacional,730d,any,K134,1
2021-2024,TEA_operacional,730d,any,K120,1
2021-2024,TEA_operacional,730d,any,K112,1
2021-2024,TEA_operacional,730d,any,K102,1
2021-2024,TEA_operacional,730d,any,K088,1
2021-2024,TEA_operacional,730d,any,K082,1
2021-2024,TEA_operacional,730d,any,K081,1
2021-2024,TEA_operacional,730d,any,K079,1
2021-2024,TEA_operacional,730d,any,K078,1
2021-2024,TEA_operacional,730d,any,K075,1
2021-2024,TEA_operacional,730d,any,K068,1
2021-2024,TEA_operacional,730d,any,K658,1
2021-2024,TEA_operacional,730d,any,K061,1
2021-2024,TEA_operacional,730d,any,K052,1
2021-2024,TEA_operacional,730d,any,K041,1
2021-2024,TEA_operacional,730d,any,K040,1
2021-2024,TEA_operacional,730d,any,K011,1
2021-2024,TEA_operacional,730d,any,J998,1
2021-2024,TEA_operacional,730d,any,J986,1
2021-2024,TEA_operacional,730d,any,J985,1
2021-2024,TEA_operacional,730d,any,J9611,1
2021-2024,TEA_operacional,730d,any,J959,1
2021-2024,TEA_operacional,730d,any,J953,1
2021-2024,TEA_operacional,730d,any,K220,1
2021-2024,TEA_operacional,730d,any,K228,1
2021-2024,TEA_operacional,730d,any,K251,1
2021-2024,TEA_operacional,730d,any,K263,1
2021-2024,TEA_operacional,730d,any,K649,1
2021-2024,TEA_operacional,730d,any,K639,1
2021-2024,TEA_operacional,730d,any,K635,1
2021-2024,TEA_operacional,730d,any,K632,1
2021-2024,TEA_operacional,730d,any,K603,1
2021-2024,TEA_operacional,730d,any,K601,1
2021-2024,TEA_operacional,730d,any,K599,1
2021-2024,TEA_operacional,730d,any,K598,1
2021-2024,TEA_operacional,730d,any,K567,1
2021-2024,TEA_operacional,730d,any,K561,1
2021-2024,TEA_operacional,730d,any,K551,1
2021-2024,TEA_operacional,730d,any,K550,1
2021-2024,TEA_operacional,730d,any,K521,1
2021-2024,TEA_operacional,730d,any,K515,1
2021-2024,TEA_operacional,730d,any,K510,1
2021-2024,TEA_operacional,730d,any,K501,1
2021-2024,TEA_operacional,730d,any,K500,1
2021-2024,TEA_operacional,730d,any,K430,1
2021-2024,TEA_operacional,730d,any,K420,1
2021-2024,TEA_operacional,730d,any,K37,1
2021-2024,TEA_operacional,730d,any,K318,1
2021-2024,TEA_operacional,730d,any,K316,1
2021-2024,TEA_operacional,730d,any,K315,1
2021-2024,TEA_operacional,730d,any,Q232,1
2021-2024,TEA_operacional,730d,any,Q243,1
2021-2024,TEA_operacional,730d,any,Z351,1
2021-2024,TEA_operacional,730d,any,W0604,1
2021-2024,TEA_operacional,730d,any,W1708,1
2021-2024,TEA_operacional,730d,any,W1399,1
2021-2024,TEA_operacional,730d,any,W1124,1
2021-2024,TEA_operacional,730d,any,W0999,1
2021-2024,TEA_operacional,730d,any,W0998,1
2021-2024,TEA_operacional,730d,any,W0809,1
2021-2024,TEA_operacional,730d,any,W0808,1
2021-2024,TEA_operacional,730d,any,W0728,1
2021-2024,TEA_operacional,730d,any,W0708,1
2021-2024,TEA_operacional,730d,any,W0699,1
2021-2024,TEA_operacional,730d,any,W0688,1
2021-2024,TEA_operacional,730d,any,W0599,1
2021-2024,TEA_operacional,730d,any,W1790,1
2021-2024,TEA_operacional,730d,any,W0299,1
2021-2024,TEA_operacional,730d,any,W0200,1
2021-2024,TEA_operacional,730d,any,W0191,1
2021-2024,TEA_operacional,730d,any,W0188,1
2021-2024,TEA_operacional,730d,any,W0131,1
2021-2024,TEA_operacional,730d,any,W0129,1
2021-2024,TEA_operacional,730d,any,W0101,1
2021-2024,TEA_operacional,730d,any,V5079,1
2021-2024,TEA_operacional,730d,any,V4999,1
2021-2024,TEA_operacional,730d,any,V4998,1
2021-2024,TEA_operacional,730d,any,V4959,1
2021-2024,TEA_operacional,730d,any,W1788,1
2021-2024,TEA_operacional,730d,any,W1791,1
2021-2024,TEA_operacional,730d,any,Q246,1
2021-2024,TEA_operacional,730d,any,W2519,1
2021-2024,TEA_operacional,730d,any,W7408,1
2021-2024,TEA_operacional,730d,any,W5449,1
2021-2024,TEA_operacional,730d,any,W5121,1
2021-2024,TEA_operacional,730d,any,W5029,1
2021-2024,TEA_operacional,730d,any,W4999,1
2021-2024,TEA_operacional,730d,any,W4963,1
2021-2024,TEA_operacional,730d,any,W4909,1
2021-2024,TEA_operacional,730d,any,W4908,1
2021-2024,TEA_operacional,730d,any,W4599,1
2021-2024,TEA_operacional,730d,any,W2708,1
2021-2024,TEA_operacional,730d,any,W2699,1
2021-2024,TEA_operacional,730d,any,W2309,1
2021-2024,TEA_operacional,730d,any,W1819,1
2021-2024,TEA_operacional,730d,any,W2308,1
2021-2024,TEA_operacional,730d,any,W2301,1
2021-2024,TEA_operacional,730d,any,W2219,1
2021-2024,TEA_operacional,730d,any,W2099,1
2021-2024,TEA_operacional,730d,any,W1929,1
2021-2024,TEA_operacional,730d,any,W1928,1
2021-2024,TEA_operacional,730d,any,W1921,1
2021-2024,TEA_operacional,730d,any,W1890,1
2021-2024,TEA_operacional,730d,any,W1848,1
2021-2024,TEA_operacional,730d,any,W1824,1
2021-2024,TEA_operacional,730d,any,W1821,1
2021-2024,TEA_operacional,730d,any,V4369,1
2021-2024,TEA_operacional,730d,any,V3939,1
2021-2024,TEA_operacional,730d,any,V2999,1
2021-2024,TEA_operacional,730d,any,T458,1
2021-2024,TEA_operacional,730d,any,T568,1
2021-2024,TEA_operacional,730d,any,T524,1
2021-2024,TEA_operacional,730d,any,T520,1
2021-2024,TEA_operacional,730d,any,T512,1
2021-2024,TEA_operacional,730d,any,T495,1
2021-2024,TEA_operacional,730d,any,T474,1
2021-2024,TEA_operacional,730d,any,T471,1
2021-2024,TEA_operacional,730d,any,T469,1
2021-2024,TEA_operacional,730d,any,T466,1
2021-2024,TEA_operacional,730d,any,T465,1
2021-2024,TEA_operacional,730d,any,T462,1
2021-2024,TEA_operacional,730d,any,T454,1
2021-2024,TEA_operacional,730d,any,V1939,1
2021-2024,TEA_operacional,730d,any,T448,1
2021-2024,TEA_operacional,730d,any,T423,1
2021-2024,TEA_operacional,730d,any,T414,1
2021-2024,TEA_operacional,730d,any,T412,1
2021-2024,TEA_operacional,730d,any,T407,1
2021-2024,TEA_operacional,730d,any,T404,1
2021-2024,TEA_operacional,730d,any,T402,1
2021-2024,TEA_operacional,730d,any,T398,1
2021-2024,TEA_operacional,730d,any,T394,1
2021-2024,TEA_operacional,730d,any,T390,1
2021-2024,TEA_operacional,730d,any,T388,1
2021-2024,TEA_operacional,730d,any,T633,1
2021-2024,TEA_operacional,730d,any,T781,1
2021-2024,TEA_operacional,730d,any,T782,1
2021-2024,TEA_operacional,730d,any,T784,1
2021-2024,TEA_operacional,730d,any,V1898,1
2021-2024,TEA_operacional,730d,any,V0999,1
2021-2024,TEA_operacional,730d,any,V0314,1
2021-2024,TEA_operacional,730d,any,U820,1
2021-2024,TEA_operacional,730d,any,U109,1
2021-2024,TEA_operacional,730d,any,U049,1
2021-2024,TEA_operacional,730d,any,T952,1
2021-2024,TEA_operacional,730d,any,T920,1
2021-2024,TEA_operacional,730d,any,T886,1
2021-2024,TEA_operacional,730d,any,T881,1
2021-2024,TEA_operacional,730d,any,T880,1
2021-2024,TEA_operacional,730d,any,T870,1
2021-2024,TEA_operacional,730d,any,T848,1
2021-2024,TEA_operacional,730d,any,T846,1
2021-2024,TEA_operacional,730d,any,T844,1
2021-2024,TEA_operacional,730d,any,T840,1
2021-2024,TEA_operacional,730d,any,T838,1
2021-2024,TEA_operacional,730d,any,T816,1
2021-2024,TEA_operacional,730d,any,T815,1
2021-2024,TEA_operacional,730d,any,T811,1
2021-2024,TEA_operacional,730d,any,T802,1
2021-2024,TEA_operacional,730d,any,T800,1
2021-2024,TEA_operacional,730d,any,T793,1
2021-2024,TEA_operacional,730d,any,W7829,1
2021-2024,TEA_operacional,730d,any,W8081,1
2021-2024,TEA_operacional,730d,any,X0288,1
2021-2024,TEA_operacional,730d,any,Y593,1
2021-2024,TEA_operacional,730d,any,Y822,1
2021-2024,TEA_operacional,730d,any,Y758,1
2021-2024,TEA_operacional,730d,any,Y733,1
2021-2024,TEA_operacional,730d,any,Y711,1
2021-2024,TEA_operacional,730d,any,Y708,1
2021-2024,TEA_operacional,730d,any,Y69,1
2021-2024,TEA_operacional,730d,any,Y639,1
2021-2024,TEA_operacional,730d,any,Y638,1
2021-2024,TEA_operacional,730d,any,Y606,1
2021-2024,TEA_operacional,730d,any,Y601,1
2021-2024,TEA_operacional,730d,any,Y599,1
2021-2024,TEA_operacional,730d,any,Y580,1
2021-2024,TEA_operacional,730d,any,Y409,1
2021-2024,TEA_operacional,730d,any,Y540,1
2021-2024,TEA_operacional,730d,any,Y497,1
2021-2024,TEA_operacional,730d,any,Y493,1
2021-2024,TEA_operacional,730d,any,Y484,1
2021-2024,TEA_operacional,730d,any,Y470,1
2021-2024,TEA_operacional,730d,any,Y466,1
2021-2024,TEA_operacional,730d,any,Y465,1
2021-2024,TEA_operacional,730d,any,Y464,1
2021-2024,TEA_operacional,730d,any,Y447,1
2021-2024,TEA_operacional,730d,any,Y446,1
2021-2024,TEA_operacional,730d,any,Y442,1
2021-2024,TEA_operacional,730d,any,Y835,1
2021-2024,TEA_operacional,730d,any,Y839,1
2021-2024,TEA_operacional,730d,any,Y840,1
2021-2024,TEA_operacional,730d,any,Y845,1
2021-2024,TEA_operacional,730d,any,Z321,1
2021-2024,TEA_operacional,730d,any,Z308,1
2021-2024,TEA_operacional,730d,any,Z289,1
2021-2024,TEA_operacional,730d,any,Z272,1
2021-2024,TEA_operacional,730d,any,Z269,1
2021-2024,TEA_operacional,730d,any,Z258,1
2021-2024,TEA_operacional,730d,any,Z245,1
2021-2024,TEA_operacional,730d,any,Z225,1
2021-2024,TEA_operacional,730d,any,Z209,1
2021-2024,TEA_operacional,730d,any,Z134,1
2021-2024,TEA_operacional,730d,any,Z128,1
2021-2024,TEA_operacional,730d,any,Z115,1
2021-2024,TEA_operacional,730d,any,Z108,1
2021-2024,TEA_operacional,730d,any,Z098,1
2021-2024,TEA_operacional,730d,any,Z092,1
2021-2024,TEA_operacional,730d,any,Z090,1
2021-2024,TEA_operacional,730d,any,Z087,1
2021-2024,TEA_operacional,730d,any,Z046,1
2021-2024,TEA_operacional,730d,any,Z039,1
2021-2024,TEA_operacional,730d,any,Z035,1
2021-2024,TEA_operacional,730d,any,Z017,1
2021-2024,TEA_operacional,730d,any,Z015,1
2021-2024,TEA_operacional,730d,any,Y899,1
2021-2024,TEA_operacional,730d,any,Y430,1
2021-2024,TEA_operacional,730d,any,Y404,1
2021-2024,TEA_operacional,730d,any,X0999,1
2021-2024,TEA_operacional,730d,any,X5829,1
2021-2024,TEA_operacional,730d,any,X6498,1
2021-2024,TEA_operacional,730d,any,X6469,1
2021-2024,TEA_operacional,730d,any,X6404,1
2021-2024,TEA_operacional,730d,any,X6308,1
2021-2024,TEA_operacional,730d,any,X6188,1
2021-2024,TEA_operacional,730d,any,X6148,1
2021-2024,TEA_operacional,730d,any,X6129,1
2021-2024,TEA_operacional,730d,any,X6098,1
2021-2024,TEA_operacional,730d,any,X6028,1
2021-2024,TEA_operacional,730d,any,X5929,1
2021-2024,TEA_operacional,730d,any,X5899,1
2021-2024,TEA_operacional,730d,any,X5828,1
2021-2024,TEA_operacional,730d,any,Y401,1
2021-2024,TEA_operacional,730d,any,X5099,1
2021-2024,TEA_operacional,730d,any,X4999,1
2021-2024,TEA_operacional,730d,any,X4989,1
2021-2024,TEA_operacional,730d,any,X4409,1
2021-2024,TEA_operacional,730d,any,X4408,1
2021-2024,TEA_operacional,730d,any,X4209,1
2021-2024,TEA_operacional,730d,any,X4104,1
2021-2024,TEA_operacional,730d,any,X2909,1
2021-2024,TEA_operacional,730d,any,X1609,1
2021-2024,TEA_operacional,730d,any,X1201,1
2021-2024,TEA_operacional,730d,any,X1099,1
2021-2024,TEA_operacional,730d,any,X6509,1
2021-2024,TEA_operacional,730d,any,X6609,1
2021-2024,TEA_operacional,730d,any,X6619,1
2021-2024,TEA_operacional,730d,any,X6909,1
2021-2024,TEA_operacional,730d,any,Y2899,1
2021-2024,TEA_operacional,730d,any,Y2889,1
2021-2024,TEA_operacional,730d,any,Y2699,1
2021-2024,TEA_operacional,730d,any,Y2009,1
2021-2024,TEA_operacional,730d,any,Y1998,1
2021-2024,TEA_operacional,730d,any,Y1428,1
2021-2024,TEA_operacional,730d,any,Y1409,1
2021-2024,TEA_operacional,730d,any,Y1109,1
2021-2024,TEA_operacional,730d,any,Y1108,1
2021-2024,TEA_operacional,730d,any,Y0929,1
2021-2024,TEA_operacional,730d,any,Y0719,1
2021-2024,TEA_operacional,730d,any,Y0508,1
2021-2024,TEA_operacional,730d,any,X8448,1
2021-2024,TEA_operacional,730d,any,X8428,1
2021-2024,TEA_operacional,730d,any,X8149,1
2021-2024,TEA_operacional,730d,any,X8088,1
2021-2024,TEA_operacional,730d,any,X7919,1
2021-2024,TEA_operacional,730d,any,X7914,1
2021-2024,TEA_operacional,730d,any,X7889,1
2021-2024,TEA_operacional,730d,any,X7888,1
2021-2024,TEA_operacional,730d,any,X7699,1
