year,definition,role,variable,value,records
2021,TEA_operacional,principal,TIPO_PROCEDENCIA,APS CONSULTORIO (CESFAM),3
2021,TEA_operacional,principal,TIPO_PROCEDENCIA,"APS URGENCIA (SAPU, SUR, SUC)",3
2021,TEA_operacional,principal,TIPO_PROCEDENCIA,"CENTRO ESPECIALIDADES (CDT, CRS, CONSULTORIO ADOS. ESP)",53
2021,TEA_operacional,principal,TIPO_PROCEDENCIA,CONSULTA PRIVADA,2
2021,TEA_operacional,principal,TIPO_PROCEDENCIA,"OTRAS INSTITUCIONES (CÁRCEL, HOGARES DE ANCIANOS, SENAME, EC",7
2021,TEA_operacional,principal,TIPO_PROCEDENCIA,"OTRAS INSTITUCIONES SALUD (CLÍNICAS PRIVADAS, DE REHABILITAC",4
2021,TEA_operacional,principal,TIPO_PROCEDENCIA,OTROS HOSPITALES DE LA RED,7
2021,TEA_operacional,principal,TIPO_PROCEDENCIA,OTROS HOSPITALES RED NACIONAL,5
2021,TEA_operacional,principal,TIPO_PROCEDENCIA,POSTA RURAL,1
2021,TEA_operacional,principal,TIPO_PROCEDENCIA,SERVICIO EMERGENCIA (DOMICILIO),98
2021,TEA_operacional,principal_y_secundario,TIPO_PROCEDENCIA,"CENTRO ESPECIALIDADES (CDT, CRS, CONSULTORIO ADOS. ESP)",1
2021,TEA_operacional,principal_y_secundario,TIPO_PROCEDENCIA,SERVICIO EMERGENCIA (DOMICILIO),2
2021,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,APS CONSULTORIO (CESFAM),28
2021,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,"APS URGENCIA (SAPU, SUR, SUC)",99
2021,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,"CENTRO ESPECIALIDADES (CDT, CRS, CONSULTORIO ADOS. ESP)",651
2021,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,CIRUGÍA MAYOR AMBULATORIA (CMA),57
2021,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,CONSULTA PRIVADA,21
2021,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,DESCONOCIDO,6
2021,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,"OTRAS INSTITUCIONES (CÁRCEL, HOGARES DE ANCIANOS, SENAME, EC",19
2021,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,"OTRAS INSTITUCIONES SALUD (CLÍNICAS PRIVADAS, DE REHABILITAC",39
2021,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,OTROS HOSPITALES DE LA RED,175
2021,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,OTROS HOSPITALES RED NACIONAL,61
2021,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,SERVICIO EMERGENCIA (DOMICILIO),1013
2022,TEA_operacional,principal,TIPO_PROCEDENCIA,APS CONSULTORIO (CESFAM),8
2022,TEA_operacional,principal,TIPO_PROCEDENCIA,"APS URGENCIA (SAPU, SUR, SUC)",8
2022,TEA_operacional,principal,TIPO_PROCEDENCIA,"CENTRO ESPECIALIDADES (CDT, CRS, CONSULTORIO ADOS. ESP)",79
2022,TEA_operacional,principal,TIPO_PROCEDENCIA,CONSULTA PRIVADA,3
2022,TEA_operacional,principal,TIPO_PROCEDENCIA,"OTRAS INSTITUCIONES (CÁRCEL, HOGARES DE ANCIANOS, SENAME, EC",7
2022,TEA_operacional,principal,TIPO_PROCEDENCIA,"OTRAS INSTITUCIONES SALUD (CLÍNICAS PRIVADAS, DE REHABILITAC",3
2022,TEA_operacional,principal,TIPO_PROCEDENCIA,OTROS HOSPITALES DE LA RED,12
2022,TEA_operacional,principal,TIPO_PROCEDENCIA,OTROS HOSPITALES RED NACIONAL,4
2022,TEA_operacional,principal,TIPO_PROCEDENCIA,SERVICIO EMERGENCIA (DOMICILIO),162
2022,TEA_operacional,principal_y_secundario,TIPO_PROCEDENCIA,"CENTRO ESPECIALIDADES (CDT, CRS, CONSULTORIO ADOS. ESP)",3
2022,TEA_operacional,principal_y_secundario,TIPO_PROCEDENCIA,CONSULTA PRIVADA,1
2022,TEA_operacional,principal_y_secundario,TIPO_PROCEDENCIA,OTROS HOSPITALES DE LA RED,1
2022,TEA_operacional,principal_y_secundario,TIPO_PROCEDENCIA,SERVICIO EMERGENCIA (DOMICILIO),3
2022,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,APS CONSULTORIO (CESFAM),53
2022,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,"APS URGENCIA (SAPU, SUR, SUC)",153
2022,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,CARDIOCIRUGÍA PAGO GRD,1
2022,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,"CENTRO ESPECIALIDADES (CDT, CRS, CONSULTORIO ADOS. ESP)",981
2022,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,CIRUGÍA MAYOR AMBULATORIA (CMA),92
2022,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,CONSULTA PRIVADA,56
2022,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,ESTRATEGIA CRR,9
2022,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,HOSPITALIZACIÓN DIURNA,1
2022,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,HOSPITALIZACIÓN DOMICILIARIA,3
2022,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,"OTRAS INSTITUCIONES (CÁRCEL, HOGARES DE ANCIANOS, SENAME, EC",24
2022,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,"OTRAS INSTITUCIONES SALUD (CLÍNICAS PRIVADAS, DE REHABILITAC",71
2022,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,OTROS HOSPITALES DE LA RED,273
2022,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,OTROS HOSPITALES RED NACIONAL,80
2022,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,PLAN DE RESOLUCIÓN LE,70
2022,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,POSTA RURAL,3
2022,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,SERVICIO EMERGENCIA (DOMICILIO),1687
2023,TEA_operacional,principal,TIPO_PROCEDENCIA,APS CONSULTORIO (CESFAM),5
2023,TEA_operacional,principal,TIPO_PROCEDENCIA,"APS URGENCIA (SAPU, SUR, SUC)",9
2023,TEA_operacional,principal,TIPO_PROCEDENCIA,"CENTRO ESPECIALIDADES (CDT, CRS, CONSULTORIO ADOS. ESP)",120
2023,TEA_operacional,principal,TIPO_PROCEDENCIA,CONSULTA PRIVADA,2
2023,TEA_operacional,principal,TIPO_PROCEDENCIA,"OTRAS INSTITUCIONES (CÁRCEL, HOGARES DE ANCIANOS, SENAME, EC",2
2023,TEA_operacional,principal,TIPO_PROCEDENCIA,"OTRAS INSTITUCIONES SALUD (CLÍNICAS PRIVADAS, DE REHABILITAC",2
2023,TEA_operacional,principal,TIPO_PROCEDENCIA,OTROS HOSPITALES DE LA RED,15
2023,TEA_operacional,principal,TIPO_PROCEDENCIA,OTROS HOSPITALES RED NACIONAL,4
2023,TEA_operacional,principal,TIPO_PROCEDENCIA,SERVICIO EMERGENCIA (DOMICILIO),192
2023,TEA_operacional,principal_y_secundario,TIPO_PROCEDENCIA,"CENTRO ESPECIALIDADES (CDT, CRS, CONSULTORIO ADOS. ESP)",2
2023,TEA_operacional,principal_y_secundario,TIPO_PROCEDENCIA,CONSULTA PRIVADA,1
2023,TEA_operacional,principal_y_secundario,TIPO_PROCEDENCIA,SERVICIO EMERGENCIA (DOMICILIO),4
2023,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,APS CONSULTORIO (CESFAM),76
2023,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,"APS URGENCIA (SAPU, SUR, SUC)",302
2023,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,CARDIOCIRUGÍA PAGO GRD,8
2023,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,"CENTRO ESPECIALIDADES (CDT, CRS, CONSULTORIO ADOS. ESP)",1673
2023,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,CIRUGÍA MAYOR AMBULATORIA (CMA),121
2023,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,CONSULTA PRIVADA,77
2023,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,ESTRATEGIA CRR,23
2023,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,HOSPITALIZACIÓN DIURNA,2
2023,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,HOSPITALIZACIÓN DOMICILIARIA,12
2023,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,"OTRAS INSTITUCIONES (CÁRCEL, HOGARES DE ANCIANOS, SENAME, EC",34
2023,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,"OTRAS INSTITUCIONES SALUD (CLÍNICAS PRIVADAS, DE REHABILITAC",77
2023,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,OTROS HOSPITALES DE LA RED,457
2023,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,OTROS HOSPITALES RED NACIONAL,116
2023,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,PLAN DE RESOLUCIÓN LE,44
2023,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,POSTA RURAL,2
2023,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,SERVICIO EMERGENCIA (DOMICILIO),3024
2024,TEA_operacional,principal,TIPO_PROCEDENCIA,APS CONSULTORIO (CESFAM),4
2024,TEA_operacional,principal,TIPO_PROCEDENCIA,"APS URGENCIA (SAPU, SUR, SUC)",8
2024,TEA_operacional,principal,TIPO_PROCEDENCIA,"CENTRO ESPECIALIDADES (CDT, CRS, CONSULTORIO ADOS. ESP)",103
2024,TEA_operacional,principal,TIPO_PROCEDENCIA,CONSULTA PRIVADA,6
2024,TEA_operacional,principal,TIPO_PROCEDENCIA,"OTRAS INSTITUCIONES (CÁRCEL, HOGARES DE ANCIANOS, SENAME, EC",10
2024,TEA_operacional,principal,TIPO_PROCEDENCIA,"OTRAS INSTITUCIONES SALUD (CLÍNICAS PRIVADAS, DE REHABILITAC",1
2024,TEA_operacional,principal,TIPO_PROCEDENCIA,OTROS HOSPITALES DE LA RED,18
2024,TEA_operacional,principal,TIPO_PROCEDENCIA,OTROS HOSPITALES RED NACIONAL,5
2024,TEA_operacional,principal,TIPO_PROCEDENCIA,POSTA RURAL,2
2024,TEA_operacional,principal,TIPO_PROCEDENCIA,SERVICIO EMERGENCIA (DOMICILIO),216
2024,TEA_operacional,principal_y_secundario,TIPO_PROCEDENCIA,"CENTRO ESPECIALIDADES (CDT, CRS, CONSULTORIO ADOS. ESP)",5
2024,TEA_operacional,principal_y_secundario,TIPO_PROCEDENCIA,"OTRAS INSTITUCIONES SALUD (CLÍNICAS PRIVADAS, DE REHABILITAC",1
2024,TEA_operacional,principal_y_secundario,TIPO_PROCEDENCIA,SERVICIO EMERGENCIA (DOMICILIO),9
2024,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,APS CONSULTORIO (CESFAM),123
2024,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,"APS URGENCIA (SAPU, SUR, SUC)",419
2024,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,CARDIOCIRUGÍA PAGO GRD,6
2024,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,"CENTRO ESPECIALIDADES (CDT, CRS, CONSULTORIO ADOS. ESP)",2388
2024,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,CIRUGÍA MAYOR AMBULATORIA (CMA),209
2024,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,CONSULTA PRIVADA,107
2024,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,DESCONOCIDO,1
2024,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,ESTRATEGIA CRR,96
2024,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,HOSPITALIZACIÓN DIURNA,3
2024,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,HOSPITALIZACIÓN DOMICILIARIA,11
2024,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,"OTRAS INSTITUCIONES (CÁRCEL, HOGARES DE ANCIANOS, SENAME, EC",54
2024,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,"OTRAS INSTITUCIONES SALUD (CLÍNICAS PRIVADAS, DE REHABILITAC",97
2024,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,OTROS HOSPITALES DE LA RED,602
2024,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,OTROS HOSPITALES RED NACIONAL,116
2024,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,POSTA RURAL,8
2024,TEA_operacional,solo_secundario,TIPO_PROCEDENCIA,SERVICIO EMERGENCIA (DOMICILIO),4088
2019,TEA_operacional,principal,SERVICIO_SALUD,ACONCAGUA,4
2019,TEA_operacional,principal,SERVICIO_SALUD,ANTOFAGASTA,23
2019,TEA_operacional,principal,SERVICIO_SALUD,ARAUCANÍA NORTE,4
2019,TEA_operacional,principal,SERVICIO_SALUD,ARAUCANÍA SUR,4
2019,TEA_operacional,principal,SERVICIO_SALUD,ARAUCO,1
2019,TEA_operacional,principal,SERVICIO_SALUD,ARICA,5
2019,TEA_operacional,principal,SERVICIO_SALUD,ATACAMA,1
2019,TEA_operacional,principal,SERVICIO_SALUD,AYSEN,2
2019,TEA_operacional,principal,SERVICIO_SALUD,BIOBIO,3
2019,TEA_operacional,principal,SERVICIO_SALUD,CHILOÉ,2
2019,TEA_operacional,principal,SERVICIO_SALUD,CONCEPCIÓN,7
2019,TEA_operacional,principal,SERVICIO_SALUD,COQUIMBO,6
2019,TEA_operacional,principal,SERVICIO_SALUD,DEL MAULE,3
2019,TEA_operacional,principal,SERVICIO_SALUD,DEL RELONCAVÍ,5
2019,TEA_operacional,principal,SERVICIO_SALUD,IQUIQUE,6
2019,TEA_operacional,principal,SERVICIO_SALUD,LIBERTADOR B. O HIGGINS,3
2019,TEA_operacional,principal,SERVICIO_SALUD,MAGALLANES,11
2019,TEA_operacional,principal,SERVICIO_SALUD,METROPOLITANO CENTRAL,28
2019,TEA_operacional,principal,SERVICIO_SALUD,METROPOLITANO NORTE,1
2019,TEA_operacional,principal,SERVICIO_SALUD,METROPOLITANO OCCIDENTE,22
2019,TEA_operacional,principal,SERVICIO_SALUD,METROPOLITANO ORIENTE,4
2019,TEA_operacional,principal,SERVICIO_SALUD,METROPOLITANO SUR,13
2019,TEA_operacional,principal,SERVICIO_SALUD,METROPOLITANO SURORIENTE,18
2019,TEA_operacional,principal,SERVICIO_SALUD,OSORNO,7
2019,TEA_operacional,principal,SERVICIO_SALUD,TALCAHUANO,4
2019,TEA_operacional,principal,SERVICIO_SALUD,VALDIVIA,5
2019,TEA_operacional,principal,SERVICIO_SALUD,VALPARAISO SAN ANTONIO,1
2019,TEA_operacional,principal,SERVICIO_SALUD,VIÑA DEL MAR QUILLOTA,6
2019,TEA_operacional,principal,SERVICIO_SALUD,ÑUBLE,22
2019,TEA_operacional,principal_y_secundario,SERVICIO_SALUD,ARAUCANÍA NORTE,1
2019,TEA_operacional,principal_y_secundario,SERVICIO_SALUD,DEL MAULE,1
2019,TEA_operacional,principal_y_secundario,SERVICIO_SALUD,IQUIQUE,1
2019,TEA_operacional,principal_y_secundario,SERVICIO_SALUD,LIBERTADOR B. O HIGGINS,2
2019,TEA_operacional,principal_y_secundario,SERVICIO_SALUD,VIÑA DEL MAR QUILLOTA,1
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,ACONCAGUA,25
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,ANTOFAGASTA,87
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,ARAUCANÍA NORTE,19
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,ARAUCANÍA SUR,79
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,ARAUCO,25
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,ARICA,37
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,ATACAMA,36
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,AYSEN,13
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,BIOBIO,149
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,CHILOÉ,16
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,CONCEPCIÓN,109
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,COQUIMBO,99
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,DEL MAULE,82
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,DEL RELONCAVÍ,63
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,IQUIQUE,61
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,LIBERTADOR B. O HIGGINS,81
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,MAGALLANES,51
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,METROPOLITANO CENTRAL,155
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,METROPOLITANO NORTE,82
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,METROPOLITANO OCCIDENTE,90
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,METROPOLITANO ORIENTE,62
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,METROPOLITANO SUR,76
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,METROPOLITANO SURORIENTE,149
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,OSORNO,39
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,TALCAHUANO,68
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,VALDIVIA,56
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,VALPARAISO SAN ANTONIO,93
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,VIÑA DEL MAR QUILLOTA,96
2019,TEA_operacional,solo_secundario,SERVICIO_SALUD,ÑUBLE,99
2020,TEA_operacional,principal,SERVICIO_SALUD,ACONCAGUA,1
2020,TEA_operacional,principal,SERVICIO_SALUD,ANTOFAGASTA,11
2020,TEA_operacional,principal,SERVICIO_SALUD,ARAUCANÍA NORTE,3
2020,TEA_operacional,principal,SERVICIO_SALUD,ARAUCANÍA SUR,4
2020,TEA_operacional,principal,SERVICIO_SALUD,ARICA,3
2020,TEA_operacional,principal,SERVICIO_SALUD,ATACAMA,2
2020,TEA_operacional,principal,SERVICIO_SALUD,AYSEN,3
2020,TEA_operacional,principal,SERVICIO_SALUD,BIOBIO,1
2020,TEA_operacional,principal,SERVICIO_SALUD,CHILOÉ,1
2020,TEA_operacional,principal,SERVICIO_SALUD,CONCEPCIÓN,12
2020,TEA_operacional,principal,SERVICIO_SALUD,COQUIMBO,4
2020,TEA_operacional,principal,SERVICIO_SALUD,DEL MAULE,1
2020,TEA_operacional,principal,SERVICIO_SALUD,DEL RELONCAVÍ,6
2020,TEA_operacional,principal,SERVICIO_SALUD,IQUIQUE,6
2020,TEA_operacional,principal,SERVICIO_SALUD,LIBERTADOR B. O HIGGINS,8
2020,TEA_operacional,principal,SERVICIO_SALUD,MAGALLANES,4
2020,TEA_operacional,principal,SERVICIO_SALUD,METROPOLITANO CENTRAL,20
2020,TEA_operacional,principal,SERVICIO_SALUD,METROPOLITANO NORTE,3
2020,TEA_operacional,principal,SERVICIO_SALUD,METROPOLITANO OCCIDENTE,15
2020,TEA_operacional,principal,SERVICIO_SALUD,METROPOLITANO ORIENTE,1
2020,TEA_operacional,principal,SERVICIO_SALUD,METROPOLITANO SUR,2
2020,TEA_operacional,principal,SERVICIO_SALUD,METROPOLITANO SURORIENTE,15
2020,TEA_operacional,principal,SERVICIO_SALUD,OSORNO,3
2020,TEA_operacional,principal,SERVICIO_SALUD,TALCAHUANO,3
2020,TEA_operacional,principal,SERVICIO_SALUD,VALDIVIA,6
2020,TEA_operacional,principal,SERVICIO_SALUD,VALPARAISO SAN ANTONIO,1
2020,TEA_operacional,principal,SERVICIO_SALUD,VIÑA DEL MAR QUILLOTA,5
2020,TEA_operacional,principal,SERVICIO_SALUD,ÑUBLE,8
2020,TEA_operacional,principal_y_secundario,SERVICIO_SALUD,ANTOFAGASTA,1
2020,TEA_operacional,principal_y_secundario,SERVICIO_SALUD,METROPOLITANO NORTE,2
2020,TEA_operacional,principal_y_secundario,SERVICIO_SALUD,METROPOLITANO ORIENTE,1
2020,TEA_operacional,principal_y_secundario,SERVICIO_SALUD,METROPOLITANO SURORIENTE,1
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,ACONCAGUA,11
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,ANTOFAGASTA,81
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,ARAUCANÍA NORTE,26
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,ARAUCANÍA SUR,62
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,ARAUCO,13
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,ARICA,31
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,ATACAMA,18
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,AYSEN,6
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,BIOBIO,84
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,CHILOÉ,10
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,CONCEPCIÓN,68
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,COQUIMBO,76
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,DEL MAULE,70
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,DEL RELONCAVÍ,34
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,IQUIQUE,27
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,LIBERTADOR B. O HIGGINS,52
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,MAGALLANES,35
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,METROPOLITANO CENTRAL,84
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,METROPOLITANO NORTE,51
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,METROPOLITANO OCCIDENTE,53
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,METROPOLITANO ORIENTE,31
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,METROPOLITANO SUR,87
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,METROPOLITANO SURORIENTE,105
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,OSORNO,28
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,TALCAHUANO,47
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,VALDIVIA,46
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,VALPARAISO SAN ANTONIO,41
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,VIÑA DEL MAR QUILLOTA,102
2020,TEA_operacional,solo_secundario,SERVICIO_SALUD,ÑUBLE,62
2021,TEA_operacional,principal,SERVICIO_SALUD,ANTOFAGASTA,35
2021,TEA_operacional,principal,SERVICIO_SALUD,ARAUCANÍA NORTE,1
2021,TEA_operacional,principal,SERVICIO_SALUD,ARAUCANÍA SUR,11
2021,TEA_operacional,principal,SERVICIO_SALUD,ARICA,10
2021,TEA_operacional,principal,SERVICIO_SALUD,ATACAMA,3
2021,TEA_operacional,principal,SERVICIO_SALUD,AYSEN,5
2021,TEA_operacional,principal,SERVICIO_SALUD,BIOBIO,7
2021,TEA_operacional,principal,SERVICIO_SALUD,CONCEPCIÓN,3
2021,TEA_operacional,principal,SERVICIO_SALUD,COQUIMBO,2
2021,TEA_operacional,principal,SERVICIO_SALUD,DEL MAULE,4
2021,TEA_operacional,principal,SERVICIO_SALUD,DEL RELONCAVÍ,4
2021,TEA_operacional,principal,SERVICIO_SALUD,IQUIQUE,10
2021,TEA_operacional,principal,SERVICIO_SALUD,LIBERTADOR B. O HIGGINS,6
2021,TEA_operacional,principal,SERVICIO_SALUD,MAGALLANES,11
2021,TEA_operacional,principal,SERVICIO_SALUD,METROPOLITANO CENTRAL,8
2021,TEA_operacional,principal,SERVICIO_SALUD,METROPOLITANO NORTE,1
2021,TEA_operacional,principal,SERVICIO_SALUD,METROPOLITANO OCCIDENTE,3
2021,TEA_operacional,principal,SERVICIO_SALUD,METROPOLITANO ORIENTE,5
2021,TEA_operacional,principal,SERVICIO_SALUD,METROPOLITANO SUR,5
2021,TEA_operacional,principal,SERVICIO_SALUD,METROPOLITANO SURORIENTE,11
2021,TEA_operacional,principal,SERVICIO_SALUD,OSORNO,6
2021,TEA_operacional,principal,SERVICIO_SALUD,TALCAHUANO,7
2021,TEA_operacional,principal,SERVICIO_SALUD,VALDIVIA,4
2021,TEA_operacional,principal,SERVICIO_SALUD,VALPARAISO SAN ANTONIO,2
2021,TEA_operacional,principal,SERVICIO_SALUD,VIÑA DEL MAR QUILLOTA,4
2021,TEA_operacional,principal,SERVICIO_SALUD,ÑUBLE,15
2021,TEA_operacional,principal_y_secundario,SERVICIO_SALUD,CONCEPCIÓN,1
2021,TEA_operacional,principal_y_secundario,SERVICIO_SALUD,METROPOLITANO SUR,1
2021,TEA_operacional,principal_y_secundario,SERVICIO_SALUD,METROPOLITANO SURORIENTE,1
2021,TEA_operacional,solo_secundario,SERVICIO_SALUD,ACONCAGUA,27
2021,TEA_operacional,solo_secundario,SERVICIO_SALUD,ANTOFAGASTA,112
2021,TEA_operacional,solo_secundario,SERVICIO_SALUD,ARAUCANÍA NORTE,25
2021,TEA_operacional,solo_secundario,SERVICIO_SALUD,ARAUCANÍA SUR,89
2021,TEA_operacional,solo_secundario,SERVICIO_SALUD,ARAUCO,19
2021,TEA_operacional,solo_secundario,SERVICIO_SALUD,ARICA,58
2021,TEA_operacional,solo_secundario,SERVICIO_SALUD,ATACAMA,22
2021,TEA_operacional,solo_secundario,SERVICIO_SALUD,AYSEN,11
2021,TEA_operacional,solo_secundario,SERVICIO_SALUD,BIOBIO,68
2021,TEA_operacional,solo_secundario,SERVICIO_SALUD,CHILOÉ,14
2021,TEA_operacional,solo_secundario,SERVICIO_SALUD,CONCEPCIÓN,111
2021,TEA_operacional,solo_secundario,SERVICIO_SALUD,COQUIMBO,136
2021,TEA_operacional,solo_secundario,SERVICIO_SALUD,DEL MAULE,80
2021,TEA_operacional,solo_secundario,SERVICIO_SALUD,DEL RELONCAVÍ,47
2021,TEA_operacional,solo_secundario,SERVICIO_SALUD,IQUIQUE,34
2021,TEA_operacional,solo_secundario,SERVICIO_SALUD,LIBERTADOR B. O HIGGINS,91
2021,TEA_operacional,solo_secundario,SERVICIO_SALUD,MAGALLANES,37
2021,TEA_operacional,solo_secundario,SERVICIO_SALUD,METROPOLITANO CENTRAL,86
2021,TEA_operacional,solo_secundario,SERVICIO_SALUD,METROPOLITANO NORTE,93
2021,TEA_operacional,solo_secundario,SERVICIO_SALUD,METROPOLITANO OCCIDENTE,87
2021,TEA_operacional,solo_secundario,SERVICIO_SALUD,METROPOLITANO ORIENTE,64
2021,TEA_operacional,solo_secundario,SERVICIO_SALUD,METROPOLITANO SUR,178
2021,TEA_operacional,solo_secundario,SERVICIO_SALUD,METROPOLITANO SURORIENTE,246
2021,TEA_operacional,solo_secundario,SERVICIO_SALUD,NO APLICA,1
2021,TEA_operacional,solo_secundario,SERVICIO_SALUD,OSORNO,45
2021,TEA_operacional,solo_secundario,SERVICIO_SALUD,TALCAHUANO,70
2021,TEA_operacional,solo_secundario,SERVICIO_SALUD,VALDIVIA,34
2021,TEA_operacional,solo_secundario,SERVICIO_SALUD,VALPARAISO SAN ANTONIO,40
