Source,File,Manifest,Manifest SHA-256 (12),Observed SHA-256 (12),SHA match,Manifest bytes,Observed bytes,Bytes match,Manifest date,Manifest note
junaeb_eve_metadata,códigos 1 básico 2025.xlsx,Autism/metadata/download_manifest.csv,03fee9996d24,03fee9996d24,Yes,"72,105","72,105",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Diccionarios/2025/c%C3%B3digos%201%20b%C3%A1sico%202025.xlsx
junaeb_eve_metadata,códigos 1 medio 2025.xlsx,Autism/metadata/download_manifest.csv,09ac5df6f317,09ac5df6f317,Yes,"73,040","73,040",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Diccionarios/2025/c%C3%B3digos%201%20medio%202025.xlsx
junaeb_eve_metadata,códigos 5 básico 2025.xlsx,Autism/metadata/download_manifest.csv,be5210fefb6f,be5210fefb6f,Yes,"72,216","72,216",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Diccionarios/2025/c%C3%B3digos%205%20b%C3%A1sico%202025.xlsx
junaeb_eve_metadata,códigos parvularia 2025.xlsx,Autism/metadata/download_manifest.csv,78bba7a32b3c,78bba7a32b3c,Yes,"69,381","69,381",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Diccionarios/2025/c%C3%B3digos%20parvularia%202025.xlsx
sae_poverty_2024,SAE_ingresos_2024.xlsx,Autism/metadata/download_manifest.csv,44b0f2a534ca,44b0f2a534ca,Yes,"60,618","60,618",Yes,2026-09-04,status=downloaded; source_url=https://observatorio.ministeriodesarrollosocial.gob.cl/storage/docs/pobreza-comunal/2024/SAE_ingresos_2024.xlsx
sae_poverty_2024,SAE_multidimensional_2024.xlsx,Autism/metadata/download_manifest.csv,5f5fc8bc7a23,5f5fc8bc7a23,Yes,"56,485","56,485",Yes,2026-09-04,status=downloaded; source_url=https://observatorio.ministeriodesarrollosocial.gob.cl/storage/docs/pobreza-comunal/2024/SAE_multidimensional_2024.xlsx
sae_poverty_2024,metodologia_estimaciones_SAE_2024.pdf,Autism/metadata/download_manifest.csv,bc45420bb02c,bc45420bb02c,Yes,"893,267","893,267",Yes,2026-09-04,status=downloaded; source_url=https://observatorio.ministeriodesarrollosocial.gob.cl/storage/docs/pobreza-comunal/2024/Estimaciones_SAE_2024.pdf
repo_population_parquet,censo_proyecciones_ano_edad_genero.parquet,not listed in any manifest,—,394f9bd806bf,not listed in any manifest,—,"2,990,717",not listed in any manifest,—,not listed in any manifest
repo_shapes,comunas.shp,not listed in any manifest,—,22422225a10a,not listed in any manifest,—,"63,994,252",not listed in any manifest,—,not listed in any manifest
repo_shapes,comunas.dbf,not listed in any manifest,—,b824996cd1d2,not listed in any manifest,—,"93,114",not listed in any manifest,—,not listed in any manifest
repo_shapes,comunas.shx,not listed in any manifest,—,497f6ed2f0ac,not listed in any manifest,—,"2,868",not listed in any manifest,—,not listed in any manifest
repo_shapes,comunas.prj,not listed in any manifest,—,f2e7fb14d55b,not listed in any manifest,—,425,not listed in any manifest,—,not listed in any manifest
repo_shapes,comunas.CPG,not listed in any manifest,—,3ad3031f5503,not listed in any manifest,—,5,not listed in any manifest,—,not listed in any manifest
repo_shapes,Regional.shp,not listed in any manifest,—,09660da949e7,not listed in any manifest,—,"53,751,340",not listed in any manifest,—,not listed in any manifest
repo_shapes,Regional.dbf,not listed in any manifest,—,0c6b1f0187f5,not listed in any manifest,—,"2,604",not listed in any manifest,—,not listed in any manifest
repo_shapes,Regional.shx,not listed in any manifest,—,231ab19f9522,not listed in any manifest,—,236,not listed in any manifest,—,not listed in any manifest
repo_shapes,Regional.prj,not listed in any manifest,—,f2e7fb14d55b,not listed in any manifest,—,425,not listed in any manifest,—,not listed in any manifest
repo_shapes,Regional.CPG,not listed in any manifest,—,3ad3031f5503,not listed in any manifest,—,5,not listed in any manifest,—,not listed in any manifest
rem_pathway_codes,rem_pathway_codes.csv,not listed in any manifest,—,829b203b43fe,not listed in any manifest,—,"12,236",not listed in any manifest,—,not listed in any manifest
